"","subject","condition","audio","step","sAnswer","rt","stepRepetition","trial","phase"
"1209","AAM18","AAM","asee_shstep13",13,0,650,3,3,"Early"
"1210","AAM18","AAM","asee_shstep15",15,0,641,3,6,"Early"
"1211","AAM18","AAM","asee_shstep17",17,0,464,3,1,"Early"
"1212","AAM18","AAM","asee_shstep05",5,1,624,4,1,"Early"
"1213","AAM18","AAM","asee_shstep07",7,1,681,4,0,"Early"
"1214","AAM18","AAM","asee_shstep09",9,1,643,4,6,"Early"
"1215","AAM18","AAM","asee_shstep11",11,1,1078,4,3,"Early"
"1216","AAM18","AAM","asee_shstep13",13,0,551,4,4,"Early"
"1217","AAM18","AAM","asee_shstep15",15,0,656,4,5,"Early"
"1218","AAM18","AAM","asee_shstep17",17,0,575,4,2,"Early"
"1219","AAM18","AAM","asee_shstep05",5,1,713,5,0,"Early"
"1220","AAM18","AAM","asee_shstep07",7,1,637,5,1,"Early"
"1221","AAM18","AAM","asee_shstep09",9,1,619,5,3,"Early"
"1222","AAM18","AAM","asee_shstep11",11,1,936,5,5,"Early"
"1223","AAM18","AAM","asee_shstep13",13,0,701,5,2,"Early"
"1224","AAM18","AAM","asee_shstep15",15,0,571,5,4,"Early"
"1225","AAM18","AAM","asee_shstep17",17,0,583,5,6,"Early"
"1226","AAM18","AAM","asee_shstep05",5,1,618,6,5,"Late"
"1227","AAM18","AAM","asee_shstep07",7,1,565,6,2,"Late"
"1228","AAM18","AAM","asee_shstep09",9,1,726,6,3,"Late"
"1229","AAM18","AAM","asee_shstep11",11,1,693,6,4,"Late"
"1230","AAM18","AAM","asee_shstep13",13,0,738,6,0,"Late"
"1231","AAM18","AAM","asee_shstep15",15,0,558,6,6,"Late"
"1232","AAM18","AAM","asee_shstep17",17,0,682,6,1,"Late"
"1233","AAM18","AAM","asee_shstep05",5,1,686,7,2,"Late"
"1234","AAM18","AAM","asee_shstep07",7,1,562,7,5,"Late"
"1235","AAM18","AAM","asee_shstep09",9,1,768,7,0,"Late"
"1236","AAM18","AAM","asee_shstep11",11,0,1196,7,6,"Late"
"1237","AAM18","AAM","asee_shstep13",13,0,1175,7,1,"Late"
"1238","AAM18","AAM","asee_shstep15",15,0,581,7,4,"Late"
"1239","AAM18","AAM","asee_shstep17",17,0,578,7,3,"Late"
"1240","AAM18","AAM","asee_shstep05",5,1,582,8,0,"Late"
"1241","AAM18","AAM","asee_shstep07",7,1,643,8,6,"Late"
"1242","AAM18","AAM","asee_shstep09",9,1,928,8,4,"Late"
"1243","AAM18","AAM","asee_shstep11",11,1,602,8,3,"Late"
"1244","AAM18","AAM","asee_shstep13",13,1,709,8,1,"Late"
"1245","AAM18","AAM","asee_shstep15",15,0,591,8,5,"Late"
"1246","AAM18","AAM","asee_shstep17",17,0,580,8,2,"Late"
"1247","AAM18","AAM","asee_shstep05",5,1,718,9,4,"Late"
"1248","AAM18","AAM","asee_shstep07",7,1,823,9,6,"Late"
"1249","AAM18","AAM","asee_shstep09",9,1,788,9,2,"Late"
"1250","AAM18","AAM","asee_shstep11",11,1,777,9,5,"Late"
"1251","AAM18","AAM","asee_shstep13",13,0,570,9,0,"Late"
"1252","AAM18","AAM","asee_shstep15",15,0,603,9,3,"Late"
"1253","AAM18","AAM","asee_shstep17",17,0,722,9,1,"Late"
"1254","AAM18","AAM","asee_shstep05",5,1,795,10,4,"Late"
"1255","AAM18","AAM","asee_shstep07",7,1,813,10,6,"Late"
"1256","AAM18","AAM","asee_shstep09",9,1,635,10,5,"Late"
"1257","AAM18","AAM","asee_shstep11",11,1,694,10,0,"Late"
"1258","AAM18","AAM","asee_shstep13",13,0,557,10,1,"Late"
"1259","AAM18","AAM","asee_shstep15",15,0,680,10,2,"Late"
"1260","AAM18","AAM","asee_shstep17",17,1,661,10,3,"Late"
"1261","AAM19","AAM","asee_shstep05",5,1,1104,1,3,"Early"
"1262","AAM19","AAM","asee_shstep07",7,1,1155,1,1,"Early"
"1263","AAM19","AAM","asee_shstep09",9,0,1015,1,4,"Early"
"1264","AAM19","AAM","asee_shstep11",11,1,1567,1,6,"Early"
"1265","AAM19","AAM","asee_shstep13",13,0,1970,1,2,"Early"
"1266","AAM19","AAM","asee_shstep15",15,0,884,1,0,"Early"
"1267","AAM19","AAM","asee_shstep17",17,0,1034,1,5,"Early"
"1268","AAM19","AAM","asee_shstep05",5,1,649,2,2,"Early"
"1269","AAM19","AAM","asee_shstep07",7,1,813,2,4,"Early"
"1270","AAM19","AAM","asee_shstep09",9,1,1005,2,1,"Early"
"1271","AAM19","AAM","asee_shstep11",11,1,838,2,3,"Early"
"1272","AAM19","AAM","asee_shstep13",13,0,707,2,6,"Early"
"1273","AAM19","AAM","asee_shstep15",15,0,677,2,5,"Early"
"1274","AAM19","AAM","asee_shstep17",17,0,686,2,0,"Early"
"1275","AAM19","AAM","asee_shstep05",5,1,633,3,4,"Early"
"1276","AAM19","AAM","asee_shstep07",7,1,613,3,3,"Early"
"1277","AAM19","AAM","asee_shstep09",9,1,720,3,6,"Early"
"1278","AAM19","AAM","asee_shstep11",11,1,707,3,2,"Early"
"1279","AAM19","AAM","asee_shstep13",13,0,675,3,0,"Early"
"1280","AAM19","AAM","asee_shstep15",15,0,1109,3,1,"Early"
"1281","AAM19","AAM","asee_shstep17",17,0,728,3,5,"Early"
"1282","AAM19","AAM","asee_shstep05",5,1,849,4,5,"Early"
"1283","AAM19","AAM","asee_shstep07",7,1,713,4,2,"Early"
"1284","AAM19","AAM","asee_shstep09",9,1,1387,4,3,"Early"
"1285","AAM19","AAM","asee_shstep11",11,1,857,4,0,"Early"
"1286","AAM19","AAM","asee_shstep13",13,0,657,4,1,"Early"
"1287","AAM19","AAM","asee_shstep15",15,0,1093,4,6,"Early"
"1288","AAM19","AAM","asee_shstep17",17,0,652,4,4,"Early"
"1289","AAM19","AAM","asee_shstep05",5,1,644,5,4,"Early"
"1290","AAM19","AAM","asee_shstep07",7,1,754,5,6,"Early"
"1291","AAM19","AAM","asee_shstep09",9,1,715,5,2,"Early"
"1292","AAM19","AAM","asee_shstep11",11,1,794,5,0,"Early"
"1293","AAM19","AAM","asee_shstep13",13,0,630,5,3,"Early"
"1294","AAM19","AAM","asee_shstep15",15,0,587,5,1,"Early"
"1295","AAM19","AAM","asee_shstep17",17,0,547,5,5,"Early"
"1296","AAM19","AAM","asee_shstep05",5,1,720,6,4,"Late"
"1297","AAM19","AAM","asee_shstep07",7,1,685,6,2,"Late"
"1298","AAM19","AAM","asee_shstep09",9,1,1846,6,3,"Late"
"1299","AAM19","AAM","asee_shstep11",11,1,1488,6,6,"Late"
"1300","AAM19","AAM","asee_shstep13",13,0,636,6,1,"Late"
"1301","AAM19","AAM","asee_shstep15",15,0,681,6,5,"Late"
"1302","AAM19","AAM","asee_shstep17",17,0,749,6,0,"Late"
"1303","AAM19","AAM","asee_shstep05",5,1,728,7,3,"Late"
"1304","AAM19","AAM","asee_shstep07",7,1,555,7,1,"Late"
"1305","AAM19","AAM","asee_shstep09",9,1,753,7,0,"Late"
"1306","AAM19","AAM","asee_shstep11",11,0,791,7,4,"Late"
"1307","AAM19","AAM","asee_shstep13",13,0,759,7,5,"Late"
"1308","AAM19","AAM","asee_shstep15",15,0,865,7,6,"Late"
"1309","AAM19","AAM","asee_shstep17",17,0,749,7,2,"Late"
"1310","AAM19","AAM","asee_shstep05",5,1,596,8,0,"Late"
"1311","AAM19","AAM","asee_shstep07",7,1,616,8,3,"Late"
"1312","AAM19","AAM","asee_shstep09",9,1,854,8,1,"Late"
"1313","AAM19","AAM","asee_shstep11",11,1,684,8,4,"Late"
"1314","AAM19","AAM","asee_shstep13",13,0,753,8,2,"Late"
"1315","AAM19","AAM","asee_shstep15",15,0,692,8,5,"Late"
"1316","AAM19","AAM","asee_shstep17",17,0,740,8,6,"Late"
"1317","AAM19","AAM","asee_shstep05",5,1,622,9,5,"Late"
"1318","AAM19","AAM","asee_shstep07",7,1,654,9,6,"Late"
"1319","AAM19","AAM","asee_shstep09",9,1,792,9,4,"Late"
"1320","AAM19","AAM","asee_shstep11",11,1,685,9,1,"Late"
"1321","AAM19","AAM","asee_shstep13",13,0,647,9,0,"Late"
"1322","AAM19","AAM","asee_shstep15",15,0,659,9,3,"Late"
"1323","AAM19","AAM","asee_shstep17",17,0,709,9,2,"Late"
"1324","AAM19","AAM","asee_shstep05",5,1,649,10,6,"Late"
"1325","AAM19","AAM","asee_shstep07",7,1,644,10,1,"Late"
"1326","AAM19","AAM","asee_shstep09",9,1,631,10,2,"Late"
"1327","AAM19","AAM","asee_shstep11",11,1,758,10,5,"Late"
"1328","AAM19","AAM","asee_shstep13",13,0,775,10,0,"Late"
"1329","AAM19","AAM","asee_shstep15",15,0,854,10,3,"Late"
"1330","AAM19","AAM","asee_shstep17",17,0,715,10,4,"Late"
"1331","AAM20","AAM","asee_shstep05",5,1,937,1,2,"Early"
"1332","AAM20","AAM","asee_shstep07",7,1,768,1,1,"Early"
"1333","AAM20","AAM","asee_shstep09",9,1,2212,1,3,"Early"
"1334","AAM20","AAM","asee_shstep11",11,0,669,1,4,"Early"
"1335","AAM20","AAM","asee_shstep13",13,0,683,1,0,"Early"
"1336","AAM20","AAM","asee_shstep15",15,0,614,1,6,"Early"
"1337","AAM20","AAM","asee_shstep17",17,0,610,1,5,"Early"
"1338","AAM20","AAM","asee_shstep05",5,1,587,2,3,"Early"
"1339","AAM20","AAM","asee_shstep07",7,1,616,2,1,"Early"
"1340","AAM20","AAM","asee_shstep09",9,1,928,2,4,"Early"
"1341","AAM20","AAM","asee_shstep11",11,0,669,2,0,"Early"
"1342","AAM20","AAM","asee_shstep13",13,0,642,2,5,"Early"
"1343","AAM20","AAM","asee_shstep15",15,0,585,2,6,"Early"
"1344","AAM20","AAM","asee_shstep17",17,0,801,2,2,"Early"
"1345","AAM20","AAM","asee_shstep05",5,1,665,3,4,"Early"
"1346","AAM20","AAM","asee_shstep07",7,1,915,3,0,"Early"
"1347","AAM20","AAM","asee_shstep09",9,1,757,3,5,"Early"
"1348","AAM20","AAM","asee_shstep11",11,1,757,3,3,"Early"
"1349","AAM20","AAM","asee_shstep13",13,0,400,3,2,"Early"
"1350","AAM20","AAM","asee_shstep15",15,0,673,3,1,"Early"
"1351","AAM20","AAM","asee_shstep17",17,0,586,3,6,"Early"
"1352","AAM20","AAM","asee_shstep05",5,1,579,4,5,"Early"
"1353","AAM20","AAM","asee_shstep07",7,1,797,4,6,"Early"
"1354","AAM20","AAM","asee_shstep09",9,1,704,4,2,"Early"
"1355","AAM20","AAM","asee_shstep11",11,1,661,4,4,"Early"
"1356","AAM20","AAM","asee_shstep13",13,0,717,4,3,"Early"
"1357","AAM20","AAM","asee_shstep15",15,0,692,4,1,"Early"
"1358","AAM20","AAM","asee_shstep17",17,0,644,4,0,"Early"
"1359","AAM20","AAM","asee_shstep05",5,1,822,5,4,"Early"
"1360","AAM20","AAM","asee_shstep07",7,1,910,5,6,"Early"
"1361","AAM20","AAM","asee_shstep09",9,1,844,5,5,"Early"
"1362","AAM20","AAM","asee_shstep11",11,1,723,5,3,"Early"
"1363","AAM20","AAM","asee_shstep13",13,1,919,5,2,"Early"
"1364","AAM20","AAM","asee_shstep15",15,0,646,5,0,"Early"
"1365","AAM20","AAM","asee_shstep17",17,0,615,5,1,"Early"
"1366","AAM20","AAM","asee_shstep05",5,1,761,6,1,"Late"
"1367","AAM20","AAM","asee_shstep07",7,1,724,6,4,"Late"
"1368","AAM20","AAM","asee_shstep09",9,1,718,6,0,"Late"
"1369","AAM20","AAM","asee_shstep11",11,0,611,6,5,"Late"
"1370","AAM20","AAM","asee_shstep13",13,0,717,6,6,"Late"
"1371","AAM20","AAM","asee_shstep15",15,0,641,6,3,"Late"
"1372","AAM20","AAM","asee_shstep17",17,0,727,6,2,"Late"
"1373","AAM20","AAM","asee_shstep05",5,1,925,7,2,"Late"
"1374","AAM20","AAM","asee_shstep07",7,1,741,7,5,"Late"
"1375","AAM20","AAM","asee_shstep09",9,1,727,7,0,"Late"
"1376","AAM20","AAM","asee_shstep11",11,0,730,7,3,"Late"
"1377","AAM20","AAM","asee_shstep13",13,1,905,7,6,"Late"
"1378","AAM20","AAM","asee_shstep15",15,0,623,7,4,"Late"
"1379","AAM20","AAM","asee_shstep17",17,0,1133,7,1,"Late"
"1380","AAM20","AAM","asee_shstep05",5,0,577,8,5,"Late"
"1381","AAM20","AAM","asee_shstep07",7,1,605,8,1,"Late"
"1382","AAM20","AAM","asee_shstep09",9,0,710,8,0,"Late"
"1383","AAM20","AAM","asee_shstep11",11,0,791,8,2,"Late"
"1384","AAM20","AAM","asee_shstep13",13,1,823,8,3,"Late"
"1385","AAM20","AAM","asee_shstep15",15,0,481,8,6,"Late"
"1386","AAM20","AAM","asee_shstep17",17,1,782,8,4,"Late"
"1387","AAM20","AAM","asee_shstep05",5,1,804,9,2,"Late"
"1388","AAM20","AAM","asee_shstep07",7,1,715,9,0,"Late"
"1389","AAM20","AAM","asee_shstep09",9,1,756,9,1,"Late"
"1390","AAM20","AAM","asee_shstep11",11,0,381,9,5,"Late"
"1391","AAM20","AAM","asee_shstep13",13,0,684,9,6,"Late"
"1392","AAM20","AAM","asee_shstep15",15,0,588,9,3,"Late"
"1393","AAM20","AAM","asee_shstep17",17,0,803,9,4,"Late"
"1394","AAM20","AAM","asee_shstep05",5,1,541,10,0,"Late"
"1395","AAM20","AAM","asee_shstep07",7,1,678,10,3,"Late"
"1396","AAM20","AAM","asee_shstep09",9,1,861,10,2,"Late"
"1397","AAM20","AAM","asee_shstep11",11,1,705,10,5,"Late"
"1398","AAM20","AAM","asee_shstep13",13,0,601,10,4,"Late"
"1399","AAM20","AAM","asee_shstep15",15,0,479,10,1,"Late"
"1400","AAM20","AAM","asee_shstep17",17,0,705,10,6,"Late"
"1401","AAM21","AAM","asee_shstep05",5,1,902,1,2,"Early"
"1402","AAM21","AAM","asee_shstep07",7,1,1238,1,5,"Early"
"1403","AAM21","AAM","asee_shstep09",9,1,2650,1,4,"Early"
"1404","AAM21","AAM","asee_shstep11",11,0,844,1,1,"Early"
"1405","AAM21","AAM","asee_shstep13",13,0,1394,1,0,"Early"
"1406","AAM21","AAM","asee_shstep15",15,0,886,1,6,"Early"
"1407","AAM21","AAM","asee_shstep17",17,0,977,1,3,"Early"
"1408","AAM21","AAM","asee_shstep05",5,1,903,2,5,"Early"
"1409","AAM21","AAM","asee_shstep07",7,1,858,2,4,"Early"
"1410","AAM21","AAM","asee_shstep09",9,1,960,2,0,"Early"
"1411","AAM21","AAM","asee_shstep11",11,0,932,2,6,"Early"
"1412","AAM21","AAM","asee_shstep13",13,0,766,2,3,"Early"
"1413","AAM21","AAM","asee_shstep15",15,0,895,2,1,"Early"
"1414","AAM21","AAM","asee_shstep17",17,0,955,2,2,"Early"
"1415","AAM21","AAM","asee_shstep05",5,1,875,3,2,"Early"
"1416","AAM21","AAM","asee_shstep07",7,1,748,3,0,"Early"
"1417","AAM21","AAM","asee_shstep09",9,0,1027,3,5,"Early"
"1418","AAM21","AAM","asee_shstep11",11,0,1111,3,6,"Early"
"1419","AAM21","AAM","asee_shstep13",13,0,979,3,3,"Early"
"1420","AAM21","AAM","asee_shstep15",15,0,937,3,1,"Early"
"1421","AAM21","AAM","asee_shstep17",17,0,1049,3,4,"Early"
"1422","AAM21","AAM","asee_shstep05",5,1,895,4,3,"Early"
"1423","AAM21","AAM","asee_shstep07",7,1,872,4,5,"Early"
"1424","AAM21","AAM","asee_shstep09",9,0,1137,4,4,"Early"
"1425","AAM21","AAM","asee_shstep11",11,0,882,4,0,"Early"
"1426","AAM21","AAM","asee_shstep13",13,0,859,4,2,"Early"
"1427","AAM21","AAM","asee_shstep15",15,0,842,4,1,"Early"
"1428","AAM21","AAM","asee_shstep17",17,0,1087,4,6,"Early"
"1429","AAM21","AAM","asee_shstep05",5,1,934,5,5,"Early"
"1430","AAM21","AAM","asee_shstep07",7,1,725,5,0,"Early"
"1431","AAM21","AAM","asee_shstep09",9,1,898,5,6,"Early"
"1432","AAM21","AAM","asee_shstep11",11,1,910,5,2,"Early"
"1433","AAM21","AAM","asee_shstep13",13,0,813,5,4,"Early"
"1434","AAM21","AAM","asee_shstep15",15,0,969,5,1,"Early"
"1435","AAM21","AAM","asee_shstep17",17,0,980,5,3,"Early"
"1436","AAM21","AAM","asee_shstep05",5,1,755,6,6,"Late"
"1437","AAM21","AAM","asee_shstep07",7,1,639,6,0,"Late"
"1438","AAM21","AAM","asee_shstep09",9,1,842,6,3,"Late"
"1439","AAM21","AAM","asee_shstep11",11,1,719,6,2,"Late"
"1440","AAM21","AAM","asee_shstep13",13,0,608,6,5,"Late"
"1441","AAM21","AAM","asee_shstep15",15,0,578,6,1,"Late"
"1442","AAM21","AAM","asee_shstep17",17,0,861,6,4,"Late"
"1443","AAM21","AAM","asee_shstep05",5,1,807,7,4,"Late"
"1444","AAM21","AAM","asee_shstep07",7,1,645,7,3,"Late"
"1445","AAM21","AAM","asee_shstep09",9,1,669,7,0,"Late"
"1446","AAM21","AAM","asee_shstep11",11,0,750,7,5,"Late"
"1447","AAM21","AAM","asee_shstep13",13,0,639,7,1,"Late"
"1448","AAM21","AAM","asee_shstep15",15,0,776,7,2,"Late"
"1449","AAM21","AAM","asee_shstep17",17,0,635,7,6,"Late"
"1450","AAM21","AAM","asee_shstep05",5,1,777,8,3,"Late"
"1451","AAM21","AAM","asee_shstep07",7,1,714,8,0,"Late"
"1452","AAM21","AAM","asee_shstep09",9,0,794,8,6,"Late"
"1453","AAM21","AAM","asee_shstep11",11,0,797,8,1,"Late"
"1454","AAM21","AAM","asee_shstep13",13,0,693,8,2,"Late"
"1455","AAM21","AAM","asee_shstep15",15,0,753,8,4,"Late"
"1456","AAM21","AAM","asee_shstep17",17,0,823,8,5,"Late"
"1457","AAM21","AAM","asee_shstep05",5,1,636,9,1,"Late"
"1458","AAM21","AAM","asee_shstep07",7,1,662,9,6,"Late"
"1459","AAM21","AAM","asee_shstep09",9,0,762,9,3,"Late"
"1460","AAM21","AAM","asee_shstep11",11,1,778,9,2,"Late"
"1461","AAM21","AAM","asee_shstep13",13,0,525,9,4,"Late"
"1462","AAM21","AAM","asee_shstep15",15,0,752,9,0,"Late"
"1463","AAM21","AAM","asee_shstep17",17,0,859,9,5,"Late"
"1464","AAM21","AAM","asee_shstep05",5,1,717,10,1,"Late"
"1465","AAM21","AAM","asee_shstep07",7,1,767,10,6,"Late"
"1466","AAM21","AAM","asee_shstep09",9,1,828,10,5,"Late"
"1467","AAM21","AAM","asee_shstep11",11,0,816,10,2,"Late"
"1468","AAM21","AAM","asee_shstep13",13,0,753,10,4,"Late"
"1469","AAM21","AAM","asee_shstep15",15,0,752,10,3,"Late"
"1470","AAM21","AAM","asee_shstep17",17,0,770,10,0,"Late"
"1472","AAM22","AAM","asee_shstep07",7,1,1420,1,1,"Early"
"1473","AAM22","AAM","asee_shstep09",9,0,2013,1,4,"Early"
"1474","AAM22","AAM","asee_shstep11",11,0,1656,1,3,"Early"
"1475","AAM22","AAM","asee_shstep13",13,0,1090,1,2,"Early"
"1476","AAM22","AAM","asee_shstep15",15,0,2018,1,6,"Early"
"1477","AAM22","AAM","asee_shstep17",17,0,1648,1,0,"Early"
"1478","AAM22","AAM","asee_shstep05",5,1,966,2,3,"Early"
"1479","AAM22","AAM","asee_shstep07",7,1,768,2,0,"Early"
"1480","AAM22","AAM","asee_shstep09",9,0,1900,2,2,"Early"
"1481","AAM22","AAM","asee_shstep11",11,0,1771,2,6,"Early"
"1482","AAM22","AAM","asee_shstep13",13,0,865,2,5,"Early"
"1483","AAM22","AAM","asee_shstep15",15,0,868,2,4,"Early"
"1484","AAM22","AAM","asee_shstep17",17,0,937,2,1,"Early"
"1485","AAM22","AAM","asee_shstep05",5,1,940,3,2,"Early"
"1486","AAM22","AAM","asee_shstep07",7,1,1907,3,1,"Early"
"1487","AAM22","AAM","asee_shstep09",9,0,907,3,4,"Early"
"1488","AAM22","AAM","asee_shstep11",11,0,1212,3,5,"Early"
"1489","AAM22","AAM","asee_shstep13",13,0,854,3,6,"Early"
"1490","AAM22","AAM","asee_shstep15",15,0,817,3,3,"Early"
"1491","AAM22","AAM","asee_shstep17",17,0,1117,3,0,"Early"
"1492","AAM22","AAM","asee_shstep05",5,1,964,4,1,"Early"
"1493","AAM22","AAM","asee_shstep07",7,1,922,4,6,"Early"
"1494","AAM22","AAM","asee_shstep09",9,1,1139,4,2,"Early"
"1495","AAM22","AAM","asee_shstep11",11,0,818,4,5,"Early"
"1496","AAM22","AAM","asee_shstep13",13,0,1592,4,0,"Early"
"1497","AAM22","AAM","asee_shstep15",15,0,779,4,3,"Early"
"1498","AAM22","AAM","asee_shstep17",17,0,952,4,4,"Early"
"1499","AAM22","AAM","asee_shstep05",5,1,929,5,2,"Early"
"1500","AAM22","AAM","asee_shstep07",7,1,937,5,5,"Early"
"1501","AAM22","AAM","asee_shstep09",9,0,1312,5,0,"Early"
"1502","AAM22","AAM","asee_shstep11",11,1,2509,5,3,"Early"
"1503","AAM22","AAM","asee_shstep13",13,0,1056,5,6,"Early"
"1504","AAM22","AAM","asee_shstep15",15,1,916,5,4,"Early"
"1505","AAM22","AAM","asee_shstep17",17,0,821,5,1,"Early"
"1506","AAM22","AAM","asee_shstep05",5,1,878,6,6,"Late"
"1507","AAM22","AAM","asee_shstep07",7,1,801,6,5,"Late"
"1508","AAM22","AAM","asee_shstep09",9,0,1758,6,1,"Late"
"1509","AAM22","AAM","asee_shstep11",11,0,1658,6,3,"Late"
"1510","AAM22","AAM","asee_shstep13",13,0,1484,6,0,"Late"
"1511","AAM22","AAM","asee_shstep15",15,0,1302,6,2,"Late"
"1512","AAM22","AAM","asee_shstep17",17,0,863,6,4,"Late"
"1513","AAM22","AAM","asee_shstep05",5,1,775,7,3,"Late"
"1514","AAM22","AAM","asee_shstep07",7,0,1404,7,0,"Late"
"1515","AAM22","AAM","asee_shstep09",9,0,872,7,2,"Late"
"1516","AAM22","AAM","asee_shstep11",11,0,1995,7,5,"Late"
"1517","AAM22","AAM","asee_shstep13",13,0,752,7,6,"Late"
"1518","AAM22","AAM","asee_shstep15",15,1,1057,7,4,"Late"
"1519","AAM22","AAM","asee_shstep17",17,0,839,7,1,"Late"
"1520","AAM22","AAM","asee_shstep05",5,1,1076,8,0,"Late"
"1521","AAM22","AAM","asee_shstep07",7,0,1141,8,6,"Late"
"1522","AAM22","AAM","asee_shstep09",9,1,919,8,3,"Late"
"1523","AAM22","AAM","asee_shstep11",11,0,2531,8,2,"Late"
"1524","AAM22","AAM","asee_shstep13",13,0,2089,8,1,"Late"
"1525","AAM22","AAM","asee_shstep15",15,0,1229,8,5,"Late"
"1526","AAM22","AAM","asee_shstep17",17,0,1500,8,4,"Late"
"1527","AAM22","AAM","asee_shstep05",5,1,1336,9,1,"Late"
"1528","AAM22","AAM","asee_shstep07",7,1,1010,9,5,"Late"
"1529","AAM22","AAM","asee_shstep09",9,1,1048,9,3,"Late"
"1530","AAM22","AAM","asee_shstep11",11,0,1305,9,0,"Late"
"1531","AAM22","AAM","asee_shstep13",13,0,1316,9,6,"Late"
"1532","AAM22","AAM","asee_shstep15",15,0,995,9,4,"Late"
"1533","AAM22","AAM","asee_shstep17",17,0,1116,9,2,"Late"
"1534","AAM22","AAM","asee_shstep05",5,1,1033,10,5,"Late"
"1535","AAM22","AAM","asee_shstep07",7,1,941,10,0,"Late"
"1536","AAM22","AAM","asee_shstep09",9,0,1432,10,4,"Late"
"1537","AAM22","AAM","asee_shstep11",11,1,1205,10,2,"Late"
"1538","AAM22","AAM","asee_shstep13",13,0,2136,10,3,"Late"
"1539","AAM22","AAM","asee_shstep15",15,1,1745,10,6,"Late"
"1540","AAM22","AAM","asee_shstep17",17,0,1051,10,1,"Late"
"1541","AAM23","AAM","asee_shstep05",5,1,1184,1,6,"Early"
"1542","AAM23","AAM","asee_shstep07",7,0,2105,1,1,"Early"
"1543","AAM23","AAM","asee_shstep09",9,1,1320,1,2,"Early"
"1544","AAM23","AAM","asee_shstep11",11,0,590,1,4,"Early"
"1545","AAM23","AAM","asee_shstep13",13,0,3353,1,5,"Early"
"1546","AAM23","AAM","asee_shstep15",15,0,4197,1,0,"Early"
"1547","AAM23","AAM","asee_shstep17",17,0,1429,1,3,"Early"
"1548","AAM23","AAM","asee_shstep05",5,1,869,2,5,"Early"
"1549","AAM23","AAM","asee_shstep07",7,1,595,2,1,"Early"
"1550","AAM23","AAM","asee_shstep09",9,1,605,2,4,"Early"
"1551","AAM23","AAM","asee_shstep11",11,0,813,2,2,"Early"
"1552","AAM23","AAM","asee_shstep13",13,0,810,2,0,"Early"
"1553","AAM23","AAM","asee_shstep15",15,0,974,2,3,"Early"
"1554","AAM23","AAM","asee_shstep17",17,0,854,2,6,"Early"
"1555","AAM23","AAM","asee_shstep05",5,1,603,3,2,"Early"
"1556","AAM23","AAM","asee_shstep07",7,1,690,3,5,"Early"
"1557","AAM23","AAM","asee_shstep09",9,1,1696,3,3,"Early"
"1558","AAM23","AAM","asee_shstep11",11,0,721,3,1,"Early"
"1559","AAM23","AAM","asee_shstep13",13,0,777,3,4,"Early"
"1560","AAM23","AAM","asee_shstep15",15,0,634,3,6,"Early"
"1561","AAM23","AAM","asee_shstep17",17,0,850,3,0,"Early"
"1562","AAM23","AAM","asee_shstep05",5,1,538,4,1,"Early"
"1563","AAM23","AAM","asee_shstep07",7,1,573,4,6,"Early"
"1564","AAM23","AAM","asee_shstep09",9,0,571,4,3,"Early"
"1565","AAM23","AAM","asee_shstep11",11,0,908,4,4,"Early"
"1566","AAM23","AAM","asee_shstep13",13,0,841,4,2,"Early"
"1567","AAM23","AAM","asee_shstep15",15,0,1488,4,5,"Early"
"1568","AAM23","AAM","asee_shstep17",17,0,916,4,0,"Early"
"1569","AAM23","AAM","asee_shstep05",5,1,937,5,4,"Early"
"1570","AAM23","AAM","asee_shstep07",7,1,620,5,6,"Early"
"1571","AAM23","AAM","asee_shstep09",9,0,1830,5,1,"Early"
"1572","AAM23","AAM","asee_shstep11",11,0,749,5,3,"Early"
"1573","AAM23","AAM","asee_shstep13",13,0,962,5,5,"Early"
"1574","AAM23","AAM","asee_shstep15",15,0,830,5,2,"Early"
"1575","AAM23","AAM","asee_shstep17",17,0,1191,5,0,"Early"
"1576","AAM23","AAM","asee_shstep05",5,1,752,6,6,"Late"
"1577","AAM23","AAM","asee_shstep07",7,1,842,6,4,"Late"
"1578","AAM23","AAM","asee_shstep09",9,1,998,6,5,"Late"
"1579","AAM23","AAM","asee_shstep11",11,0,886,6,3,"Late"
"1580","AAM23","AAM","asee_shstep13",13,0,838,6,1,"Late"
"1581","AAM23","AAM","asee_shstep15",15,0,855,6,2,"Late"
"1582","AAM23","AAM","asee_shstep17",17,0,846,6,0,"Late"
"1583","AAM23","AAM","asee_shstep05",5,1,1038,7,3,"Late"
"1584","AAM23","AAM","asee_shstep07",7,1,1319,7,5,"Late"
"1585","AAM23","AAM","asee_shstep09",9,0,1025,7,6,"Late"
"1586","AAM23","AAM","asee_shstep11",11,0,1017,7,4,"Late"
"1587","AAM23","AAM","asee_shstep13",13,0,736,7,1,"Late"
"1588","AAM23","AAM","asee_shstep15",15,0,615,7,0,"Late"
"1589","AAM23","AAM","asee_shstep17",17,0,733,7,2,"Late"
"1590","AAM23","AAM","asee_shstep05",5,1,1156,8,0,"Late"
"1591","AAM23","AAM","asee_shstep07",7,1,892,8,1,"Late"
"1592","AAM23","AAM","asee_shstep09",9,1,1432,8,5,"Late"
"1593","AAM23","AAM","asee_shstep11",11,0,748,8,6,"Late"
"1594","AAM23","AAM","asee_shstep13",13,0,765,8,2,"Late"
