"","subject","condition","audio","step","sAnswer","rt","stepRepetition","trial","phase"
"601","AAM09","AAM","asee_shstep15",15,0,1190,6,5,"Late"
"602","AAM09","AAM","asee_shstep17",17,0,885,6,2,"Late"
"603","AAM09","AAM","asee_shstep05",5,1,1304,7,4,"Late"
"604","AAM09","AAM","asee_shstep07",7,0,1365,7,0,"Late"
"605","AAM09","AAM","asee_shstep09",9,1,725,7,3,"Late"
"606","AAM09","AAM","asee_shstep11",11,1,1051,7,2,"Late"
"607","AAM09","AAM","asee_shstep13",13,0,1422,7,6,"Late"
"608","AAM09","AAM","asee_shstep15",15,0,2179,7,5,"Late"
"610","AAM09","AAM","asee_shstep05",5,1,597,8,4,"Late"
"611","AAM09","AAM","asee_shstep07",7,1,2574,8,5,"Late"
"612","AAM09","AAM","asee_shstep09",9,1,845,8,1,"Late"
"613","AAM09","AAM","asee_shstep11",11,0,852,8,2,"Late"
"614","AAM09","AAM","asee_shstep13",13,0,1640,8,0,"Late"
"615","AAM09","AAM","asee_shstep15",15,0,1239,8,6,"Late"
"616","AAM09","AAM","asee_shstep17",17,0,1147,8,3,"Late"
"617","AAM09","AAM","asee_shstep05",5,0,1235,9,5,"Late"
"619","AAM09","AAM","asee_shstep09",9,0,1531,9,2,"Late"
"620","AAM09","AAM","asee_shstep11",11,0,1261,9,0,"Late"
"621","AAM09","AAM","asee_shstep13",13,0,1280,9,3,"Late"
"622","AAM09","AAM","asee_shstep15",15,0,977,9,1,"Late"
"623","AAM09","AAM","asee_shstep17",17,0,1557,9,6,"Late"
"624","AAM09","AAM","asee_shstep05",5,1,743,10,2,"Late"
"625","AAM09","AAM","asee_shstep07",7,1,1333,10,6,"Late"
"626","AAM09","AAM","asee_shstep09",9,1,2902,10,4,"Late"
"627","AAM09","AAM","asee_shstep11",11,0,1984,10,3,"Late"
"628","AAM09","AAM","asee_shstep13",13,0,858,10,1,"Late"
"629","AAM09","AAM","asee_shstep15",15,0,1339,10,0,"Late"
"630","AAM09","AAM","asee_shstep17",17,0,1004,10,5,"Late"
"631","AAM10","AAM","asee_shstep05",5,1,1554,1,0,"Early"
"632","AAM10","AAM","asee_shstep07",7,1,856,1,2,"Early"
"633","AAM10","AAM","asee_shstep09",9,1,1311,1,3,"Early"
"634","AAM10","AAM","asee_shstep11",11,0,1719,1,6,"Early"
"635","AAM10","AAM","asee_shstep13",13,0,1443,1,5,"Early"
"636","AAM10","AAM","asee_shstep15",15,0,928,1,1,"Early"
"637","AAM10","AAM","asee_shstep17",17,0,1000,1,4,"Early"
"638","AAM10","AAM","asee_shstep05",5,1,896,2,0,"Early"
"639","AAM10","AAM","asee_shstep07",7,1,764,2,3,"Early"
"640","AAM10","AAM","asee_shstep09",9,1,1018,2,5,"Early"
"641","AAM10","AAM","asee_shstep11",11,0,936,2,4,"Early"
"642","AAM10","AAM","asee_shstep13",13,0,824,2,6,"Early"
"643","AAM10","AAM","asee_shstep15",15,0,660,2,2,"Early"
"644","AAM10","AAM","asee_shstep17",17,0,771,2,1,"Early"
"645","AAM10","AAM","asee_shstep05",5,1,642,3,3,"Early"
"646","AAM10","AAM","asee_shstep07",7,1,814,3,4,"Early"
"647","AAM10","AAM","asee_shstep09",9,1,781,3,1,"Early"
"648","AAM10","AAM","asee_shstep11",11,1,1146,3,2,"Early"
"649","AAM10","AAM","asee_shstep13",13,0,775,3,0,"Early"
"650","AAM10","AAM","asee_shstep15",15,0,922,3,6,"Early"
"651","AAM10","AAM","asee_shstep17",17,0,929,3,5,"Early"
"652","AAM10","AAM","asee_shstep05",5,1,643,4,3,"Early"
"653","AAM10","AAM","asee_shstep07",7,1,650,4,1,"Early"
"654","AAM10","AAM","asee_shstep09",9,1,848,4,0,"Early"
"655","AAM10","AAM","asee_shstep11",11,0,766,4,2,"Early"
"656","AAM10","AAM","asee_shstep13",13,0,669,4,5,"Early"
"657","AAM10","AAM","asee_shstep15",15,0,642,4,4,"Early"
"658","AAM10","AAM","asee_shstep17",17,0,727,4,6,"Early"
"659","AAM10","AAM","asee_shstep05",5,1,665,5,6,"Early"
"660","AAM10","AAM","asee_shstep07",7,1,685,5,0,"Early"
"661","AAM10","AAM","asee_shstep09",9,1,729,5,2,"Early"
"662","AAM10","AAM","asee_shstep11",11,0,981,5,5,"Early"
"663","AAM10","AAM","asee_shstep13",13,0,700,5,1,"Early"
"664","AAM10","AAM","asee_shstep15",15,0,906,5,3,"Early"
"665","AAM10","AAM","asee_shstep17",17,0,732,5,4,"Early"
"666","AAM10","AAM","asee_shstep05",5,1,691,6,5,"Late"
"667","AAM10","AAM","asee_shstep07",7,1,681,6,0,"Late"
"668","AAM10","AAM","asee_shstep09",9,1,668,6,3,"Late"
"669","AAM10","AAM","asee_shstep11",11,1,830,6,6,"Late"
"670","AAM10","AAM","asee_shstep13",13,0,826,6,4,"Late"
"671","AAM10","AAM","asee_shstep15",15,0,669,6,1,"Late"
"672","AAM10","AAM","asee_shstep17",17,0,726,6,2,"Late"
"673","AAM10","AAM","asee_shstep05",5,1,813,7,1,"Late"
"674","AAM10","AAM","asee_shstep07",7,1,624,7,3,"Late"
"675","AAM10","AAM","asee_shstep09",9,1,736,7,0,"Late"
"676","AAM10","AAM","asee_shstep11",11,1,808,7,4,"Late"
"677","AAM10","AAM","asee_shstep13",13,0,1000,7,6,"Late"
"678","AAM10","AAM","asee_shstep15",15,0,679,7,5,"Late"
"679","AAM10","AAM","asee_shstep17",17,0,1169,7,2,"Late"
"680","AAM10","AAM","asee_shstep05",5,1,663,8,1,"Late"
"681","AAM10","AAM","asee_shstep07",7,1,712,8,6,"Late"
"682","AAM10","AAM","asee_shstep09",9,1,650,8,4,"Late"
"683","AAM10","AAM","asee_shstep11",11,0,795,8,5,"Late"
"684","AAM10","AAM","asee_shstep13",13,0,697,8,3,"Late"
"685","AAM10","AAM","asee_shstep15",15,0,792,8,2,"Late"
"686","AAM10","AAM","asee_shstep17",17,0,696,8,0,"Late"
"687","AAM10","AAM","asee_shstep05",5,1,764,9,2,"Late"
"688","AAM10","AAM","asee_shstep07",7,1,702,9,5,"Late"
"689","AAM10","AAM","asee_shstep09",9,1,799,9,6,"Late"
"690","AAM10","AAM","asee_shstep11",11,0,1207,9,0,"Late"
"691","AAM10","AAM","asee_shstep13",13,0,712,9,3,"Late"
"692","AAM10","AAM","asee_shstep15",15,0,636,9,1,"Late"
"693","AAM10","AAM","asee_shstep17",17,0,604,9,4,"Late"
"694","AAM10","AAM","asee_shstep05",5,1,698,10,4,"Late"
"695","AAM10","AAM","asee_shstep07",7,1,752,10,1,"Late"
"696","AAM10","AAM","asee_shstep09",9,1,671,10,3,"Late"
"697","AAM10","AAM","asee_shstep11",11,0,746,10,5,"Late"
"698","AAM10","AAM","asee_shstep13",13,0,792,10,0,"Late"
"699","AAM10","AAM","asee_shstep15",15,0,644,10,2,"Late"
"700","AAM10","AAM","asee_shstep17",17,0,623,10,6,"Late"
"701","AAM11","AAM","asee_shstep05",5,1,1381,1,0,"Early"
"702","AAM11","AAM","asee_shstep07",7,1,778,1,2,"Early"
"703","AAM11","AAM","asee_shstep09",9,0,4121,1,3,"Early"
"704","AAM11","AAM","asee_shstep11",11,0,1974,1,6,"Early"
"705","AAM11","AAM","asee_shstep13",13,1,974,1,5,"Early"
"706","AAM11","AAM","asee_shstep15",15,0,1082,1,1,"Early"
"707","AAM11","AAM","asee_shstep17",17,0,1356,1,4,"Early"
"708","AAM11","AAM","asee_shstep05",5,1,1043,2,0,"Early"
"709","AAM11","AAM","asee_shstep07",7,1,567,2,3,"Early"
"710","AAM11","AAM","asee_shstep09",9,1,653,2,5,"Early"
"711","AAM11","AAM","asee_shstep11",11,1,954,2,4,"Early"
"712","AAM11","AAM","asee_shstep13",13,0,818,2,6,"Early"
"713","AAM11","AAM","asee_shstep15",15,0,668,2,2,"Early"
"714","AAM11","AAM","asee_shstep17",17,0,651,2,1,"Early"
"715","AAM11","AAM","asee_shstep05",5,1,645,3,3,"Early"
"716","AAM11","AAM","asee_shstep07",7,1,507,3,4,"Early"
"717","AAM11","AAM","asee_shstep09",9,1,554,3,1,"Early"
"718","AAM11","AAM","asee_shstep11",11,1,602,3,2,"Early"
"719","AAM11","AAM","asee_shstep13",13,1,533,3,0,"Early"
"720","AAM11","AAM","asee_shstep15",15,0,643,3,6,"Early"
"721","AAM11","AAM","asee_shstep17",17,0,664,3,5,"Early"
"722","AAM11","AAM","asee_shstep05",5,1,570,4,3,"Early"
"723","AAM11","AAM","asee_shstep07",7,1,616,4,1,"Early"
"724","AAM11","AAM","asee_shstep09",9,1,535,4,0,"Early"
"725","AAM11","AAM","asee_shstep11",11,1,738,4,2,"Early"
"726","AAM11","AAM","asee_shstep13",13,1,945,4,5,"Early"
"727","AAM11","AAM","asee_shstep15",15,0,848,4,4,"Early"
"728","AAM11","AAM","asee_shstep17",17,0,787,4,6,"Early"
"729","AAM11","AAM","asee_shstep05",5,1,610,5,6,"Early"
"730","AAM11","AAM","asee_shstep07",7,1,844,5,0,"Early"
"731","AAM11","AAM","asee_shstep09",9,1,686,5,2,"Early"
"732","AAM11","AAM","asee_shstep11",11,1,615,5,5,"Early"
"733","AAM11","AAM","asee_shstep13",13,1,632,5,1,"Early"
"734","AAM11","AAM","asee_shstep15",15,0,720,5,3,"Early"
"735","AAM11","AAM","asee_shstep17",17,0,797,5,4,"Early"
"736","AAM11","AAM","asee_shstep05",5,1,577,6,5,"Late"
"737","AAM11","AAM","asee_shstep07",7,1,720,6,0,"Late"
"738","AAM11","AAM","asee_shstep09",9,1,564,6,3,"Late"
"739","AAM11","AAM","asee_shstep11",11,1,562,6,6,"Late"
"740","AAM11","AAM","asee_shstep13",13,1,728,6,4,"Late"
"741","AAM11","AAM","asee_shstep15",15,0,736,6,1,"Late"
"742","AAM11","AAM","asee_shstep17",17,0,654,6,2,"Late"
"743","AAM11","AAM","asee_shstep05",5,1,685,7,1,"Late"
"744","AAM11","AAM","asee_shstep07",7,1,556,7,3,"Late"
"745","AAM11","AAM","asee_shstep09",9,1,575,7,0,"Late"
"746","AAM11","AAM","asee_shstep11",11,1,692,7,4,"Late"
"747","AAM11","AAM","asee_shstep13",13,1,670,7,6,"Late"
"748","AAM11","AAM","asee_shstep15",15,0,651,7,5,"Late"
"749","AAM11","AAM","asee_shstep17",17,0,722,7,2,"Late"
"750","AAM11","AAM","asee_shstep05",5,1,610,8,1,"Late"
"751","AAM11","AAM","asee_shstep07",7,1,599,8,6,"Late"
"752","AAM11","AAM","asee_shstep09",9,1,592,8,4,"Late"
"753","AAM11","AAM","asee_shstep11",11,1,542,8,5,"Late"
"754","AAM11","AAM","asee_shstep13",13,1,777,8,3,"Late"
"755","AAM11","AAM","asee_shstep15",15,0,628,8,2,"Late"
"756","AAM11","AAM","asee_shstep17",17,0,692,8,0,"Late"
"757","AAM11","AAM","asee_shstep05",5,1,490,9,2,"Late"
"758","AAM11","AAM","asee_shstep07",7,1,496,9,5,"Late"
"759","AAM11","AAM","asee_shstep09",9,1,635,9,6,"Late"
"760","AAM11","AAM","asee_shstep11",11,1,616,9,0,"Late"
"761","AAM11","AAM","asee_shstep13",13,1,638,9,3,"Late"
"762","AAM11","AAM","asee_shstep15",15,0,801,9,1,"Late"
"763","AAM11","AAM","asee_shstep17",17,0,601,9,4,"Late"
"764","AAM11","AAM","asee_shstep05",5,1,504,10,4,"Late"
"765","AAM11","AAM","asee_shstep07",7,1,671,10,1,"Late"
"766","AAM11","AAM","asee_shstep09",9,1,457,10,3,"Late"
"767","AAM11","AAM","asee_shstep11",11,1,574,10,5,"Late"
"768","AAM11","AAM","asee_shstep13",13,1,661,10,0,"Late"
"769","AAM11","AAM","asee_shstep15",15,0,630,10,2,"Late"
"770","AAM11","AAM","asee_shstep17",17,0,549,10,6,"Late"
"771","AAM12","AAM","asee_shstep05",5,1,2292,1,0,"Early"
"772","AAM12","AAM","asee_shstep07",7,0,748,1,2,"Early"
"773","AAM12","AAM","asee_shstep09",9,1,1682,1,3,"Early"
"774","AAM12","AAM","asee_shstep11",11,1,2237,1,6,"Early"
"775","AAM12","AAM","asee_shstep13",13,0,885,1,5,"Early"
"776","AAM12","AAM","asee_shstep15",15,0,771,1,1,"Early"
"777","AAM12","AAM","asee_shstep17",17,0,916,1,4,"Early"
"778","AAM12","AAM","asee_shstep05",5,1,741,2,0,"Early"
"779","AAM12","AAM","asee_shstep07",7,1,761,2,3,"Early"
"780","AAM12","AAM","asee_shstep09",9,0,767,2,5,"Early"
"781","AAM12","AAM","asee_shstep11",11,1,1564,2,4,"Early"
"782","AAM12","AAM","asee_shstep13",13,0,826,2,6,"Early"
"783","AAM12","AAM","asee_shstep15",15,0,843,2,2,"Early"
"784","AAM12","AAM","asee_shstep17",17,0,676,2,1,"Early"
"785","AAM12","AAM","asee_shstep05",5,1,788,3,3,"Early"
"786","AAM12","AAM","asee_shstep07",7,1,826,3,4,"Early"
"787","AAM12","AAM","asee_shstep09",9,1,857,3,1,"Early"
"788","AAM12","AAM","asee_shstep11",11,0,1066,3,2,"Early"
"789","AAM12","AAM","asee_shstep13",13,0,779,3,0,"Early"
"790","AAM12","AAM","asee_shstep15",15,0,720,3,6,"Early"
"791","AAM12","AAM","asee_shstep17",17,0,711,3,5,"Early"
"792","AAM12","AAM","asee_shstep05",5,1,633,4,3,"Early"
"793","AAM12","AAM","asee_shstep07",7,1,756,4,1,"Early"
"794","AAM12","AAM","asee_shstep09",9,1,1180,4,0,"Early"
"795","AAM12","AAM","asee_shstep11",11,0,684,4,2,"Early"
"796","AAM12","AAM","asee_shstep13",13,1,1189,4,5,"Early"
"797","AAM12","AAM","asee_shstep15",15,0,882,4,4,"Early"
"798","AAM12","AAM","asee_shstep17",17,0,807,4,6,"Early"
"799","AAM12","AAM","asee_shstep05",5,1,843,5,6,"Early"
"800","AAM12","AAM","asee_shstep07",7,1,1185,5,0,"Early"
"801","AAM12","AAM","asee_shstep09",9,1,709,5,2,"Early"
"802","AAM12","AAM","asee_shstep11",11,0,710,5,5,"Early"
"803","AAM12","AAM","asee_shstep13",13,0,1418,5,1,"Early"
"804","AAM12","AAM","asee_shstep15",15,0,728,5,3,"Early"
"805","AAM12","AAM","asee_shstep17",17,0,984,5,4,"Early"
"806","AAM12","AAM","asee_shstep05",5,1,909,6,5,"Late"
"807","AAM12","AAM","asee_shstep07",7,1,636,6,0,"Late"
"808","AAM12","AAM","asee_shstep09",9,1,1188,6,3,"Late"
"809","AAM12","AAM","asee_shstep11",11,0,969,6,6,"Late"
"810","AAM12","AAM","asee_shstep13",13,0,995,6,4,"Late"
"811","AAM12","AAM","asee_shstep15",15,0,1439,6,1,"Late"
"812","AAM12","AAM","asee_shstep17",17,0,865,6,2,"Late"
"813","AAM12","AAM","asee_shstep05",5,1,878,7,1,"Late"
"814","AAM12","AAM","asee_shstep07",7,1,834,7,3,"Late"
"815","AAM12","AAM","asee_shstep09",9,1,933,7,0,"Late"
"816","AAM12","AAM","asee_shstep11",11,0,768,7,4,"Late"
"817","AAM12","AAM","asee_shstep13",13,0,674,7,6,"Late"
"818","AAM12","AAM","asee_shstep15",15,0,982,7,5,"Late"
"819","AAM12","AAM","asee_shstep17",17,0,969,7,2,"Late"
"820","AAM12","AAM","asee_shstep05",5,1,796,8,1,"Late"
"821","AAM12","AAM","asee_shstep07",7,1,923,8,6,"Late"
"822","AAM12","AAM","asee_shstep09",9,1,1009,8,4,"Late"
"823","AAM12","AAM","asee_shstep11",11,0,806,8,5,"Late"
"824","AAM12","AAM","asee_shstep13",13,0,781,8,3,"Late"
"825","AAM12","AAM","asee_shstep15",15,0,791,8,2,"Late"
"826","AAM12","AAM","asee_shstep17",17,0,847,8,0,"Late"
"827","AAM12","AAM","asee_shstep05",5,1,1089,9,2,"Late"
"828","AAM12","AAM","asee_shstep07",7,0,1613,9,5,"Late"
"829","AAM12","AAM","asee_shstep09",9,1,785,9,6,"Late"
"830","AAM12","AAM","asee_shstep11",11,1,1256,9,0,"Late"
"831","AAM12","AAM","asee_shstep13",13,0,637,9,3,"Late"
"832","AAM12","AAM","asee_shstep15",15,0,593,9,1,"Late"
"833","AAM12","AAM","asee_shstep17",17,0,923,9,4,"Late"
"834","AAM12","AAM","asee_shstep05",5,1,691,10,4,"Late"
"835","AAM12","AAM","asee_shstep07",7,1,617,10,1,"Late"
"836","AAM12","AAM","asee_shstep09",9,1,651,10,3,"Late"
"837","AAM12","AAM","asee_shstep11",11,1,799,10,5,"Late"
"838","AAM12","AAM","asee_shstep13",13,0,581,10,0,"Late"
"839","AAM12","AAM","asee_shstep15",15,0,681,10,2,"Late"
"840","AAM12","AAM","asee_shstep17",17,0,627,10,6,"Late"
"841","AAM13","AAM","asee_shstep05",5,1,1339,1,3,"Early"
"842","AAM13","AAM","asee_shstep07",7,1,933,1,5,"Early"
"843","AAM13","AAM","asee_shstep09",9,1,1091,1,0,"Early"
"844","AAM13","AAM","asee_shstep11",11,1,1919,1,4,"Early"
"845","AAM13","AAM","asee_shstep13",13,1,1127,1,6,"Early"
"846","AAM13","AAM","asee_shstep15",15,1,1566,1,2,"Early"
"847","AAM13","AAM","asee_shstep17",17,0,1164,1,1,"Early"
"848","AAM13","AAM","asee_shstep05",5,1,1006,2,3,"Early"
"849","AAM13","AAM","asee_shstep07",7,1,913,2,0,"Early"
"850","AAM13","AAM","asee_shstep09",9,0,1044,2,6,"Early"
"851","AAM13","AAM","asee_shstep11",11,1,976,2,1,"Early"
"852","AAM13","AAM","asee_shstep13",13,0,1040,2,4,"Early"
"853","AAM13","AAM","asee_shstep15",15,0,1040,2,2,"Early"
"854","AAM13","AAM","asee_shstep17",17,0,1099,2,5,"Early"
"855","AAM13","AAM","asee_shstep05",5,1,822,3,1,"Early"
"856","AAM13","AAM","asee_shstep07",7,1,906,3,0,"Early"
"857","AAM13","AAM","asee_shstep09",9,0,1308,3,4,"Early"
"858","AAM13","AAM","asee_shstep11",11,0,945,3,2,"Early"
"859","AAM13","AAM","asee_shstep13",13,0,1417,3,3,"Early"
"860","AAM13","AAM","asee_shstep15",15,0,862,3,6,"Early"
"861","AAM13","AAM","asee_shstep17",17,0,942,3,5,"Early"
"862","AAM13","AAM","asee_shstep05",5,1,842,4,5,"Early"
"863","AAM13","AAM","asee_shstep07",7,1,892,4,3,"Early"
"864","AAM13","AAM","asee_shstep09",9,1,1289,4,4,"Early"
"865","AAM13","AAM","asee_shstep11",11,1,1388,4,1,"Early"
"866","AAM13","AAM","asee_shstep13",13,0,941,4,6,"Early"
"867","AAM13","AAM","asee_shstep15",15,0,817,4,2,"Early"
"868","AAM13","AAM","asee_shstep17",17,0,863,4,0,"Early"
"869","AAM13","AAM","asee_shstep05",5,1,844,5,1,"Early"
"870","AAM13","AAM","asee_shstep07",7,1,770,5,5,"Early"
"871","AAM13","AAM","asee_shstep09",9,1,1115,5,0,"Early"
"872","AAM13","AAM","asee_shstep11",11,0,779,5,4,"Early"
"873","AAM13","AAM","asee_shstep13",13,0,857,5,3,"Early"
"874","AAM13","AAM","asee_shstep15",15,0,956,5,6,"Early"
"875","AAM13","AAM","asee_shstep17",17,0,840,5,2,"Early"
"876","AAM13","AAM","asee_shstep05",5,1,895,6,6,"Late"
"877","AAM13","AAM","asee_shstep07",7,0,868,6,2,"Late"
"878","AAM13","AAM","asee_shstep09",9,1,875,6,0,"Late"
"879","AAM13","AAM","asee_shstep11",11,0,805,6,4,"Late"
"880","AAM13","AAM","asee_shstep13",13,0,836,6,5,"Late"
"881","AAM13","AAM","asee_shstep15",15,0,753,6,1,"Late"
"882","AAM13","AAM","asee_shstep17",17,0,781,6,3,"Late"
"883","AAM13","AAM","asee_shstep05",5,1,863,7,4,"Late"
"884","AAM13","AAM","asee_shstep07",7,1,997,7,5,"Late"
"885","AAM13","AAM","asee_shstep09",9,1,781,7,3,"Late"
"886","AAM13","AAM","asee_shstep11",11,0,849,7,1,"Late"
"887","AAM13","AAM","asee_shstep13",13,0,888,7,6,"Late"
"888","AAM13","AAM","asee_shstep15",15,0,860,7,2,"Late"
"889","AAM13","AAM","asee_shstep17",17,0,944,7,0,"Late"
"890","AAM13","AAM","asee_shstep05",5,1,715,8,0,"Late"
"891","AAM13","AAM","asee_shstep07",7,1,954,8,3,"Late"
"892","AAM13","AAM","asee_shstep09",9,1,806,8,2,"Late"
"893","AAM13","AAM","asee_shstep11",11,1,771,8,5,"Late"
"894","AAM13","AAM","asee_shstep13",13,0,564,8,4,"Late"
"895","AAM13","AAM","asee_shstep15",15,0,1090,8,6,"Late"
"896","AAM13","AAM","asee_shstep17",17,0,633,8,1,"Late"
"897","AAM13","AAM","asee_shstep05",5,1,789,9,0,"Late"
"898","AAM13","AAM","asee_shstep07",7,1,862,9,5,"Late"
"899","AAM13","AAM","asee_shstep09",9,1,767,9,4,"Late"
"900","AAM13","AAM","asee_shstep11",11,1,948,9,1,"Late"
"901","AAM13","AAM","asee_shstep13",13,0,983,9,3,"Late"
"902","AAM13","AAM","asee_shstep15",15,0,995,9,2,"Late"
"903","AAM13","AAM","asee_shstep17",17,0,804,9,6,"Late"
"904","AAM13","AAM","asee_shstep05",5,1,1053,10,4,"Late"
"905","AAM13","AAM","asee_shstep07",7,1,785,10,2,"Late"
"906","AAM13","AAM","asee_shstep09",9,1,872,10,5,"Late"
"907","AAM13","AAM","asee_shstep11",11,1,706,10,1,"Late"
"908","AAM13","AAM","asee_shstep13",13,1,774,10,6,"Late"
"909","AAM13","AAM","asee_shstep15",15,0,819,10,3,"Late"
"910","AAM13","AAM","asee_shstep17",17,0,701,10,0,"Late"
"911","AAM14","AAM","asee_shstep05",5,1,1636,1,3,"Early"
"912","AAM14","AAM","asee_shstep07",7,1,1405,1,5,"Early"
"913","AAM14","AAM","asee_shstep09",9,0,875,1,0,"Early"
"914","AAM14","AAM","asee_shstep11",11,0,1944,1,4,"Early"
"915","AAM14","AAM","asee_shstep13",13,0,839,1,6,"Early"
"916","AAM14","AAM","asee_shstep15",15,0,1169,1,2,"Early"
"917","AAM14","AAM","asee_shstep17",17,0,795,1,1,"Early"
"918","AAM14","AAM","asee_shstep05",5,1,1102,2,3,"Early"
"919","AAM14","AAM","asee_shstep07",7,1,840,2,0,"Early"
"920","AAM14","AAM","asee_shstep09",9,1,840,2,6,"Early"
"921","AAM14","AAM","asee_shstep11",11,0,909,2,1,"Early"
"922","AAM14","AAM","asee_shstep13",13,0,813,2,4,"Early"
"923","AAM14","AAM","asee_shstep15",15,0,707,2,2,"Early"
"924","AAM14","AAM","asee_shstep17",17,0,866,2,5,"Early"
"925","AAM14","AAM","asee_shstep05",5,1,799,3,1,"Early"
"926","AAM14","AAM","asee_shstep07",7,1,873,3,0,"Early"
"927","AAM14","AAM","asee_shstep09",9,1,1035,3,4,"Early"
"928","AAM14","AAM","asee_shstep11",11,0,940,3,2,"Early"
"929","AAM14","AAM","asee_shstep13",13,0,896,3,3,"Early"
"930","AAM14","AAM","asee_shstep15",15,0,872,3,6,"Early"
"931","AAM14","AAM","asee_shstep17",17,0,922,3,5,"Early"
"932","AAM14","AAM","asee_shstep05",5,1,892,4,5,"Early"
"933","AAM14","AAM","asee_shstep07",7,1,935,4,3,"Early"
"934","AAM14","AAM","asee_shstep09",9,1,818,4,4,"Early"
"935","AAM14","AAM","asee_shstep11",11,0,839,4,1,"Early"
"936","AAM14","AAM","asee_shstep13",13,0,1021,4,6,"Early"
"937","AAM14","AAM","asee_shstep15",15,0,924,4,2,"Early"
"938","AAM14","AAM","asee_shstep17",17,0,854,4,0,"Early"
"939","AAM14","AAM","asee_shstep05",5,1,839,5,1,"Early"
"940","AAM14","AAM","asee_shstep07",7,1,926,5,5,"Early"
"941","AAM14","AAM","asee_shstep09",9,1,883,5,0,"Early"
"942","AAM14","AAM","asee_shstep11",11,0,828,5,4,"Early"
"943","AAM14","AAM","asee_shstep13",13,1,849,5,3,"Early"
"944","AAM14","AAM","asee_shstep15",15,0,837,5,6,"Early"
"945","AAM14","AAM","asee_shstep17",17,0,1076,5,2,"Early"
"946","AAM14","AAM","asee_shstep05",5,1,1056,6,6,"Late"
"947","AAM14","AAM","asee_shstep07",7,1,792,6,2,"Late"
"948","AAM14","AAM","asee_shstep09",9,1,856,6,0,"Late"
"949","AAM14","AAM","asee_shstep11",11,0,909,6,4,"Late"
"950","AAM14","AAM","asee_shstep13",13,0,724,6,5,"Late"
"951","AAM14","AAM","asee_shstep15",15,0,894,6,1,"Late"
"952","AAM14","AAM","asee_shstep17",17,0,971,6,3,"Late"
"953","AAM14","AAM","asee_shstep05",5,0,1159,7,4,"Late"
"954","AAM14","AAM","asee_shstep07",7,1,956,7,5,"Late"
"955","AAM14","AAM","asee_shstep09",9,1,824,7,3,"Late"
"956","AAM14","AAM","asee_shstep11",11,0,679,7,1,"Late"
"957","AAM14","AAM","asee_shstep13",13,0,824,7,6,"Late"
"958","AAM14","AAM","asee_shstep15",15,1,760,7,2,"Late"
"959","AAM14","AAM","asee_shstep17",17,0,754,7,0,"Late"
"960","AAM14","AAM","asee_shstep05",5,1,887,8,0,"Late"
"961","AAM14","AAM","asee_shstep07",7,1,605,8,3,"Late"
"962","AAM14","AAM","asee_shstep09",9,1,875,8,2,"Late"
"963","AAM14","AAM","asee_shstep11",11,0,972,8,5,"Late"
"964","AAM14","AAM","asee_shstep13",13,0,771,8,4,"Late"
"965","AAM14","AAM","asee_shstep15",15,1,734,8,6,"Late"
"966","AAM14","AAM","asee_shstep17",17,0,846,8,1,"Late"
"967","AAM14","AAM","asee_shstep05",5,1,670,9,0,"Late"
"968","AAM14","AAM","asee_shstep07",7,1,931,9,5,"Late"
"969","AAM14","AAM","asee_shstep09",9,1,991,9,4,"Late"
"970","AAM14","AAM","asee_shstep11",11,0,877,9,1,"Late"
"971","AAM14","AAM","asee_shstep13",13,0,943,9,3,"Late"
"972","AAM14","AAM","asee_shstep15",15,0,772,9,2,"Late"
"973","AAM14","AAM","asee_shstep17",17,0,925,9,6,"Late"
"974","AAM14","AAM","asee_shstep05",5,1,1008,10,4,"Late"
"975","AAM14","AAM","asee_shstep07",7,1,885,10,2,"Late"
"976","AAM14","AAM","asee_shstep09",9,1,651,10,5,"Late"
"977","AAM14","AAM","asee_shstep11",11,0,1033,10,1,"Late"
"978","AAM14","AAM","asee_shstep13",13,1,1093,10,6,"Late"
"979","AAM14","AAM","asee_shstep15",15,0,699,10,3,"Late"
"980","AAM14","AAM","asee_shstep17",17,0,988,10,0,"Late"
"1051","AAM16","AAM","asee_shstep05",5,1,734,1,4,"Early"
"1052","AAM16","AAM","asee_shstep07",7,1,714,1,2,"Early"
"1053","AAM16","AAM","asee_shstep09",9,0,1087,1,3,"Early"
"1054","AAM16","AAM","asee_shstep11",11,0,973,1,5,"Early"
"1055","AAM16","AAM","asee_shstep13",13,0,1162,1,0,"Early"
"1056","AAM16","AAM","asee_shstep15",15,0,839,1,6,"Early"
"1057","AAM16","AAM","asee_shstep17",17,0,658,1,1,"Early"
"1058","AAM16","AAM","asee_shstep05",5,1,936,2,1,"Early"
"1059","AAM16","AAM","asee_shstep07",7,1,899,2,5,"Early"
"1060","AAM16","AAM","asee_shstep09",9,0,954,2,6,"Early"
"1061","AAM16","AAM","asee_shstep11",11,0,720,2,3,"Early"
"1062","AAM16","AAM","asee_shstep13",13,0,1032,2,0,"Early"
"1063","AAM16","AAM","asee_shstep15",15,0,626,2,4,"Early"
"1064","AAM16","AAM","asee_shstep17",17,0,1053,2,2,"Early"
"1065","AAM16","AAM","asee_shstep05",5,1,705,3,4,"Early"
"1066","AAM16","AAM","asee_shstep07",7,1,714,3,2,"Early"
"1067","AAM16","AAM","asee_shstep09",9,0,796,3,0,"Early"
"1068","AAM16","AAM","asee_shstep11",11,0,922,3,5,"Early"
