"","subject","id","condition","word","trial","nounAnswer","rt","grammarType","wordType","sex","hearing","lang","equip"
"17272","Subject173","914subject842","bam","lawyer",74,1,1379,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17273","Subject173","914subject842","bam","ballerina",75,1,2204,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17274","Subject173","914subject842","bam","felony",76,1,1702,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17275","Subject173","914subject842","bam","brain",77,1,1292,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17276","Subject173","914subject842","bam","global",78,0,2048,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17277","Subject173","914subject842","bam","embracestep9",79,0,1940,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17278","Subject173","914subject842","bam","tobacco",8,1,1481,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17279","Subject173","914subject842","bam","honeymoon",80,1,1918,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17280","Subject173","914subject842","bam","wrinkle",81,1,1792,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17281","Subject173","914subject842","bam","dinosaurstep8",82,1,1424,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17282","Subject173","914subject842","bam","unique",83,0,1299,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17283","Subject173","914subject842","bam","enroll",84,1,1456,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17284","Subject173","914subject842","bam","weekly",85,0,1820,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17285","Subject173","914subject842","bam","totally",86,0,1679,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17286","Subject173","914subject842","bam","depend",87,0,1720,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17287","Subject173","914subject842","bam","evolve",88,0,1488,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17288","Subject173","914subject842","bam","pineapple",89,1,1438,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17289","Subject173","914subject842","bam","arthritisstep8",9,1,3025,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17290","Subject173","914subject842","bam","guilty",90,0,1923,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17291","Subject173","914subject842","bam","human",91,1,1406,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17292","Subject173","914subject842","bam","nervousstep13",92,0,1656,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17293","Subject173","914subject842","bam","military",93,1,1574,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17294","Subject173","914subject842","bam","umbrella",94,1,1597,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17295","Subject173","914subject842","bam","beauty",95,0,1454,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17296","Subject173","914subject842","bam","hallucinatestep8",96,0,2021,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17297","Subject173","914subject842","bam","around",97,0,1752,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17298","Subject173","914subject842","bam","dragon",98,1,1335,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17299","Subject173","914subject842","bam","embassystep11",99,1,1493,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17300","Subject173","914subject842","bam","remind",0,0,4094,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17501","Subject176","915subject23","bam","evolve",1,0,2130,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17502","Subject176","915subject23","bam","occupy",10,0,2482,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17504","Subject176","915subject23","bam","avenue",12,1,2372,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17505","Subject176","915subject23","bam","ballerina",13,1,1365,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17506","Subject176","915subject23","bam","remedial",14,0,1254,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17507","Subject176","915subject23","bam","embracestep9",15,0,2552,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17508","Subject176","915subject23","bam","eternal",16,0,1597,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17509","Subject176","915subject23","bam","tennesseestep11",17,1,1842,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17510","Subject176","915subject23","bam","appear",18,0,1290,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17511","Subject176","915subject23","bam","relate",19,0,2009,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17512","Subject176","915subject23","bam","gullible",2,0,3375,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17513","Subject176","915subject23","bam","felony",20,0,1355,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17514","Subject176","915subject23","bam","weekly",21,0,1663,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17515","Subject176","915subject23","bam","totally",22,0,2117,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17516","Subject176","915subject23","bam","embassystep11",23,1,1423,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17517","Subject176","915subject23","bam","royal",24,0,1983,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17518","Subject176","915subject23","bam","camera",25,1,1495,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17519","Subject176","915subject23","bam","depend",26,0,1180,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17520","Subject176","915subject23","bam","lawyer",27,1,1123,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17521","Subject176","915subject23","bam","overcome",28,0,1166,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17522","Subject176","915subject23","bam","hamburger",29,1,1103,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17523","Subject176","915subject23","bam","image",3,1,1526,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17524","Subject176","915subject23","bam","tutorial",30,0,1471,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17525","Subject176","915subject23","bam","brain",31,1,2033,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17526","Subject176","915subject23","bam","military",32,1,2209,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17528","Subject176","915subject23","bam","vibrant",34,0,3471,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17529","Subject176","915subject23","bam","annoying",35,0,1677,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17530","Subject176","915subject23","bam","become",36,0,3059,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17531","Subject176","915subject23","bam","alone",37,0,1141,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17532","Subject176","915subject23","bam","tobacco",38,1,1285,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17533","Subject176","915subject23","bam","umbrella",39,1,1162,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17534","Subject176","915subject23","bam","failure",4,0,1327,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17535","Subject176","915subject23","bam","unique",40,0,1380,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17536","Subject176","915subject23","bam","remind",41,0,1881,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17537","Subject176","915subject23","bam","nervousstep13",42,0,1474,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17538","Subject176","915subject23","bam","homogeneousstep11",43,0,1812,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17539","Subject176","915subject23","bam","romantic",44,0,1042,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17540","Subject176","915subject23","bam","energy",45,0,930,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17541","Subject176","915subject23","bam","recover",46,0,4709,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17542","Subject176","915subject23","bam","manually",47,0,1530,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17543","Subject176","915subject23","bam","peninsulastep11",48,1,2314,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17544","Subject176","915subject23","bam","fumble",49,0,1426,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17545","Subject176","915subject23","bam","pineapple",5,1,1523,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17546","Subject176","915subject23","bam","guilty",50,0,1028,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17547","Subject176","915subject23","bam","eraserstep8",51,1,1204,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17548","Subject176","915subject23","bam","typical",52,0,1180,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17549","Subject176","915subject23","bam","kidnap",53,0,1109,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17550","Subject176","915subject23","bam","omelet",54,1,1260,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17551","Subject176","915subject23","bam","america",55,1,1147,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17552","Subject176","915subject23","bam","immoral",56,0,1109,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17553","Subject176","915subject23","bam","parable",57,0,2715,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17554","Subject176","915subject23","bam","bakery",58,1,1015,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17556","Subject176","915subject23","bam","enroll",6,0,2389,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
