subject,id,condition,word,step,trial,pass,phase,SAnswer,rt,sex,hearing,lang,equip
Subject095,106subject9,bbm,asee_shstep7.wav,step07,62,10,Late,1,987,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,6,1,Early,0,1122,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,14,2,Early,0,841,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,18,3,Early,1,1112,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,35,4,Early,1,1025,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,44,5,Early,1,1044,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,47,6,Late,1,869,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,48,7,Late,1,1106,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,57,8,Late,1,1095,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep9.wav,step09,66,9,Late,1,974,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,26,3,Early,0,982,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,32,4,Early,0,770,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,38,5,Early,0,1018,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,40,6,Late,0,811,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,45,7,Late,0,918,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,49,8,Late,0,866,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,61,9,Late,0,835,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,64,10,Late,0,1075,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,2,1,Early,0,1001,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep11.wav,step11,59,9,Late,0,906,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep11.wav,step11,69,10,Late,0,995,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,23,1,Early,0,964,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep13.wav,step13,24,2,Early,0,842,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,51,6,Late,0,884,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,52,7,Late,0,964,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,53,8,Late,0,772,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,60,9,Late,0,853,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,65,10,Late,0,1041,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,1,1,Early,0,1101,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,15,2,Early,0,1010,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,16,3,Early,0,912,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,17,4,Early,0,835,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,10,2,Early,0,852,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,13,3,Early,0,812,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,29,4,Early,0,1131,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep15.wav,step15,30,5,Early,0,925,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,46,8,Late,0,1194,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,22,5,Early,0,943,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,34,6,Late,0,811,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject095,106subject9,bbm,asee_shstep17.wav,step17,39,7,Late,0,851,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,13,1,Early,1,1178,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,26,2,Early,1,873,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,32,3,Early,1,951,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,33,4,Early,1,969,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,36,5,Early,1,1133,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,40,6,Late,1,961,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,43,7,Late,1,1026,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,55,8,Late,1,845,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,59,9,Late,1,1051,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,64,10,Late,0,1029,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,7,1,Early,0,1050,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,9,2,Early,0,1035,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,10,3,Early,0,890,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,14,4,Early,0,1001,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,16,5,Early,0,968,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,28,6,Late,0,945,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,29,7,Late,0,835,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,44,8,Late,0,867,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,66,9,Late,0,831,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep5.wav,step05,60,10,Late,1,1209,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,2,1,Early,1,1324,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,5,2,Early,1,1090,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,6,3,Early,1,1136,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,11,4,Early,1,998,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,21,5,Early,1,1046,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,24,6,Late,1,928,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,37,7,Late,1,1150,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,38,8,Late,1,936,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,45,9,Late,1,1054,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep7.wav,step07,49,10,Late,1,921,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,1,1,Early,0,1513,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,8,2,Early,0,1405,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,17,3,Early,0,903,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,19,4,Early,0,954,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,35,5,Early,1,1026,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,39,6,Late,1,1330,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,50,7,Late,1,1052,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,57,8,Late,1,893,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,58,9,Late,0,1005,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep9.wav,step09,62,10,Late,0,1323,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,4,1,Early,0,1246,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,15,2,Early,0,974,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,18,3,Early,0,986,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,20,4,Early,0,1041,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,27,5,Early,0,1397,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,41,6,Late,0,983,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,46,7,Late,0,925,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,53,8,Late,0,925,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep11.wav,step11,54,9,Late,0,798,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,22,2,Early,0,1018,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,23,3,Early,0,971,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,25,4,Early,0,941,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,30,5,Early,0,740,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,31,6,Late,0,869,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,47,7,Late,0,983,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,51,8,Late,0,992,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,52,9,Late,0,992,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,65,10,Late,0,1044,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,0,1,Early,0,2261,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,12,2,Early,0,1158,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep13.wav,step13,68,10,Late,0,694,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep15.wav,step15,3,1,Early,0,1168,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,48,5,Early,0,980,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,56,6,Late,0,848,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,61,7,Late,0,874,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,63,8,Late,0,882,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,67,9,Late,0,713,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,69,10,Late,0,707,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,34,3,Early,0,968,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject096,106subject962,bam,asee_shstep17.wav,step17,42,4,Early,0,1084,Female,yes,,In-ear headphones/earbuds (cost more than $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,45,6,Late,0,1251,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,55,9,Late,0,1283,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,56,10,Late,0,1324,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,48,7,Late,0,1100,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,49,8,Late,0,1588,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,67,10,Late,1,2465,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,0,1,Early,0,5118,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,6,2,Early,0,3292,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,7,3,Early,1,3292,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,16,4,Early,0,1880,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep15.wav,step15,35,5,Early,0,1142,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,1,1,Early,1,3406,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,19,2,Early,1,1258,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,32,3,Early,1,1363,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,38,4,Early,1,1222,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,47,5,Early,1,1122,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,54,6,Late,1,1116,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,59,7,Late,1,1065,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,62,8,Late,1,1213,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,63,9,Late,1,1051,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep5.wav,step05,68,10,Late,1,1340,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,4,1,Early,1,7594,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,18,2,Early,1,1274,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,27,3,Early,1,1431,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,29,4,Early,0,1107,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,30,5,Early,1,1365,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,31,6,Late,1,1174,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,33,7,Late,1,2920,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,34,8,Late,1,1380,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,39,9,Late,1,1329,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,5,1,Early,0,3117,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,8,2,Early,1,3741,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,9,3,Early,0,2252,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,13,4,Early,0,1578,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,21,5,Early,0,1098,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,26,6,Late,1,1186,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,50,7,Late,0,1367,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,51,8,Late,0,1242,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,64,9,Late,0,1118,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep17.wav,step17,65,10,Late,0,1082,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,66,10,Late,1,1287,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,2,1,Early,0,2620,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,3,2,Early,0,2642,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,14,3,Early,1,4287,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,17,4,Early,0,3861,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,22,5,Early,0,1174,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,23,6,Late,0,1356,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,25,7,Late,0,1123,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,28,8,Late,1,2140,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,40,9,Late,0,1293,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep11.wav,step11,69,10,Late,1,1251,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,24,1,Early,0,1274,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,41,2,Early,0,1096,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,42,3,Early,0,1191,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,43,4,Early,0,1096,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,44,5,Early,0,1060,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,46,6,Late,0,1125,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,52,7,Late,0,1344,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,58,8,Late,0,1268,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep13.wav,step13,60,9,Late,0,1206,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,12,3,Early,1,3115,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,15,4,Early,1,1219,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,20,5,Early,0,1724,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,36,6,Late,0,1189,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,37,7,Late,1,1391,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,53,8,Late,1,1296,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,57,9,Late,1,1916,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,10,1,Early,0,1941,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep9.wav,step09,11,2,Early,1,2759,Female,yes,english,External speakers (cost between $30 and $100)
Subject097,106subject978,aam,asee_shstep7.wav,step07,61,10,Late,0,1292,Female,yes,english,External speakers (cost between $30 and $100)
Subject098,108subject357,aam,asee_shstep9.wav,step09,60,10,Late,0,1278,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,58,8,Late,1,1562,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,59,9,Late,0,1146,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,0,1,Early,0,6214,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,13,2,Early,0,1342,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,38,3,Early,1,2065,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,39,4,Early,1,1492,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,42,5,Early,0,1738,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,45,6,Late,0,1244,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep9.wav,step09,57,7,Late,0,880,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,1,1,Early,1,2772,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,20,2,Early,1,2981,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,37,3,Early,1,1389,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,44,4,Early,1,1150,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,50,5,Early,0,1026,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,51,6,Late,1,1168,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,62,7,Late,1,1078,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,63,8,Late,1,1166,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,64,9,Late,1,1088,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep5.wav,step05,69,10,Late,1,1163,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,21,1,Early,1,1827,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,27,2,Early,1,1371,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,29,3,Early,1,1378,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,32,4,Early,1,1637,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,34,5,Early,1,1451,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,43,6,Late,1,1330,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,47,7,Late,0,1051,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,48,8,Late,0,1186,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,49,9,Late,0,1139,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep7.wav,step07,56,10,Late,1,1236,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep15.wav,step15,35,7,Late,0,1121,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep15.wav,step15,41,8,Late,0,1191,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep15.wav,step15,66,9,Late,0,1297,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep15.wav,step15,67,10,Late,0,959,Female,no,english,Laptop/pc speakers
Subject098,108subject357,aam,asee_shstep17.wav,step17,2,1,Early,0,2573,Female,no,english,Laptop/pc speakers
