,subject,id,condition,word,step,trial,pass,phase,SAnswer,rt,sex,hearing,lang,equip
864,Subject013,1011subject998,aam,asee_shstep7.wav,7,25,4,Early,1,708,Male,yes,english,Over-the-ear headphones (cost $30 or less)
865,Subject013,1011subject998,aam,asee_shstep7.wav,7,41,5,Early,1,1003,Male,yes,english,Over-the-ear headphones (cost $30 or less)
866,Subject013,1011subject998,aam,asee_shstep7.wav,7,45,6,Late,1,847,Male,yes,english,Over-the-ear headphones (cost $30 or less)
867,Subject013,1011subject998,aam,asee_shstep7.wav,7,46,7,Late,1,856,Male,yes,english,Over-the-ear headphones (cost $30 or less)
868,Subject013,1011subject998,aam,asee_shstep7.wav,7,51,8,Late,1,882,Male,yes,english,Over-the-ear headphones (cost $30 or less)
869,Subject013,1011subject998,aam,asee_shstep7.wav,7,62,9,Late,1,1240,Male,yes,english,Over-the-ear headphones (cost $30 or less)
870,Subject013,1011subject998,aam,asee_shstep15.wav,15,60,9,Late,0,838,Male,yes,english,Over-the-ear headphones (cost $30 or less)
871,Subject013,1011subject998,aam,asee_shstep15.wav,15,67,10,Late,0,860,Male,yes,english,Over-the-ear headphones (cost $30 or less)
872,Subject013,1011subject998,aam,asee_shstep17.wav,17,4,1,Early,0,920,Male,yes,english,Over-the-ear headphones (cost $30 or less)
873,Subject013,1011subject998,aam,asee_shstep17.wav,17,17,2,Early,0,923,Male,yes,english,Over-the-ear headphones (cost $30 or less)
874,Subject013,1011subject998,aam,asee_shstep17.wav,17,23,3,Early,0,757,Male,yes,english,Over-the-ear headphones (cost $30 or less)
875,Subject013,1011subject998,aam,asee_shstep17.wav,17,28,4,Early,1,601,Male,yes,english,Over-the-ear headphones (cost $30 or less)
876,Subject013,1011subject998,aam,asee_shstep17.wav,17,29,5,Early,0,929,Male,yes,english,Over-the-ear headphones (cost $30 or less)
877,Subject013,1011subject998,aam,asee_shstep17.wav,17,49,6,Late,0,910,Male,yes,english,Over-the-ear headphones (cost $30 or less)
878,Subject013,1011subject998,aam,asee_shstep17.wav,17,55,7,Late,0,805,Male,yes,english,Over-the-ear headphones (cost $30 or less)
879,Subject013,1011subject998,aam,asee_shstep17.wav,17,61,8,Late,0,865,Male,yes,english,Over-the-ear headphones (cost $30 or less)
880,Subject013,1011subject998,aam,asee_shstep17.wav,17,64,9,Late,0,966,Male,yes,english,Over-the-ear headphones (cost $30 or less)
881,Subject013,1011subject998,aam,asee_shstep9.wav,9,68,10,Late,0,1216,Male,yes,english,Over-the-ear headphones (cost $30 or less)
882,Subject013,1011subject998,aam,asee_shstep11.wav,11,19,1,Early,1,1045,Male,yes,english,Over-the-ear headphones (cost $30 or less)
883,Subject013,1011subject998,aam,asee_shstep11.wav,11,27,2,Early,1,725,Male,yes,english,Over-the-ear headphones (cost $30 or less)
884,Subject013,1011subject998,aam,asee_shstep11.wav,11,31,3,Early,1,1239,Male,yes,english,Over-the-ear headphones (cost $30 or less)
885,Subject013,1011subject998,aam,asee_shstep11.wav,11,32,4,Early,1,1039,Male,yes,english,Over-the-ear headphones (cost $30 or less)
886,Subject013,1011subject998,aam,asee_shstep11.wav,11,36,5,Early,1,1653,Male,yes,english,Over-the-ear headphones (cost $30 or less)
887,Subject013,1011subject998,aam,asee_shstep11.wav,11,40,6,Late,0,1028,Male,yes,english,Over-the-ear headphones (cost $30 or less)
888,Subject013,1011subject998,aam,asee_shstep11.wav,11,47,7,Late,0,886,Male,yes,english,Over-the-ear headphones (cost $30 or less)
889,Subject013,1011subject998,aam,asee_shstep11.wav,11,57,8,Late,0,942,Male,yes,english,Over-the-ear headphones (cost $30 or less)
890,Subject013,1011subject998,aam,asee_shstep11.wav,11,58,9,Late,0,859,Male,yes,english,Over-the-ear headphones (cost $30 or less)
891,Subject013,1011subject998,aam,asee_shstep11.wav,11,59,10,Late,0,1506,Male,yes,english,Over-the-ear headphones (cost $30 or less)
892,Subject013,1011subject998,aam,asee_shstep13.wav,13,13,1,Early,0,978,Male,yes,english,Over-the-ear headphones (cost $30 or less)
893,Subject013,1011subject998,aam,asee_shstep13.wav,13,16,2,Early,0,789,Male,yes,english,Over-the-ear headphones (cost $30 or less)
894,Subject013,1011subject998,aam,asee_shstep13.wav,13,21,3,Early,1,846,Male,yes,english,Over-the-ear headphones (cost $30 or less)
895,Subject013,1011subject998,aam,asee_shstep13.wav,13,22,4,Early,1,1525,Male,yes,english,Over-the-ear headphones (cost $30 or less)
896,Subject013,1011subject998,aam,asee_shstep13.wav,13,26,5,Early,1,1352,Male,yes,english,Over-the-ear headphones (cost $30 or less)
897,Subject013,1011subject998,aam,asee_shstep13.wav,13,33,6,Late,1,943,Male,yes,english,Over-the-ear headphones (cost $30 or less)
898,Subject013,1011subject998,aam,asee_shstep13.wav,13,48,7,Late,0,1033,Male,yes,english,Over-the-ear headphones (cost $30 or less)
899,Subject013,1011subject998,aam,asee_shstep13.wav,13,53,8,Late,0,807,Male,yes,english,Over-the-ear headphones (cost $30 or less)
900,Subject013,1011subject998,aam,asee_shstep13.wav,13,54,9,Late,0,867,Male,yes,english,Over-the-ear headphones (cost $30 or less)
901,Subject013,1011subject998,aam,asee_shstep13.wav,13,63,10,Late,1,990,Male,yes,english,Over-the-ear headphones (cost $30 or less)
902,Subject013,1011subject998,aam,asee_shstep15.wav,15,2,1,Early,0,1035,Male,yes,english,Over-the-ear headphones (cost $30 or less)
903,Subject013,1011subject998,aam,asee_shstep15.wav,15,7,2,Early,0,905,Male,yes,english,Over-the-ear headphones (cost $30 or less)
904,Subject013,1011subject998,aam,asee_shstep15.wav,15,10,3,Early,0,810,Male,yes,english,Over-the-ear headphones (cost $30 or less)
905,Subject013,1011subject998,aam,asee_shstep15.wav,15,30,4,Early,0,979,Male,yes,english,Over-the-ear headphones (cost $30 or less)
906,Subject013,1011subject998,aam,asee_shstep15.wav,15,34,5,Early,0,1023,Male,yes,english,Over-the-ear headphones (cost $30 or less)
907,Subject013,1011subject998,aam,asee_shstep15.wav,15,39,6,Late,0,842,Male,yes,english,Over-the-ear headphones (cost $30 or less)
908,Subject013,1011subject998,aam,asee_shstep15.wav,15,42,7,Late,0,1030,Male,yes,english,Over-the-ear headphones (cost $30 or less)
909,Subject013,1011subject998,aam,asee_shstep15.wav,15,50,8,Late,0,867,Male,yes,english,Over-the-ear headphones (cost $30 or less)
910,Subject013,1011subject998,aam,asee_shstep17.wav,17,69,10,Late,0,893,Male,yes,english,Over-the-ear headphones (cost $30 or less)
981,Subject015,1012subject342,aam,asee_shstep5.wav,5,6,2,Early,1,803,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
982,Subject015,1012subject342,aam,asee_shstep5.wav,5,24,6,Late,1,685,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
983,Subject015,1012subject342,aam,asee_shstep5.wav,5,8,3,Early,1,921,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
984,Subject015,1012subject342,aam,asee_shstep5.wav,5,13,4,Early,1,754,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
985,Subject015,1012subject342,aam,asee_shstep5.wav,5,20,5,Early,1,807,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
986,Subject015,1012subject342,aam,asee_shstep5.wav,5,55,10,Late,1,796,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
987,Subject015,1012subject342,aam,asee_shstep5.wav,5,38,7,Late,1,762,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
988,Subject015,1012subject342,aam,asee_shstep5.wav,5,41,8,Late,1,745,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
989,Subject015,1012subject342,aam,asee_shstep5.wav,5,50,9,Late,1,693,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
990,Subject015,1012subject342,aam,asee_shstep5.wav,5,5,1,Early,1,782,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
991,Subject015,1012subject342,aam,asee_shstep11.wav,11,48,9,Late,1,739,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
992,Subject015,1012subject342,aam,asee_shstep11.wav,11,61,10,Late,0,873,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
993,Subject015,1012subject342,aam,asee_shstep13.wav,13,0,1,Early,0,1273,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
994,Subject015,1012subject342,aam,asee_shstep13.wav,13,11,2,Early,0,844,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
995,Subject015,1012subject342,aam,asee_shstep13.wav,13,12,3,Early,0,938,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
996,Subject015,1012subject342,aam,asee_shstep13.wav,13,17,4,Early,0,1124,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
997,Subject015,1012subject342,aam,asee_shstep13.wav,13,40,5,Early,0,721,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
998,Subject015,1012subject342,aam,asee_shstep13.wav,13,49,6,Late,0,758,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
999,Subject015,1012subject342,aam,asee_shstep13.wav,13,56,7,Late,0,954,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1000,Subject015,1012subject342,aam,asee_shstep13.wav,13,58,8,Late,0,714,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1001,Subject015,1012subject342,aam,asee_shstep13.wav,13,60,9,Late,0,861,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1002,Subject015,1012subject342,aam,asee_shstep13.wav,13,63,10,Late,0,756,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1003,Subject015,1012subject342,aam,asee_shstep7.wav,7,10,1,Early,1,1148,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1004,Subject015,1012subject342,aam,asee_shstep7.wav,7,16,2,Early,1,1022,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1005,Subject015,1012subject342,aam,asee_shstep7.wav,7,21,3,Early,1,860,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1006,Subject015,1012subject342,aam,asee_shstep7.wav,7,29,4,Early,1,599,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1007,Subject015,1012subject342,aam,asee_shstep7.wav,7,31,5,Early,1,794,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1008,Subject015,1012subject342,aam,asee_shstep7.wav,7,33,6,Late,1,824,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1009,Subject015,1012subject342,aam,asee_shstep7.wav,7,34,7,Late,1,798,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1010,Subject015,1012subject342,aam,asee_shstep7.wav,7,47,8,Late,1,843,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1011,Subject015,1012subject342,aam,asee_shstep7.wav,7,52,9,Late,1,795,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1012,Subject015,1012subject342,aam,asee_shstep7.wav,7,57,10,Late,1,764,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1013,Subject015,1012subject342,aam,asee_shstep9.wav,9,1,1,Early,1,1319,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1014,Subject015,1012subject342,aam,asee_shstep9.wav,9,2,2,Early,1,943,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1015,Subject015,1012subject342,aam,asee_shstep9.wav,9,7,3,Early,1,928,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1016,Subject015,1012subject342,aam,asee_shstep9.wav,9,22,4,Early,1,858,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1017,Subject015,1012subject342,aam,asee_shstep9.wav,9,25,5,Early,1,757,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1018,Subject015,1012subject342,aam,asee_shstep9.wav,9,35,6,Late,1,1140,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1019,Subject015,1012subject342,aam,asee_shstep9.wav,9,44,7,Late,1,778,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1020,Subject015,1012subject342,aam,asee_shstep9.wav,9,51,8,Late,1,878,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1021,Subject015,1012subject342,aam,asee_shstep9.wav,9,59,9,Late,0,1543,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1022,Subject015,1012subject342,aam,asee_shstep9.wav,9,66,10,Late,1,734,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1023,Subject015,1012subject342,aam,asee_shstep11.wav,11,15,1,Early,1,1206,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1024,Subject015,1012subject342,aam,asee_shstep11.wav,11,18,2,Early,0,1285,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1025,Subject015,1012subject342,aam,asee_shstep11.wav,11,19,3,Early,1,784,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1026,Subject015,1012subject342,aam,asee_shstep11.wav,11,28,4,Early,1,733,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1027,Subject015,1012subject342,aam,asee_shstep11.wav,11,30,5,Early,1,552,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1028,Subject015,1012subject342,aam,asee_shstep11.wav,11,32,6,Late,0,826,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1029,Subject015,1012subject342,aam,asee_shstep11.wav,11,45,7,Late,0,629,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1030,Subject015,1012subject342,aam,asee_shstep11.wav,11,46,8,Late,1,790,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1031,Subject015,1012subject342,aam,asee_shstep15.wav,15,9,2,Early,0,663,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1032,Subject015,1012subject342,aam,asee_shstep15.wav,15,36,3,Early,0,624,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1033,Subject015,1012subject342,aam,asee_shstep15.wav,15,37,4,Early,0,644,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1034,Subject015,1012subject342,aam,asee_shstep15.wav,15,42,5,Early,0,676,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1035,Subject015,1012subject342,aam,asee_shstep15.wav,15,53,6,Late,0,802,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1036,Subject015,1012subject342,aam,asee_shstep15.wav,15,54,7,Late,0,792,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1037,Subject015,1012subject342,aam,asee_shstep15.wav,15,62,8,Late,1,811,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1038,Subject015,1012subject342,aam,asee_shstep15.wav,15,68,9,Late,0,1140,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1039,Subject015,1012subject342,aam,asee_shstep15.wav,15,69,10,Late,0,1066,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1040,Subject015,1012subject342,aam,asee_shstep17.wav,17,3,1,Early,0,825,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1041,Subject015,1012subject342,aam,asee_shstep17.wav,17,14,2,Early,0,857,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1042,Subject015,1012subject342,aam,asee_shstep17.wav,17,23,3,Early,0,663,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1043,Subject015,1012subject342,aam,asee_shstep15.wav,15,4,1,Early,0,960,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1044,Subject015,1012subject342,aam,asee_shstep17.wav,17,27,5,Early,0,686,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1045,Subject015,1012subject342,aam,asee_shstep17.wav,17,39,6,Late,0,696,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1046,Subject015,1012subject342,aam,asee_shstep17.wav,17,43,7,Late,0,602,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1047,Subject015,1012subject342,aam,asee_shstep17.wav,17,64,8,Late,0,842,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1048,Subject015,1012subject342,aam,asee_shstep17.wav,17,65,9,Late,0,785,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1049,Subject015,1012subject342,aam,asee_shstep17.wav,17,67,10,Late,0,846,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1050,Subject015,1012subject342,aam,asee_shstep17.wav,17,26,4,Early,0,755,Male,yes,english,Over-the-ear headphones (cost between $30 and $100)
1121,Subject017,1012subject40,bam,asee_shstep17.wav,17,64,9,Late,0,898,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1122,Subject017,1012subject40,bam,asee_shstep11.wav,11,9,1,Early,1,1614,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1123,Subject017,1012subject40,bam,asee_shstep11.wav,11,12,2,Early,1,991,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1124,Subject017,1012subject40,bam,asee_shstep17.wav,17,67,10,Late,0,771,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1125,Subject017,1012subject40,bam,asee_shstep9.wav,9,68,10,Late,1,911,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1126,Subject017,1012subject40,bam,asee_shstep17.wav,17,25,3,Early,0,893,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1127,Subject017,1012subject40,bam,asee_shstep17.wav,17,28,4,Early,0,832,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1128,Subject017,1012subject40,bam,asee_shstep17.wav,17,50,5,Early,0,910,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1129,Subject017,1012subject40,bam,asee_shstep17.wav,17,51,6,Late,0,702,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1130,Subject017,1012subject40,bam,asee_shstep17.wav,17,60,7,Late,0,694,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1131,Subject017,1012subject40,bam,asee_shstep17.wav,17,61,8,Late,0,741,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1132,Subject017,1012subject40,bam,asee_shstep5.wav,5,1,1,Early,1,1330,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1133,Subject017,1012subject40,bam,asee_shstep5.wav,5,8,2,Early,1,928,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1134,Subject017,1012subject40,bam,asee_shstep5.wav,5,14,3,Early,1,1023,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1135,Subject017,1012subject40,bam,asee_shstep5.wav,5,35,4,Early,1,839,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1136,Subject017,1012subject40,bam,asee_shstep5.wav,5,37,5,Early,1,888,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1137,Subject017,1012subject40,bam,asee_shstep5.wav,5,43,6,Late,1,778,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1138,Subject017,1012subject40,bam,asee_shstep5.wav,5,44,7,Late,1,742,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1139,Subject017,1012subject40,bam,asee_shstep5.wav,5,48,8,Late,1,844,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1140,Subject017,1012subject40,bam,asee_shstep5.wav,5,52,9,Late,1,785,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1141,Subject017,1012subject40,bam,asee_shstep5.wav,5,54,10,Late,1,744,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1142,Subject017,1012subject40,bam,asee_shstep7.wav,7,22,1,Early,1,944,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1143,Subject017,1012subject40,bam,asee_shstep7.wav,7,33,2,Early,1,974,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1144,Subject017,1012subject40,bam,asee_shstep7.wav,7,36,3,Early,1,845,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1145,Subject017,1012subject40,bam,asee_shstep7.wav,7,42,4,Early,1,940,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1146,Subject017,1012subject40,bam,asee_shstep7.wav,7,46,5,Early,1,732,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1147,Subject017,1012subject40,bam,asee_shstep7.wav,7,49,6,Late,1,758,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1148,Subject017,1012subject40,bam,asee_shstep7.wav,7,53,7,Late,1,708,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1149,Subject017,1012subject40,bam,asee_shstep7.wav,7,56,8,Late,1,791,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1150,Subject017,1012subject40,bam,asee_shstep7.wav,7,57,9,Late,1,878,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1151,Subject017,1012subject40,bam,asee_shstep7.wav,7,62,10,Late,1,790,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1152,Subject017,1012subject40,bam,asee_shstep9.wav,9,4,1,Early,0,1202,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1153,Subject017,1012subject40,bam,asee_shstep9.wav,9,10,2,Early,0,1049,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1154,Subject017,1012subject40,bam,asee_shstep9.wav,9,11,3,Early,0,764,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1155,Subject017,1012subject40,bam,asee_shstep9.wav,9,15,4,Early,1,1171,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1156,Subject017,1012subject40,bam,asee_shstep9.wav,9,26,5,Early,1,949,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1157,Subject017,1012subject40,bam,asee_shstep9.wav,9,41,6,Late,1,1203,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1158,Subject017,1012subject40,bam,asee_shstep9.wav,9,45,7,Late,1,716,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1159,Subject017,1012subject40,bam,asee_shstep9.wav,9,47,8,Late,1,705,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1160,Subject017,1012subject40,bam,asee_shstep9.wav,9,63,9,Late,1,708,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1161,Subject017,1012subject40,bam,asee_shstep13.wav,13,18,3,Early,0,735,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1162,Subject017,1012subject40,bam,asee_shstep13.wav,13,19,4,Early,0,849,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1163,Subject017,1012subject40,bam,asee_shstep13.wav,13,20,5,Early,0,635,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1164,Subject017,1012subject40,bam,asee_shstep11.wav,11,23,3,Early,1,1426,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1165,Subject017,1012subject40,bam,asee_shstep11.wav,11,24,4,Early,1,1309,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1166,Subject017,1012subject40,bam,asee_shstep11.wav,11,31,5,Early,1,975,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1167,Subject017,1012subject40,bam,asee_shstep11.wav,11,32,6,Late,1,864,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1168,Subject017,1012subject40,bam,asee_shstep11.wav,11,34,7,Late,1,931,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1169,Subject017,1012subject40,bam,asee_shstep11.wav,11,58,8,Late,1,817,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1170,Subject017,1012subject40,bam,asee_shstep11.wav,11,65,9,Late,1,801,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1171,Subject017,1012subject40,bam,asee_shstep11.wav,11,69,10,Late,1,926,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1172,Subject017,1012subject40,bam,asee_shstep13.wav,13,0,1,Early,0,1587,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1173,Subject017,1012subject40,bam,asee_shstep13.wav,13,2,2,Early,0,975,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1174,Subject017,1012subject40,bam,asee_shstep15.wav,15,21,6,Late,0,701,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1175,Subject017,1012subject40,bam,asee_shstep15.wav,15,27,7,Late,1,1424,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1176,Subject017,1012subject40,bam,asee_shstep15.wav,15,30,8,Late,0,998,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1177,Subject017,1012subject40,bam,asee_shstep13.wav,13,29,6,Late,0,796,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1178,Subject017,1012subject40,bam,asee_shstep13.wav,13,38,7,Late,1,1024,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1179,Subject017,1012subject40,bam,asee_shstep13.wav,13,39,8,Late,1,951,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1180,Subject017,1012subject40,bam,asee_shstep13.wav,13,40,9,Late,1,1259,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1181,Subject017,1012subject40,bam,asee_shstep13.wav,13,66,10,Late,1,764,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1182,Subject017,1012subject40,bam,asee_shstep15.wav,15,3,1,Early,0,1040,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1183,Subject017,1012subject40,bam,asee_shstep15.wav,15,5,2,Early,0,924,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1184,Subject017,1012subject40,bam,asee_shstep15.wav,15,6,3,Early,0,807,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1185,Subject017,1012subject40,bam,asee_shstep15.wav,15,13,4,Early,0,961,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1186,Subject017,1012subject40,bam,asee_shstep15.wav,15,17,5,Early,0,733,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1187,Subject017,1012subject40,bam,asee_shstep15.wav,15,59,10,Late,0,884,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1188,Subject017,1012subject40,bam,asee_shstep17.wav,17,7,1,Early,0,875,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1189,Subject017,1012subject40,bam,asee_shstep17.wav,17,16,2,Early,0,861,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1190,Subject017,1012subject40,bam,asee_shstep15.wav,15,55,9,Late,0,1081,Female,yes,english,In-ear headphones/earbuds (cost $30 or less)
1191,Subject018,1012subject532,bam,asee_shstep5.wav,5,9,1,Early,1,895,,yes,english,Over-the-ear headphones (cost more than $100)
1192,Subject018,1012subject532,bam,asee_shstep5.wav,5,15,2,Early,1,1528,,yes,english,Over-the-ear headphones (cost more than $100)
1193,Subject018,1012subject532,bam,asee_shstep5.wav,5,16,3,Early,1,1049,,yes,english,Over-the-ear headphones (cost more than $100)
1194,Subject018,1012subject532,bam,asee_shstep11.wav,11,29,4,Early,1,948,,yes,english,Over-the-ear headphones (cost more than $100)
1195,Subject018,1012subject532,bam,asee_shstep11.wav,11,37,5,Early,1,1041,,yes,english,Over-the-ear headphones (cost more than $100)
1196,Subject018,1012subject532,bam,asee_shstep11.wav,11,46,6,Late,0,781,,yes,english,Over-the-ear headphones (cost more than $100)
1197,Subject018,1012subject532,bam,asee_shstep11.wav,11,48,7,Late,0,1863,,yes,english,Over-the-ear headphones (cost more than $100)
1198,Subject018,1012subject532,bam,asee_shstep11.wav,11,53,8,Late,1,2179,,yes,english,Over-the-ear headphones (cost more than $100)
1199,Subject018,1012subject532,bam,asee_shstep11.wav,11,58,9,Late,0,1992,,yes,english,Over-the-ear headphones (cost more than $100)
1200,Subject018,1012subject532,bam,asee_shstep11.wav,11,63,10,Late,0,781,,yes,english,Over-the-ear headphones (cost more than $100)
1201,Subject018,1012subject532,bam,asee_shstep13.wav,13,4,1,Early,0,733,,yes,english,Over-the-ear headphones (cost more than $100)
1202,Subject018,1012subject532,bam,asee_shstep13.wav,13,5,2,Early,0,650,,yes,english,Over-the-ear headphones (cost more than $100)
