,subject,id,condition,word,step,trial,pass,phase,SAnswer,rt,sex,hearing,lang,equip
11855,Subject170,914subject699,bbm,asee_shstep15.wav,15,43,5,Early,0,660,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11856,Subject170,914subject699,bbm,asee_shstep15.wav,15,45,6,Late,0,567,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11857,Subject170,914subject699,bbm,asee_shstep15.wav,15,46,7,Late,0,594,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11858,Subject170,914subject699,bbm,asee_shstep15.wav,15,53,8,Late,0,777,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11859,Subject170,914subject699,bbm,asee_shstep15.wav,15,63,9,Late,0,644,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11860,Subject170,914subject699,bbm,asee_shstep15.wav,15,69,10,Late,0,673,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11861,Subject170,914subject699,bbm,asee_shstep17.wav,17,4,1,Early,0,944,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11862,Subject170,914subject699,bbm,asee_shstep17.wav,17,8,2,Early,0,955,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11863,Subject170,914subject699,bbm,asee_shstep17.wav,17,10,3,Early,0,840,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11864,Subject170,914subject699,bbm,asee_shstep17.wav,17,12,4,Early,0,781,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11865,Subject170,914subject699,bbm,asee_shstep17.wav,17,22,5,Early,0,801,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11866,Subject170,914subject699,bbm,asee_shstep17.wav,17,26,6,Late,0,652,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11867,Subject170,914subject699,bbm,asee_shstep17.wav,17,35,7,Late,0,1374,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11868,Subject170,914subject699,bbm,asee_shstep17.wav,17,40,8,Late,0,748,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11869,Subject170,914subject699,bbm,asee_shstep17.wav,17,44,9,Late,0,619,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11870,Subject170,914subject699,bbm,asee_shstep17.wav,17,67,10,Late,0,639,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11871,Subject170,914subject699,bbm,asee_shstep9.wav,9,66,10,Late,1,660,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11872,Subject170,914subject699,bbm,asee_shstep11.wav,11,3,1,Early,0,884,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11873,Subject170,914subject699,bbm,asee_shstep11.wav,11,7,2,Early,0,712,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11874,Subject170,914subject699,bbm,asee_shstep11.wav,11,16,3,Early,0,791,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11875,Subject170,914subject699,bbm,asee_shstep11.wav,11,17,4,Early,0,3165,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11876,Subject170,914subject699,bbm,asee_shstep11.wav,11,21,5,Early,1,1150,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11877,Subject170,914subject699,bbm,asee_shstep11.wav,11,31,6,Late,1,836,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11878,Subject170,914subject699,bbm,asee_shstep11.wav,11,37,7,Late,0,857,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11879,Subject170,914subject699,bbm,asee_shstep11.wav,11,54,8,Late,0,845,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11880,Subject170,914subject699,bbm,asee_shstep11.wav,11,57,9,Late,0,963,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11881,Subject170,914subject699,bbm,asee_shstep11.wav,11,58,10,Late,0,913,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11882,Subject170,914subject699,bbm,asee_shstep13.wav,13,1,1,Early,0,963,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11883,Subject170,914subject699,bbm,asee_shstep13.wav,13,11,2,Early,0,907,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11884,Subject170,914subject699,bbm,asee_shstep7.wav,7,38,6,Late,1,1023,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11885,Subject170,914subject699,bbm,asee_shstep7.wav,7,39,7,Late,1,970,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11886,Subject170,914subject699,bbm,asee_shstep7.wav,7,48,8,Late,1,567,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11887,Subject170,914subject699,bbm,asee_shstep7.wav,7,52,9,Late,1,814,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11888,Subject170,914subject699,bbm,asee_shstep7.wav,7,68,10,Late,1,876,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11889,Subject170,914subject699,bbm,asee_shstep9.wav,9,0,1,Early,1,2946,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11890,Subject170,914subject699,bbm,asee_shstep9.wav,9,5,2,Early,0,812,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11891,Subject170,914subject699,bbm,asee_shstep9.wav,9,14,3,Early,1,771,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11892,Subject170,914subject699,bbm,asee_shstep9.wav,9,23,4,Early,1,822,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11893,Subject170,914subject699,bbm,asee_shstep9.wav,9,27,5,Early,0,846,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11894,Subject170,914subject699,bbm,asee_shstep7.wav,7,30,3,Early,1,852,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11895,Subject170,914subject699,bbm,asee_shstep7.wav,7,33,4,Early,1,1226,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11896,Subject170,914subject699,bbm,asee_shstep7.wav,7,34,5,Early,1,891,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11897,Subject170,914subject699,bbm,asee_shstep9.wav,9,65,9,Late,1,762,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11898,Subject170,914subject699,bbm,asee_shstep9.wav,9,55,6,Late,1,1060,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11899,Subject170,914subject699,bbm,asee_shstep9.wav,9,56,7,Late,1,741,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
11900,Subject170,914subject699,bbm,asee_shstep9.wav,9,59,8,Late,1,694,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12041,Subject173,914subject842,bam,asee_shstep5.wav,5,7,1,Early,0,997,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12042,Subject173,914subject842,bam,asee_shstep5.wav,5,8,2,Early,1,955,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12043,Subject173,914subject842,bam,asee_shstep5.wav,5,12,3,Early,1,971,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12044,Subject173,914subject842,bam,asee_shstep5.wav,5,13,4,Early,1,879,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12045,Subject173,914subject842,bam,asee_shstep5.wav,5,18,5,Early,1,933,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12046,Subject173,914subject842,bam,asee_shstep11.wav,11,37,5,Early,1,1444,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12047,Subject173,914subject842,bam,asee_shstep11.wav,11,46,6,Late,0,937,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12048,Subject173,914subject842,bam,asee_shstep11.wav,11,47,7,Late,0,1153,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12049,Subject173,914subject842,bam,asee_shstep11.wav,11,54,8,Late,1,879,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12050,Subject173,914subject842,bam,asee_shstep11.wav,11,63,9,Late,0,969,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12051,Subject173,914subject842,bam,asee_shstep11.wav,11,69,10,Late,1,1710,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12052,Subject173,914subject842,bam,asee_shstep13.wav,13,4,1,Early,1,3356,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12053,Subject173,914subject842,bam,asee_shstep13.wav,13,17,2,Early,0,823,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12054,Subject173,914subject842,bam,asee_shstep13.wav,13,25,3,Early,0,1066,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12055,Subject173,914subject842,bam,asee_shstep13.wav,13,34,4,Early,0,1030,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12056,Subject173,914subject842,bam,asee_shstep13.wav,13,43,5,Early,0,933,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12057,Subject173,914subject842,bam,asee_shstep5.wav,5,23,6,Late,1,886,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12058,Subject173,914subject842,bam,asee_shstep5.wav,5,28,7,Late,1,897,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12059,Subject173,914subject842,bam,asee_shstep5.wav,5,30,8,Late,1,1213,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12060,Subject173,914subject842,bam,asee_shstep5.wav,5,48,9,Late,1,959,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12061,Subject173,914subject842,bam,asee_shstep5.wav,5,56,10,Late,1,824,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12062,Subject173,914subject842,bam,asee_shstep7.wav,7,3,1,Early,1,1326,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12063,Subject173,914subject842,bam,asee_shstep7.wav,7,24,2,Early,1,980,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12064,Subject173,914subject842,bam,asee_shstep7.wav,7,32,3,Early,1,1145,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12065,Subject173,914subject842,bam,asee_shstep7.wav,7,33,4,Early,1,1560,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12066,Subject173,914subject842,bam,asee_shstep7.wav,7,38,5,Early,1,2461,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12067,Subject173,914subject842,bam,asee_shstep7.wav,7,42,6,Late,1,872,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12068,Subject173,914subject842,bam,asee_shstep7.wav,7,45,7,Late,1,953,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12069,Subject173,914subject842,bam,asee_shstep7.wav,7,52,8,Late,1,883,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12070,Subject173,914subject842,bam,asee_shstep7.wav,7,60,9,Late,1,1604,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12071,Subject173,914subject842,bam,asee_shstep7.wav,7,68,10,Late,1,842,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12072,Subject173,914subject842,bam,asee_shstep9.wav,9,2,1,Early,0,1834,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12073,Subject173,914subject842,bam,asee_shstep9.wav,9,6,2,Early,1,1393,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12074,Subject173,914subject842,bam,asee_shstep9.wav,9,16,3,Early,1,1009,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12075,Subject173,914subject842,bam,asee_shstep9.wav,9,20,4,Early,1,1045,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12076,Subject173,914subject842,bam,asee_shstep9.wav,9,21,5,Early,1,1877,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12077,Subject173,914subject842,bam,asee_shstep9.wav,9,36,6,Late,1,956,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12078,Subject173,914subject842,bam,asee_shstep9.wav,9,39,7,Late,1,1149,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12079,Subject173,914subject842,bam,asee_shstep9.wav,9,44,8,Late,0,1251,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12080,Subject173,914subject842,bam,asee_shstep9.wav,9,49,9,Late,1,874,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12081,Subject173,914subject842,bam,asee_shstep9.wav,9,50,10,Late,1,866,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12082,Subject173,914subject842,bam,asee_shstep11.wav,11,1,1,Early,0,1938,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12083,Subject173,914subject842,bam,asee_shstep11.wav,11,9,2,Early,0,1169,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12084,Subject173,914subject842,bam,asee_shstep11.wav,11,10,3,Early,0,1042,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12085,Subject173,914subject842,bam,asee_shstep11.wav,11,22,4,Early,0,1763,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12086,Subject173,914subject842,bam,asee_shstep13.wav,13,59,8,Late,0,729,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12087,Subject173,914subject842,bam,asee_shstep13.wav,13,65,9,Late,0,912,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12088,Subject173,914subject842,bam,asee_shstep13.wav,13,67,10,Late,0,796,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12089,Subject173,914subject842,bam,asee_shstep15.wav,15,5,1,Early,0,947,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12090,Subject173,914subject842,bam,asee_shstep15.wav,15,11,2,Early,0,1004,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12091,Subject173,914subject842,bam,asee_shstep15.wav,15,15,3,Early,0,1080,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12092,Subject173,914subject842,bam,asee_shstep15.wav,15,26,4,Early,0,877,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12093,Subject173,914subject842,bam,asee_shstep15.wav,15,41,5,Early,0,876,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12094,Subject173,914subject842,bam,asee_shstep15.wav,15,51,6,Late,0,910,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12095,Subject173,914subject842,bam,asee_shstep15.wav,15,55,7,Late,0,809,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12096,Subject173,914subject842,bam,asee_shstep15.wav,15,57,8,Late,0,874,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12097,Subject173,914subject842,bam,asee_shstep13.wav,13,53,6,Late,0,931,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12098,Subject173,914subject842,bam,asee_shstep13.wav,13,58,7,Late,0,896,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12099,Subject173,914subject842,bam,asee_shstep17.wav,17,0,1,Early,1,3203,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12100,Subject173,914subject842,bam,asee_shstep17.wav,17,14,2,Early,0,939,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12101,Subject173,914subject842,bam,asee_shstep17.wav,17,19,3,Early,0,1107,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12102,Subject173,914subject842,bam,asee_shstep17.wav,17,27,4,Early,0,875,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12103,Subject173,914subject842,bam,asee_shstep17.wav,17,29,5,Early,0,1473,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12104,Subject173,914subject842,bam,asee_shstep17.wav,17,31,6,Late,0,1004,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12105,Subject173,914subject842,bam,asee_shstep17.wav,17,35,7,Late,0,1014,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12106,Subject173,914subject842,bam,asee_shstep17.wav,17,40,8,Late,0,893,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12107,Subject173,914subject842,bam,asee_shstep17.wav,17,61,9,Late,0,1466,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12108,Subject173,914subject842,bam,asee_shstep17.wav,17,64,10,Late,0,1002,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12109,Subject173,914subject842,bam,asee_shstep15.wav,15,62,9,Late,0,1212,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12110,Subject173,914subject842,bam,asee_shstep15.wav,15,66,10,Late,0,784,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
12251,Subject176,915subject23,bam,asee_shstep9.wav,9,52,9,Late,1,683,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12252,Subject176,915subject23,bam,asee_shstep9.wav,9,42,8,Late,1,676,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12253,Subject176,915subject23,bam,asee_shstep11.wav,11,14,3,Early,1,1017,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12254,Subject176,915subject23,bam,asee_shstep9.wav,9,61,10,Late,1,709,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12255,Subject176,915subject23,bam,asee_shstep11.wav,11,2,1,Early,0,719,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12257,Subject176,915subject23,bam,asee_shstep11.wav,11,46,7,Late,0,857,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12258,Subject176,915subject23,bam,asee_shstep11.wav,11,33,4,Early,1,1128,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12259,Subject176,915subject23,bam,asee_shstep11.wav,11,37,5,Early,0,777,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12260,Subject176,915subject23,bam,asee_shstep11.wav,11,38,6,Late,0,718,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12261,Subject176,915subject23,bam,asee_shstep5.wav,5,4,1,Early,1,761,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12262,Subject176,915subject23,bam,asee_shstep5.wav,5,6,2,Early,1,649,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12263,Subject176,915subject23,bam,asee_shstep5.wav,5,15,3,Early,1,797,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12264,Subject176,915subject23,bam,asee_shstep5.wav,5,16,4,Early,1,581,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12265,Subject176,915subject23,bam,asee_shstep5.wav,5,17,5,Early,1,630,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12266,Subject176,915subject23,bam,asee_shstep5.wav,5,20,6,Late,1,664,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12267,Subject176,915subject23,bam,asee_shstep5.wav,5,26,7,Late,1,669,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12268,Subject176,915subject23,bam,asee_shstep5.wav,5,34,8,Late,0,790,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12269,Subject176,915subject23,bam,asee_shstep5.wav,5,43,9,Late,1,724,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12270,Subject176,915subject23,bam,asee_shstep5.wav,5,66,10,Late,1,796,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12271,Subject176,915subject23,bam,asee_shstep7.wav,7,0,1,Early,1,1794,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12272,Subject176,915subject23,bam,asee_shstep7.wav,7,5,2,Early,1,722,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12273,Subject176,915subject23,bam,asee_shstep7.wav,7,21,3,Early,1,732,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12274,Subject176,915subject23,bam,asee_shstep7.wav,7,28,4,Early,1,635,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12275,Subject176,915subject23,bam,asee_shstep7.wav,7,41,5,Early,1,756,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12276,Subject176,915subject23,bam,asee_shstep7.wav,7,49,6,Late,1,770,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12277,Subject176,915subject23,bam,asee_shstep7.wav,7,51,7,Late,1,695,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12278,Subject176,915subject23,bam,asee_shstep7.wav,7,55,8,Late,1,700,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12279,Subject176,915subject23,bam,asee_shstep7.wav,7,59,9,Late,1,739,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12280,Subject176,915subject23,bam,asee_shstep7.wav,7,64,10,Late,1,774,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12281,Subject176,915subject23,bam,asee_shstep9.wav,9,8,1,Early,1,1249,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12282,Subject176,915subject23,bam,asee_shstep9.wav,9,10,2,Early,1,1034,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12283,Subject176,915subject23,bam,asee_shstep9.wav,9,18,3,Early,1,489,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12284,Subject176,915subject23,bam,asee_shstep9.wav,9,22,4,Early,1,485,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12285,Subject176,915subject23,bam,asee_shstep9.wav,9,24,5,Early,0,1044,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12286,Subject176,915subject23,bam,asee_shstep9.wav,9,31,6,Late,1,637,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12287,Subject176,915subject23,bam,asee_shstep9.wav,9,35,7,Late,1,997,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12288,Subject176,915subject23,bam,asee_shstep17.wav,17,48,5,Early,0,838,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12289,Subject176,915subject23,bam,asee_shstep17.wav,17,53,6,Late,0,879,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12290,Subject176,915subject23,bam,asee_shstep17.wav,17,60,7,Late,0,775,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12291,Subject176,915subject23,bam,asee_shstep17.wav,17,63,8,Late,0,870,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12292,Subject176,915subject23,bam,asee_shstep17.wav,17,67,9,Late,0,817,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12293,Subject176,915subject23,bam,asee_shstep17.wav,17,69,10,Late,0,783,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12294,Subject176,915subject23,bam,asee_shstep13.wav,13,32,4,Early,0,810,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12295,Subject176,915subject23,bam,asee_shstep13.wav,13,36,5,Early,0,949,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12296,Subject176,915subject23,bam,asee_shstep13.wav,13,39,6,Late,0,777,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12297,Subject176,915subject23,bam,asee_shstep13.wav,13,45,7,Late,0,835,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12298,Subject176,915subject23,bam,asee_shstep13.wav,13,54,8,Late,0,821,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12299,Subject176,915subject23,bam,asee_shstep13.wav,13,56,9,Late,0,728,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12300,Subject176,915subject23,bam,asee_shstep13.wav,13,68,10,Late,0,807,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12301,Subject176,915subject23,bam,asee_shstep11.wav,11,58,8,Late,0,1026,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12302,Subject176,915subject23,bam,asee_shstep11.wav,11,62,9,Late,0,556,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12303,Subject176,915subject23,bam,asee_shstep11.wav,11,65,10,Late,1,1121,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12304,Subject176,915subject23,bam,asee_shstep13.wav,13,9,1,Early,0,845,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12305,Subject176,915subject23,bam,asee_shstep13.wav,13,11,2,Early,0,1012,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12306,Subject176,915subject23,bam,asee_shstep13.wav,13,23,3,Early,0,730,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12307,Subject176,915subject23,bam,asee_shstep15.wav,15,40,7,Late,0,720,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12308,Subject176,915subject23,bam,asee_shstep15.wav,15,44,8,Late,0,749,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12309,Subject176,915subject23,bam,asee_shstep15.wav,15,50,9,Late,0,818,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12310,Subject176,915subject23,bam,asee_shstep15.wav,15,57,10,Late,0,715,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12311,Subject176,915subject23,bam,asee_shstep17.wav,17,25,1,Early,0,838,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12312,Subject176,915subject23,bam,asee_shstep17.wav,17,27,2,Early,0,816,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12313,Subject176,915subject23,bam,asee_shstep17.wav,17,29,3,Early,0,596,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12314,Subject176,915subject23,bam,asee_shstep15.wav,15,1,1,Early,0,924,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12315,Subject176,915subject23,bam,asee_shstep15.wav,15,3,2,Early,0,760,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12316,Subject176,915subject23,bam,asee_shstep15.wav,15,7,3,Early,0,746,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12317,Subject176,915subject23,bam,asee_shstep15.wav,15,13,4,Early,0,2117,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12318,Subject176,915subject23,bam,asee_shstep15.wav,15,19,5,Early,0,795,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12319,Subject176,915subject23,bam,asee_shstep15.wav,15,30,6,Late,0,732,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12320,Subject176,915subject23,bam,asee_shstep17.wav,17,47,4,Early,0,806,Male,yes,english,In-ear headphones/earbuds (cost more than $100)
12321,Subject177,915subject278,abm,asee_shstep13.wav,13,24,4,Early,0,1737,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12322,Subject177,915subject278,abm,asee_shstep13.wav,13,35,5,Early,0,813,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12323,Subject177,915subject278,abm,asee_shstep13.wav,13,39,6,Late,0,642,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12324,Subject177,915subject278,abm,asee_shstep13.wav,13,48,8,Late,0,1361,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12325,Subject177,915subject278,abm,asee_shstep13.wav,13,66,9,Late,0,1400,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12326,Subject177,915subject278,abm,asee_shstep13.wav,13,68,10,Late,0,1363,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12327,Subject177,915subject278,abm,asee_shstep13.wav,13,47,7,Late,0,1041,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12328,Subject177,915subject278,abm,asee_shstep11.wav,11,37,8,Late,0,769,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12329,Subject177,915subject278,abm,asee_shstep11.wav,11,52,9,Late,0,551,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12330,Subject177,915subject278,abm,asee_shstep11.wav,11,62,10,Late,0,3229,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12332,Subject177,915subject278,abm,asee_shstep13.wav,13,15,2,Early,0,679,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12333,Subject177,915subject278,abm,asee_shstep13.wav,13,22,3,Early,0,622,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12334,Subject177,915subject278,abm,asee_shstep5.wav,5,3,1,Early,1,4570,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12335,Subject177,915subject278,abm,asee_shstep5.wav,5,9,2,Early,1,1381,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
12336,Subject177,915subject278,abm,asee_shstep5.wav,5,18,3,Early,1,901,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
