subject,condition,audio,step,sAnswer,rt,stepRepetition,trial
SSH58,SSH,asee_shstep05,5,1,613,10,6
SSH58,SSH,asee_shstep07,7,1,637,10,1
SSH58,SSH,asee_shstep09,9,1,678,10,0
SSH58,SSH,asee_shstep11,11,0,874,10,5
SSH58,SSH,asee_shstep13,13,0,520,10,4
SSH58,SSH,asee_shstep15,15,0,722,10,3
SSH58,SSH,asee_shstep17,17,0,554,10,2
SSH59,SSH,asee_shstep05,5,NA,0,1,4
SSH59,SSH,asee_shstep07,7,1,1569,1,2
SSH59,SSH,asee_shstep09,9,0,1872,1,5
SSH59,SSH,asee_shstep11,11,0,1541,1,0
SSH59,SSH,asee_shstep13,13,0,2478,1,6
SSH59,SSH,asee_shstep15,15,0,3450,1,1
SSH59,SSH,asee_shstep17,17,0,1459,1,3
SSH59,SSH,asee_shstep05,5,1,885,2,6
SSH59,SSH,asee_shstep07,7,1,1075,2,2
SSH59,SSH,asee_shstep09,9,1,1316,2,3
SSH59,SSH,asee_shstep11,11,0,1248,2,5
SSH59,SSH,asee_shstep13,13,0,1051,2,4
SSH59,SSH,asee_shstep15,15,0,879,2,1
SSH59,SSH,asee_shstep17,17,0,1203,2,0
SSH59,SSH,asee_shstep05,5,1,987,3,4
SSH59,SSH,asee_shstep07,7,1,966,3,6
SSH59,SSH,asee_shstep09,9,1,891,3,2
SSH59,SSH,asee_shstep11,11,0,1011,3,0
SSH59,SSH,asee_shstep13,13,1,951,3,1
SSH59,SSH,asee_shstep15,15,0,792,3,5
SSH59,SSH,asee_shstep17,17,0,682,3,3
SSH59,SSH,asee_shstep05,5,1,1045,4,1
SSH59,SSH,asee_shstep07,7,1,865,4,0
SSH59,SSH,asee_shstep09,9,0,1165,4,4
SSH59,SSH,asee_shstep11,11,1,886,4,2
SSH59,SSH,asee_shstep13,13,0,799,4,5
SSH59,SSH,asee_shstep15,15,0,867,4,6
SSH59,SSH,asee_shstep17,17,0,990,4,3
SSH59,SSH,asee_shstep05,5,1,815,5,1
SSH59,SSH,asee_shstep07,7,1,872,5,2
SSH59,SSH,asee_shstep09,9,1,952,5,4
SSH59,SSH,asee_shstep11,11,1,842,5,6
SSH59,SSH,asee_shstep13,13,0,921,5,5
SSH59,SSH,asee_shstep15,15,0,1016,5,3
SSH59,SSH,asee_shstep17,17,0,977,5,0
SSH59,SSH,asee_shstep05,5,1,722,6,2
SSH59,SSH,asee_shstep07,7,1,773,6,3
SSH59,SSH,asee_shstep09,9,1,1107,6,4
SSH59,SSH,asee_shstep11,11,1,886,6,5
SSH59,SSH,asee_shstep13,13,1,930,6,1
SSH59,SSH,asee_shstep15,15,0,664,6,0
SSH59,SSH,asee_shstep17,17,0,717,6,6
SSH59,SSH,asee_shstep05,5,1,822,7,6
SSH59,SSH,asee_shstep07,7,1,802,7,1
SSH59,SSH,asee_shstep09,9,1,760,7,4
SSH59,SSH,asee_shstep11,11,1,945,7,5
SSH59,SSH,asee_shstep13,13,1,1259,7,0
SSH59,SSH,asee_shstep15,15,0,732,7,2
SSH59,SSH,asee_shstep17,17,0,823,7,3
SSH59,SSH,asee_shstep05,5,1,750,8,1
SSH59,SSH,asee_shstep07,7,0,894,8,6
SSH59,SSH,asee_shstep09,9,1,656,8,3
SSH59,SSH,asee_shstep11,11,0,963,8,0
SSH59,SSH,asee_shstep13,13,1,863,8,4
SSH59,SSH,asee_shstep15,15,0,762,8,2
SSH59,SSH,asee_shstep17,17,0,848,8,5
SSH59,SSH,asee_shstep05,5,1,647,9,0
SSH59,SSH,asee_shstep07,7,1,617,9,3
SSH59,SSH,asee_shstep09,9,1,807,9,5
SSH59,SSH,asee_shstep11,11,1,823,9,1
SSH59,SSH,asee_shstep13,13,0,741,9,2
SSH59,SSH,asee_shstep15,15,0,598,9,4
SSH59,SSH,asee_shstep17,17,0,670,9,6
SSH59,SSH,asee_shstep05,5,1,654,10,6
SSH59,SSH,asee_shstep07,7,1,683,10,1
SSH59,SSH,asee_shstep09,9,1,822,10,0
SSH59,SSH,asee_shstep11,11,0,679,10,5
SSH59,SSH,asee_shstep13,13,0,759,10,4
SSH59,SSH,asee_shstep15,15,0,778,10,3
SSH59,SSH,asee_shstep17,17,0,744,10,2
SSH60,SSH,asee_shstep05,5,1,1539,1,5
SSH60,SSH,asee_shstep07,7,1,978,1,4
SSH60,SSH,asee_shstep09,9,0,1916,1,3
SSH60,SSH,asee_shstep11,11,0,2257,1,2
SSH60,SSH,asee_shstep13,13,0,1291,1,0
SSH60,SSH,asee_shstep15,15,0,2314,1,6
SSH60,SSH,asee_shstep17,17,0,1191,1,1
SSH60,SSH,asee_shstep05,5,1,881,2,3
SSH60,SSH,asee_shstep07,7,1,674,2,5
SSH60,SSH,asee_shstep09,9,0,504,2,4
SSH60,SSH,asee_shstep11,11,0,816,2,0
SSH60,SSH,asee_shstep13,13,0,656,2,6
SSH60,SSH,asee_shstep15,15,0,691,2,1
SSH60,SSH,asee_shstep17,17,0,593,2,2
SSH60,SSH,asee_shstep05,5,1,740,3,0
SSH60,SSH,asee_shstep07,7,1,1093,3,4
SSH60,SSH,asee_shstep09,9,1,1024,3,5
SSH60,SSH,asee_shstep11,11,0,1199,3,3
SSH60,SSH,asee_shstep13,13,0,742,3,2
SSH60,SSH,asee_shstep15,15,0,740,3,1
SSH60,SSH,asee_shstep17,17,0,751,3,6
SSH60,SSH,asee_shstep05,5,0,316,4,4
SSH60,SSH,asee_shstep07,7,1,1058,4,3
SSH60,SSH,asee_shstep09,9,1,955,4,6
SSH60,SSH,asee_shstep11,11,0,476,4,5
SSH60,SSH,asee_shstep13,13,0,582,4,0
SSH60,SSH,asee_shstep15,15,0,410,4,1
SSH60,SSH,asee_shstep17,17,0,499,4,2
SSH60,SSH,asee_shstep05,5,1,824,5,0
SSH60,SSH,asee_shstep07,7,1,554,5,3
SSH60,SSH,asee_shstep09,9,1,723,5,5
SSH60,SSH,asee_shstep11,11,0,1294,5,6
SSH60,SSH,asee_shstep13,13,0,688,5,1
SSH60,SSH,asee_shstep15,15,0,680,5,2
SSH60,SSH,asee_shstep17,17,0,558,5,4
SSH60,SSH,asee_shstep05,5,1,654,6,4
SSH60,SSH,asee_shstep07,7,1,619,6,1
SSH60,SSH,asee_shstep09,9,1,618,6,3
SSH60,SSH,asee_shstep11,11,0,418,6,6
SSH60,SSH,asee_shstep13,13,0,648,6,0
SSH60,SSH,asee_shstep15,15,0,743,6,2
SSH60,SSH,asee_shstep17,17,0,650,6,5
SSH60,SSH,asee_shstep05,5,1,697,7,2
SSH60,SSH,asee_shstep07,7,1,814,7,3
SSH60,SSH,asee_shstep09,9,1,724,7,6
SSH60,SSH,asee_shstep11,11,1,1041,7,1
SSH60,SSH,asee_shstep13,13,1,922,7,4
SSH60,SSH,asee_shstep15,15,0,747,7,5
SSH60,SSH,asee_shstep17,17,0,599,7,0
SSH60,SSH,asee_shstep05,5,1,649,8,3
SSH60,SSH,asee_shstep07,7,1,693,8,1
SSH60,SSH,asee_shstep09,9,1,625,8,2
SSH60,SSH,asee_shstep11,11,1,758,8,6
SSH60,SSH,asee_shstep13,13,0,649,8,0
SSH60,SSH,asee_shstep15,15,0,754,8,4
SSH60,SSH,asee_shstep17,17,0,732,8,5
SSH60,SSH,asee_shstep05,5,1,607,9,0
SSH60,SSH,asee_shstep07,7,1,638,9,2
SSH60,SSH,asee_shstep09,9,1,720,9,6
SSH60,SSH,asee_shstep11,11,0,859,9,3
SSH60,SSH,asee_shstep13,13,0,664,9,4
SSH60,SSH,asee_shstep15,15,0,708,9,5
SSH60,SSH,asee_shstep17,17,0,656,9,1
SSH60,SSH,asee_shstep05,5,1,682,10,6
SSH60,SSH,asee_shstep07,7,1,675,10,0
SSH60,SSH,asee_shstep09,9,1,673,10,5
SSH60,SSH,asee_shstep11,11,0,684,10,2
SSH60,SSH,asee_shstep13,13,0,755,10,1
SSH60,SSH,asee_shstep15,15,0,739,10,3
SSH60,SSH,asee_shstep17,17,0,735,10,4
SSH61,SSH,asee_shstep05,5,1,4318,1,0
SSH61,SSH,asee_shstep07,7,1,1746,1,1
SSH61,SSH,asee_shstep09,9,0,594,1,4
SSH61,SSH,asee_shstep11,11,0,570,1,5
SSH61,SSH,asee_shstep13,13,0,878,1,6
SSH61,SSH,asee_shstep15,15,0,487,1,2
SSH61,SSH,asee_shstep17,17,0,703,1,3
SSH61,SSH,asee_shstep05,5,1,1260,2,0
SSH61,SSH,asee_shstep07,7,1,789,2,5
SSH61,SSH,asee_shstep09,9,0,529,2,3
SSH61,SSH,asee_shstep11,11,0,551,2,2
SSH61,SSH,asee_shstep13,13,0,450,2,4
SSH61,SSH,asee_shstep15,15,0,751,2,6
SSH61,SSH,asee_shstep17,17,0,544,2,1
SSH61,SSH,asee_shstep05,5,1,657,3,3
SSH61,SSH,asee_shstep07,7,1,881,3,1
SSH61,SSH,asee_shstep09,9,0,862,3,2
SSH61,SSH,asee_shstep11,11,0,1065,3,5
SSH61,SSH,asee_shstep13,13,0,779,3,0
SSH61,SSH,asee_shstep15,15,0,700,3,4
SSH61,SSH,asee_shstep17,17,0,532,3,6
SSH61,SSH,asee_shstep05,5,1,509,4,4
SSH61,SSH,asee_shstep07,7,1,662,4,0
SSH61,SSH,asee_shstep09,9,1,867,4,3
SSH61,SSH,asee_shstep11,11,0,896,4,6
SSH61,SSH,asee_shstep13,13,0,510,4,1
SSH61,SSH,asee_shstep15,15,1,666,4,2
SSH61,SSH,asee_shstep17,17,0,629,4,5
SSH61,SSH,asee_shstep05,5,1,773,5,0
SSH61,SSH,asee_shstep07,7,1,549,5,6
SSH61,SSH,asee_shstep09,9,1,830,5,5
SSH61,SSH,asee_shstep11,11,0,533,5,1
SSH61,SSH,asee_shstep13,13,0,712,5,4
SSH61,SSH,asee_shstep15,15,0,504,5,3
SSH61,SSH,asee_shstep17,17,0,629,5,2
SSH61,SSH,asee_shstep05,5,1,581,6,2
SSH61,SSH,asee_shstep07,7,1,638,6,5
SSH61,SSH,asee_shstep09,9,0,557,6,6
SSH61,SSH,asee_shstep11,11,0,575,6,1
SSH61,SSH,asee_shstep13,13,0,600,6,3
SSH61,SSH,asee_shstep15,15,1,809,6,0
SSH61,SSH,asee_shstep17,17,0,660,6,4
SSH61,SSH,asee_shstep05,5,1,536,7,4
SSH61,SSH,asee_shstep07,7,1,772,7,3
SSH61,SSH,asee_shstep09,9,0,661,7,2
SSH61,SSH,asee_shstep11,11,0,588,7,1
SSH61,SSH,asee_shstep13,13,0,616,7,5
SSH61,SSH,asee_shstep15,15,0,654,7,6
SSH61,SSH,asee_shstep17,17,0,943,7,0
SSH61,SSH,asee_shstep05,5,1,565,8,3
SSH61,SSH,asee_shstep07,7,1,603,8,5
SSH61,SSH,asee_shstep09,9,1,585,8,1
SSH61,SSH,asee_shstep11,11,0,515,8,6
SSH61,SSH,asee_shstep13,13,0,622,8,4
SSH61,SSH,asee_shstep15,15,0,729,8,0
SSH61,SSH,asee_shstep17,17,0,667,8,2
SSH61,SSH,asee_shstep05,5,1,495,9,2
SSH61,SSH,asee_shstep07,7,1,447,9,1
SSH61,SSH,asee_shstep09,9,1,509,9,6
SSH61,SSH,asee_shstep11,11,0,223,9,4
SSH61,SSH,asee_shstep13,13,0,497,9,5
SSH61,SSH,asee_shstep15,15,0,418,9,3
SSH61,SSH,asee_shstep17,17,0,619,9,0
SSH61,SSH,asee_shstep05,5,1,608,10,4
SSH61,SSH,asee_shstep07,7,1,611,10,1
SSH61,SSH,asee_shstep09,9,1,790,10,5
SSH61,SSH,asee_shstep11,11,0,532,10,0
SSH61,SSH,asee_shstep13,13,0,635,10,6
SSH61,SSH,asee_shstep15,15,0,562,10,2
SSH61,SSH,asee_shstep17,17,0,494,10,3
SSH62,SSH,asee_shstep05,5,0,3973,1,0
SSH62,SSH,asee_shstep07,7,0,2399,1,1
SSH62,SSH,asee_shstep09,9,0,2502,1,4
SSH62,SSH,asee_shstep11,11,1,1648,1,5
SSH62,SSH,asee_shstep13,13,0,1497,1,6
SSH62,SSH,asee_shstep15,15,0,2614,1,2
SSH62,SSH,asee_shstep17,17,0,2549,1,3
SSH62,SSH,asee_shstep05,5,0,2100,2,0
SSH62,SSH,asee_shstep07,7,1,1616,2,5
SSH62,SSH,asee_shstep09,9,1,2268,2,3
SSH62,SSH,asee_shstep11,11,1,1985,2,2
SSH62,SSH,asee_shstep13,13,0,1430,2,4
SSH62,SSH,asee_shstep15,15,1,1996,2,6
SSH62,SSH,asee_shstep17,17,0,757,2,1
SSH62,SSH,asee_shstep05,5,1,784,3,3
SSH62,SSH,asee_shstep07,7,0,1290,3,1
SSH62,SSH,asee_shstep09,9,0,1546,3,2
SSH62,SSH,asee_shstep11,11,0,1536,3,5
SSH62,SSH,asee_shstep13,13,0,1752,3,0
SSH62,SSH,asee_shstep15,15,1,1301,3,4
SSH62,SSH,asee_shstep17,17,0,1705,3,6
SSH62,SSH,asee_shstep05,5,1,2655,4,4
SSH62,SSH,asee_shstep07,7,0,1638,4,0
SSH62,SSH,asee_shstep09,9,1,1337,4,3
SSH62,SSH,asee_shstep11,11,1,2272,4,6
SSH62,SSH,asee_shstep13,13,0,1283,4,1
SSH62,SSH,asee_shstep15,15,0,1279,4,2
SSH62,SSH,asee_shstep17,17,1,1399,4,5
SSH62,SSH,asee_shstep05,5,1,1031,5,0
SSH62,SSH,asee_shstep07,7,1,763,5,6
SSH62,SSH,asee_shstep09,9,0,700,5,5
SSH62,SSH,asee_shstep11,11,0,799,5,1
SSH62,SSH,asee_shstep13,13,0,865,5,4
SSH62,SSH,asee_shstep15,15,0,772,5,3
SSH62,SSH,asee_shstep17,17,0,1035,5,2
SSH62,SSH,asee_shstep05,5,1,762,6,2
SSH62,SSH,asee_shstep07,7,0,578,6,5
SSH62,SSH,asee_shstep09,9,0,684,6,6
SSH62,SSH,asee_shstep11,11,0,754,6,1
SSH62,SSH,asee_shstep13,13,0,750,6,3
SSH62,SSH,asee_shstep15,15,0,673,6,0
SSH62,SSH,asee_shstep17,17,0,540,6,4
SSH62,SSH,asee_shstep05,5,1,774,7,4
SSH62,SSH,asee_shstep07,7,1,983,7,3
SSH62,SSH,asee_shstep09,9,0,849,7,2
SSH62,SSH,asee_shstep11,11,0,685,7,1
SSH62,SSH,asee_shstep13,13,0,673,7,5
SSH62,SSH,asee_shstep15,15,0,761,7,6
SSH62,SSH,asee_shstep17,17,0,689,7,0
SSH62,SSH,asee_shstep05,5,1,724,8,3
SSH62,SSH,asee_shstep07,7,1,685,8,5
SSH62,SSH,asee_shstep09,9,0,754,8,1
SSH62,SSH,asee_shstep11,11,0,674,8,6
SSH62,SSH,asee_shstep13,13,0,762,8,4
SSH62,SSH,asee_shstep15,15,0,711,8,0
SSH62,SSH,asee_shstep17,17,0,714,8,2
SSH62,SSH,asee_shstep05,5,1,949,9,2
SSH62,SSH,asee_shstep07,7,1,736,9,1
SSH62,SSH,asee_shstep09,9,0,729,9,6
SSH62,SSH,asee_shstep11,11,1,955,9,4
SSH62,SSH,asee_shstep13,13,0,1120,9,5
SSH62,SSH,asee_shstep15,15,0,1074,9,3
SSH62,SSH,asee_shstep17,17,0,604,9,0
SSH62,SSH,asee_shstep05,5,1,827,10,4
SSH62,SSH,asee_shstep07,7,1,671,10,1
SSH62,SSH,asee_shstep09,9,1,684,10,5
SSH62,SSH,asee_shstep11,11,0,690,10,0
SSH62,SSH,asee_shstep13,13,0,650,10,6
SSH62,SSH,asee_shstep15,15,0,691,10,2
SSH62,SSH,asee_shstep17,17,0,632,10,3
SSH63,SSH,asee_shstep05,5,NA,0,1,0
SSH63,SSH,asee_shstep07,7,1,3584,1,1
SSH63,SSH,asee_shstep09,9,1,2646,1,4
SSH63,SSH,asee_shstep11,11,1,1912,1,5
SSH63,SSH,asee_shstep13,13,0,1869,1,6
SSH63,SSH,asee_shstep15,15,NA,0,1,2
SSH63,SSH,asee_shstep17,17,0,1145,1,3
SSH63,SSH,asee_shstep05,5,1,876,2,0
SSH63,SSH,asee_shstep07,7,1,760,2,5
SSH63,SSH,asee_shstep09,9,1,1315,2,3
SSH63,SSH,asee_shstep11,11,1,1188,2,2
SSH63,SSH,asee_shstep13,13,0,765,2,4
SSH63,SSH,asee_shstep15,15,0,1212,2,6
SSH63,SSH,asee_shstep17,17,0,750,2,1
SSH63,SSH,asee_shstep05,5,1,786,3,3
SSH63,SSH,asee_shstep07,7,1,736,3,1
SSH63,SSH,asee_shstep09,9,1,590,3,2
SSH63,SSH,asee_shstep11,11,1,815,3,5
SSH63,SSH,asee_shstep13,13,1,1035,3,0
SSH63,SSH,asee_shstep15,15,1,1319,3,4
SSH63,SSH,asee_shstep17,17,0,577,3,6
SSH63,SSH,asee_shstep05,5,1,844,4,4
SSH63,SSH,asee_shstep07,7,1,837,4,0
SSH63,SSH,asee_shstep09,9,1,699,4,3
SSH63,SSH,asee_shstep11,11,1,904,4,6
SSH63,SSH,asee_shstep13,13,0,785,4,1
SSH63,SSH,asee_shstep15,15,0,712,4,2
SSH63,SSH,asee_shstep17,17,0,1020,4,5
SSH63,SSH,asee_shstep05,5,1,718,5,0
SSH63,SSH,asee_shstep07,7,1,668,5,6
SSH63,SSH,asee_shstep09,9,1,574,5,5
SSH63,SSH,asee_shstep11,11,1,684,5,1
SSH63,SSH,asee_shstep13,13,0,748,5,4
SSH63,SSH,asee_shstep15,15,0,645,5,3
SSH63,SSH,asee_shstep17,17,0,627,5,2
SSH63,SSH,asee_shstep05,5,1,630,6,2
SSH63,SSH,asee_shstep07,7,1,707,6,5
SSH63,SSH,asee_shstep09,9,1,643,6,6
SSH63,SSH,asee_shstep11,11,1,769,6,1
SSH63,SSH,asee_shstep13,13,1,577,6,3
SSH63,SSH,asee_shstep15,15,0,653,6,0
SSH63,SSH,asee_shstep17,17,0,604,6,4
SSH63,SSH,asee_shstep05,5,1,675,7,4
SSH63,SSH,asee_shstep07,7,1,848,7,3
SSH63,SSH,asee_shstep09,9,1,774,7,2
SSH63,SSH,asee_shstep11,11,1,838,7,1
SSH63,SSH,asee_shstep13,13,0,971,7,5
SSH63,SSH,asee_shstep15,15,0,747,7,6
SSH63,SSH,asee_shstep17,17,0,743,7,0
SSH63,SSH,asee_shstep05,5,1,634,8,3
SSH63,SSH,asee_shstep07,7,1,1035,8,5
SSH63,SSH,asee_shstep09,9,1,550,8,1
SSH63,SSH,asee_shstep11,11,1,861,8,6
SSH63,SSH,asee_shstep13,13,0,675,8,4
SSH63,SSH,asee_shstep15,15,0,687,8,0
SSH63,SSH,asee_shstep17,17,0,739,8,2
SSH63,SSH,asee_shstep05,5,1,581,9,2
SSH63,SSH,asee_shstep07,7,1,596,9,1
SSH63,SSH,asee_shstep09,9,1,568,9,6
SSH63,SSH,asee_shstep11,11,0,644,9,4
SSH63,SSH,asee_shstep13,13,0,601,9,5
SSH63,SSH,asee_shstep15,15,0,615,9,3
SSH63,SSH,asee_shstep17,17,0,682,9,0
SSH63,SSH,asee_shstep05,5,1,662,10,4
SSH63,SSH,asee_shstep07,7,1,1171,10,1
SSH63,SSH,asee_shstep09,9,1,1113,10,5
SSH63,SSH,asee_shstep11,11,1,903,10,0
SSH63,SSH,asee_shstep13,13,1,1535,10,6
SSH63,SSH,asee_shstep15,15,0,720,10,2
SSH63,SSH,asee_shstep17,17,0,554,10,3
SSH64,SSH,asee_shstep05,5,1,2978,1,0
SSH64,SSH,asee_shstep07,7,NA,0,1,1
SSH64,SSH,asee_shstep09,9,2,2136,1,6
SSH64,SSH,asee_shstep11,11,0,3788,1,3
SSH64,SSH,asee_shstep13,13,NA,0,1,4
SSH64,SSH,asee_shstep15,15,0,2349,1,5
SSH64,SSH,asee_shstep17,17,0,841,1,2
SSH64,SSH,asee_shstep05,5,NA,0,2,1
SSH64,SSH,asee_shstep07,7,NA,0,2,4
SSH64,SSH,asee_shstep09,9,NA,0,2,3
SSH64,SSH,asee_shstep11,11,NA,0,2,5
SSH64,SSH,asee_shstep13,13,NA,0,2,6
SSH64,SSH,asee_shstep15,15,0,1713,2,0
SSH64,SSH,asee_shstep17,17,NA,0,2,2
SSH64,SSH,asee_shstep05,5,0,1064,3,4
SSH64,SSH,asee_shstep07,7,0,2693,3,0
SSH64,SSH,asee_shstep09,9,NA,0,3,3
SSH64,SSH,asee_shstep11,11,0,1552,3,5
SSH64,SSH,asee_shstep13,13,NA,0,3,1
SSH64,SSH,asee_shstep15,15,NA,0,3,2
SSH64,SSH,asee_shstep17,17,NA,0,3,6
SSH64,SSH,asee_shstep05,5,0,1122,4,2
SSH64,SSH,asee_shstep07,7,NA,0,4,1
SSH64,SSH,asee_shstep09,9,NA,0,4,6
SSH64,SSH,asee_shstep11,11,NA,0,4,4
SSH64,SSH,asee_shstep13,13,0,473,4,3
SSH64,SSH,asee_shstep15,15,3,779,4,0
SSH64,SSH,asee_shstep17,17,0,1685,4,5
SSH64,SSH,asee_shstep05,5,2,1746,5,0
SSH64,SSH,asee_shstep07,7,3,1039,5,5
SSH64,SSH,asee_shstep09,9,0,1041,5,3
SSH64,SSH,asee_shstep11,11,2,1367,5,4
SSH64,SSH,asee_shstep13,13,3,1139,5,2
SSH64,SSH,asee_shstep15,15,1,1066,5,1
SSH64,SSH,asee_shstep17,17,2,1137,5,6
SSH64,SSH,asee_shstep05,5,3,1062,6,6
SSH64,SSH,asee_shstep07,7,3,566,6,0
SSH64,SSH,asee_shstep09,9,0,834,6,5
SSH64,SSH,asee_shstep11,11,3,992,6,2
SSH64,SSH,asee_shstep13,13,2,1058,6,4
SSH64,SSH,asee_shstep15,15,1,1202,6,1
SSH64,SSH,asee_shstep17,17,1,1118,6,3
SSH64,SSH,asee_shstep05,5,3,1898,7,2
SSH64,SSH,asee_shstep07,7,1,2221,7,1
SSH64,SSH,asee_shstep09,9,2,1698,7,0
SSH64,SSH,asee_shstep11,11,2,1843,7,4
SSH64,SSH,asee_shstep13,13,2,1045,7,6
SSH64,SSH,asee_shstep15,15,2,2595,7,3
SSH64,SSH,asee_shstep17,17,0,672,7,5
SSH64,SSH,asee_shstep05,5,0,783,8,0
SSH64,SSH,asee_shstep07,7,1,1963,8,3
SSH64,SSH,asee_shstep09,9,1,1517,8,2
SSH64,SSH,asee_shstep11,11,3,1407,8,5
SSH64,SSH,asee_shstep13,13,2,1960,8,4
SSH64,SSH,asee_shstep15,15,2,2015,8,6
SSH64,SSH,asee_shstep17,17,1,3491,8,1
SSH64,SSH,asee_shstep05,5,0,728,9,4
SSH64,SSH,asee_shstep07,7,0,1116,9,2
SSH64,SSH,asee_shstep09,9,3,1309,9,3
SSH64,SSH,asee_shstep11,11,0,1914,9,6
SSH64,SSH,asee_shstep13,13,2,1182,9,1
SSH64,SSH,asee_shstep15,15,0,736,9,0
SSH64,SSH,asee_shstep17,17,0,1243,9,5
SSH64,SSH,asee_shstep05,5,0,2170,10,1
SSH64,SSH,asee_shstep07,7,0,1235,10,0
SSH64,SSH,asee_shstep09,9,0,2875,10,2
SSH64,SSH,asee_shstep11,11,0,4304,10,4
SSH64,SSH,asee_shstep13,13,0,2379,10,5
SSH64,SSH,asee_shstep15,15,0,2169,10,3
SSH64,SSH,asee_shstep17,17,NA,0,10,6
SSH65,SSH,asee_shstep05,5,1,1248,1,5
SSH65,SSH,asee_shstep07,7,1,961,1,0
SSH65,SSH,asee_shstep09,9,1,1223,1,2
SSH65,SSH,asee_shstep11,11,0,753,1,1
SSH65,SSH,asee_shstep13,13,0,839,1,6
SSH65,SSH,asee_shstep15,15,0,1713,1,4
SSH65,SSH,asee_shstep17,17,0,809,1,3
SSH65,SSH,asee_shstep05,5,1,816,2,5
SSH65,SSH,asee_shstep07,7,1,871,2,3
SSH65,SSH,asee_shstep09,9,1,964,2,2
SSH65,SSH,asee_shstep11,11,1,1197,2,4
SSH65,SSH,asee_shstep13,13,0,1270,2,6
SSH65,SSH,asee_shstep15,15,0,847,2,1
SSH65,SSH,asee_shstep17,17,0,1459,2,0
SSH65,SSH,asee_shstep05,5,1,708,3,5
SSH65,SSH,asee_shstep07,7,1,746,3,4
SSH65,SSH,asee_shstep09,9,1,681,3,3
SSH65,SSH,asee_shstep11,11,0,711,3,6
SSH65,SSH,asee_shstep13,13,0,676,3,1
SSH65,SSH,asee_shstep15,15,0,968,3,0
SSH65,SSH,asee_shstep17,17,0,711,3,2
SSH65,SSH,asee_shstep05,5,1,751,4,2
SSH65,SSH,asee_shstep07,7,1,849,4,6
SSH65,SSH,asee_shstep09,9,1,662,4,1
SSH65,SSH,asee_shstep11,11,1,983,4,5
SSH65,SSH,asee_shstep13,13,0,852,4,0
SSH65,SSH,asee_shstep15,15,0,870,4,3
SSH65,SSH,asee_shstep17,17,0,866,4,4
SSH65,SSH,asee_shstep05,5,1,813,5,6
SSH65,SSH,asee_shstep07,7,1,894,5,0
SSH65,SSH,asee_shstep09,9,1,920,5,4
SSH65,SSH,asee_shstep11,11,0,1284,5,5
SSH65,SSH,asee_shstep13,13,0,954,5,2
SSH65,SSH,asee_shstep15,15,0,1062,5,1
SSH65,SSH,asee_shstep17,17,0,815,5,3
SSH65,SSH,asee_shstep05,5,1,744,6,3
SSH65,SSH,asee_shstep07,7,1,754,6,5
SSH65,SSH,asee_shstep09,9,1,788,6,2
SSH65,SSH,asee_shstep11,11,0,865,6,6
SSH65,SSH,asee_shstep13,13,0,951,6,0
SSH65,SSH,asee_shstep15,15,0,1091,6,4
SSH65,SSH,asee_shstep17,17,0,845,6,1
SSH65,SSH,asee_shstep05,5,1,793,7,6
SSH65,SSH,asee_shstep07,7,1,788,7,4
SSH65,SSH,asee_shstep09,9,1,718,7,2
SSH65,SSH,asee_shstep11,11,0,812,7,3
SSH65,SSH,asee_shstep13,13,0,752,7,5
SSH65,SSH,asee_shstep15,15,0,1026,7,1
SSH65,SSH,asee_shstep17,17,0,751,7,0
SSH65,SSH,asee_shstep05,5,1,721,8,4
SSH65,SSH,asee_shstep07,7,1,686,8,5
SSH65,SSH,asee_shstep09,9,1,753,8,2
SSH65,SSH,asee_shstep11,11,0,702,8,6
SSH65,SSH,asee_shstep13,13,0,693,8,0
SSH65,SSH,asee_shstep15,15,0,722,8,3
SSH65,SSH,asee_shstep17,17,0,760,8,1
SSH65,SSH,asee_shstep05,5,1,850,9,2
SSH65,SSH,asee_shstep07,7,1,734,9,5
SSH65,SSH,asee_shstep09,9,1,751,9,0
SSH65,SSH,asee_shstep11,11,0,732,9,6
SSH65,SSH,asee_shstep13,13,0,818,9,4
SSH65,SSH,asee_shstep15,15,0,783,9,1
SSH65,SSH,asee_shstep17,17,0,820,9,3
SSH65,SSH,asee_shstep05,5,1,679,10,0
SSH65,SSH,asee_shstep07,7,1,694,10,6
SSH65,SSH,asee_shstep09,9,1,639,10,1
SSH65,SSH,asee_shstep11,11,0,658,10,4
SSH65,SSH,asee_shstep13,13,0,935,10,3
SSH65,SSH,asee_shstep15,15,0,807,10,5
SSH65,SSH,asee_shstep17,17,0,720,10,2
SSH65,SSH,asee_shstep05,5,1,680,11,5
SSH65,SSH,asee_shstep07,7,1,694,11,4
SSH65,SSH,asee_shstep09,9,1,848,11,2
SSH65,SSH,asee_shstep11,11,0,726,11,1
SSH65,SSH,asee_shstep13,13,0,682,11,3
SSH65,SSH,asee_shstep15,15,0,719,11,0
SSH65,SSH,asee_shstep17,17,0,721,11,6
SSH65,SSH,asee_shstep05,5,1,656,12,2
SSH65,SSH,asee_shstep07,7,1,659,12,5
SSH65,SSH,asee_shstep09,9,0,928,12,4
SSH65,SSH,asee_shstep11,11,0,871,12,0
SSH65,SSH,asee_shstep13,13,0,1034,12,6
SSH65,SSH,asee_shstep15,15,0,1051,12,3
SSH65,SSH,asee_shstep17,17,0,824,12,1
