subject,condition,audio,step,sAnswer,rt,stepRepetition,trial
ABM27,ABM,asee_shstep09,9,1,744,6,4
ABM27,ABM,asee_shstep11,11,0,937,6,0
ABM27,ABM,asee_shstep13,13,1,962,6,3
ABM27,ABM,asee_shstep15,15,0,870,6,2
ABM27,ABM,asee_shstep17,17,0,666,6,6
ABM27,ABM,asee_shstep05,5,1,1077,7,3
ABM27,ABM,asee_shstep07,7,1,1619,7,5
ABM27,ABM,asee_shstep09,9,1,822,7,0
ABM27,ABM,asee_shstep11,11,1,1275,7,4
ABM27,ABM,asee_shstep13,13,0,830,7,1
ABM27,ABM,asee_shstep15,15,0,595,7,6
ABM27,ABM,asee_shstep17,17,0,1020,7,2
ABM27,ABM,asee_shstep05,5,1,709,8,6
ABM27,ABM,asee_shstep07,7,1,694,8,5
ABM27,ABM,asee_shstep09,9,1,643,8,1
ABM27,ABM,asee_shstep11,11,1,647,8,2
ABM27,ABM,asee_shstep13,13,1,627,8,4
ABM27,ABM,asee_shstep15,15,0,755,8,0
ABM27,ABM,asee_shstep17,17,0,800,8,3
ABM27,ABM,asee_shstep05,5,1,749,9,2
ABM27,ABM,asee_shstep07,7,1,1492,9,4
ABM27,ABM,asee_shstep09,9,1,691,9,5
ABM27,ABM,asee_shstep11,11,1,855,9,6
ABM27,ABM,asee_shstep13,13,0,1959,9,0
ABM27,ABM,asee_shstep15,15,0,591,9,3
ABM27,ABM,asee_shstep17,17,0,671,9,1
ABM27,ABM,asee_shstep05,5,1,569,10,2
ABM27,ABM,asee_shstep07,7,1,541,10,5
ABM27,ABM,asee_shstep09,9,0,1564,10,4
ABM27,ABM,asee_shstep11,11,1,1439,10,3
ABM27,ABM,asee_shstep13,13,0,2358,10,1
ABM27,ABM,asee_shstep15,15,0,706,10,0
ABM27,ABM,asee_shstep17,17,0,534,10,6
ABM28,ABM,asee_shstep05,5,1,1518,1,0
ABM28,ABM,asee_shstep07,7,1,1196,1,6
ABM28,ABM,asee_shstep09,9,0,837,1,2
ABM28,ABM,asee_shstep11,11,0,858,1,5
ABM28,ABM,asee_shstep13,13,0,728,1,3
ABM28,ABM,asee_shstep15,15,0,782,1,4
ABM28,ABM,asee_shstep17,17,0,794,1,1
ABM28,ABM,asee_shstep05,5,1,841,2,2
ABM28,ABM,asee_shstep07,7,0,1418,2,1
ABM28,ABM,asee_shstep09,9,0,766,2,4
ABM28,ABM,asee_shstep11,11,1,1849,2,6
ABM28,ABM,asee_shstep13,13,0,1008,2,0
ABM28,ABM,asee_shstep15,15,0,801,2,3
ABM28,ABM,asee_shstep17,17,0,1187,2,5
ABM28,ABM,asee_shstep05,5,1,729,3,0
ABM28,ABM,asee_shstep07,7,1,977,3,5
ABM28,ABM,asee_shstep09,9,1,905,3,4
ABM28,ABM,asee_shstep11,11,0,660,3,2
ABM28,ABM,asee_shstep13,13,0,771,3,6
ABM28,ABM,asee_shstep15,15,0,780,3,3
ABM28,ABM,asee_shstep17,17,0,752,3,1
ABM28,ABM,asee_shstep05,5,1,724,4,5
ABM28,ABM,asee_shstep07,7,1,829,4,0
ABM28,ABM,asee_shstep09,9,0,645,4,2
ABM28,ABM,asee_shstep11,11,0,664,4,3
ABM28,ABM,asee_shstep13,13,0,578,4,4
ABM28,ABM,asee_shstep15,15,0,734,4,6
ABM28,ABM,asee_shstep17,17,0,638,4,1
ABM28,ABM,asee_shstep05,5,1,718,5,4
ABM28,ABM,asee_shstep07,7,1,665,5,0
ABM28,ABM,asee_shstep09,9,0,427,5,6
ABM28,ABM,asee_shstep11,11,0,408,5,5
ABM28,ABM,asee_shstep13,13,NA,698,5,3
ABM28,ABM,asee_shstep15,15,0,570,5,2
ABM28,ABM,asee_shstep17,17,0,633,5,1
ABM28,ABM,asee_shstep05,5,1,761,6,4
ABM28,ABM,asee_shstep07,7,1,701,6,3
ABM28,ABM,asee_shstep09,9,0,609,6,2
ABM28,ABM,asee_shstep11,11,0,791,6,5
ABM28,ABM,asee_shstep13,13,0,619,6,1
ABM28,ABM,asee_shstep15,15,0,636,6,0
ABM28,ABM,asee_shstep17,17,0,615,6,6
ABM28,ABM,asee_shstep05,5,1,658,7,2
ABM28,ABM,asee_shstep07,7,1,742,7,6
ABM28,ABM,asee_shstep09,9,1,1555,7,0
ABM28,ABM,asee_shstep11,11,0,557,7,3
ABM28,ABM,asee_shstep13,13,0,671,7,4
ABM28,ABM,asee_shstep15,15,0,509,7,5
ABM28,ABM,asee_shstep17,17,0,631,7,1
ABM28,ABM,asee_shstep05,5,1,500,8,6
ABM28,ABM,asee_shstep07,7,1,735,8,0
ABM28,ABM,asee_shstep09,9,1,623,8,3
ABM28,ABM,asee_shstep11,11,0,883,8,4
ABM28,ABM,asee_shstep13,13,0,590,8,5
ABM28,ABM,asee_shstep15,15,0,581,8,1
ABM28,ABM,asee_shstep17,17,0,635,8,2
ABM28,ABM,asee_shstep05,5,1,684,9,5
ABM28,ABM,asee_shstep07,7,1,634,9,1
ABM28,ABM,asee_shstep09,9,0,837,9,4
ABM28,ABM,asee_shstep11,11,0,594,9,6
ABM28,ABM,asee_shstep13,13,0,644,9,0
ABM28,ABM,asee_shstep15,15,1,490,9,2
ABM28,ABM,asee_shstep17,17,0,692,9,3
ABM28,ABM,asee_shstep05,5,1,817,10,3
ABM28,ABM,asee_shstep07,7,0,351,10,6
ABM28,ABM,asee_shstep09,9,1,750,10,4
ABM28,ABM,asee_shstep11,11,0,197,10,1
ABM28,ABM,asee_shstep13,13,0,480,10,0
ABM28,ABM,asee_shstep15,15,0,701,10,2
ABM28,ABM,asee_shstep17,17,0,451,10,5
ABM29,ABM,asee_shstep05,5,1,1058,1,1
ABM29,ABM,asee_shstep07,7,1,2067,1,6
ABM29,ABM,asee_shstep09,9,1,811,1,3
ABM29,ABM,asee_shstep11,11,0,1261,1,5
ABM29,ABM,asee_shstep13,13,0,1607,1,4
ABM29,ABM,asee_shstep15,15,0,1452,1,0
ABM29,ABM,asee_shstep17,17,0,1139,1,2
ABM29,ABM,asee_shstep05,5,1,789,2,4
ABM29,ABM,asee_shstep07,7,1,867,2,6
ABM29,ABM,asee_shstep09,9,1,667,2,5
ABM29,ABM,asee_shstep11,11,0,887,2,3
ABM29,ABM,asee_shstep13,13,0,859,2,1
ABM29,ABM,asee_shstep15,15,0,703,2,0
ABM29,ABM,asee_shstep17,17,0,770,2,2
ABM29,ABM,asee_shstep05,5,1,664,3,6
ABM29,ABM,asee_shstep07,7,1,741,3,5
ABM29,ABM,asee_shstep09,9,1,732,3,0
ABM29,ABM,asee_shstep11,11,0,999,3,3
ABM29,ABM,asee_shstep13,13,0,921,3,4
ABM29,ABM,asee_shstep15,15,0,572,3,2
ABM29,ABM,asee_shstep17,17,0,638,3,1
ABM29,ABM,asee_shstep05,5,1,679,4,0
ABM29,ABM,asee_shstep07,7,1,649,4,1
ABM29,ABM,asee_shstep09,9,1,687,4,4
ABM29,ABM,asee_shstep11,11,0,1314,4,2
ABM29,ABM,asee_shstep13,13,0,523,4,3
ABM29,ABM,asee_shstep15,15,0,540,4,6
ABM29,ABM,asee_shstep17,17,0,646,4,5
ABM29,ABM,asee_shstep05,5,1,723,5,1
ABM29,ABM,asee_shstep07,7,1,681,5,2
ABM29,ABM,asee_shstep09,9,1,721,5,3
ABM29,ABM,asee_shstep11,11,1,810,5,6
ABM29,ABM,asee_shstep13,13,0,482,5,5
ABM29,ABM,asee_shstep15,15,0,584,5,4
ABM29,ABM,asee_shstep17,17,0,639,5,0
ABM29,ABM,asee_shstep05,5,1,635,6,5
ABM29,ABM,asee_shstep07,7,1,672,6,6
ABM29,ABM,asee_shstep09,9,1,704,6,3
ABM29,ABM,asee_shstep11,11,0,749,6,0
ABM29,ABM,asee_shstep13,13,1,1056,6,4
ABM29,ABM,asee_shstep15,15,0,615,6,2
ABM29,ABM,asee_shstep17,17,0,1173,6,1
ABM29,ABM,asee_shstep05,5,1,645,7,6
ABM29,ABM,asee_shstep07,7,1,628,7,0
ABM29,ABM,asee_shstep09,9,1,728,7,1
ABM29,ABM,asee_shstep11,11,0,641,7,5
ABM29,ABM,asee_shstep13,13,0,586,7,2
ABM29,ABM,asee_shstep15,15,0,596,7,4
ABM29,ABM,asee_shstep17,17,0,559,7,3
ABM29,ABM,asee_shstep05,5,1,606,8,0
ABM29,ABM,asee_shstep07,7,1,690,8,6
ABM29,ABM,asee_shstep09,9,1,865,8,4
ABM29,ABM,asee_shstep11,11,1,922,8,2
ABM29,ABM,asee_shstep13,13,0,549,8,1
ABM29,ABM,asee_shstep15,15,0,555,8,3
ABM29,ABM,asee_shstep17,17,0,581,8,5
ABM29,ABM,asee_shstep05,5,1,581,9,0
ABM29,ABM,asee_shstep07,7,1,630,9,6
ABM29,ABM,asee_shstep09,9,1,795,9,1
ABM29,ABM,asee_shstep11,11,0,418,9,2
ABM29,ABM,asee_shstep13,13,0,496,9,5
ABM29,ABM,asee_shstep15,15,0,519,9,4
ABM29,ABM,asee_shstep17,17,0,610,9,3
ABM29,ABM,asee_shstep05,5,1,628,10,5
ABM29,ABM,asee_shstep07,7,1,594,10,3
ABM29,ABM,asee_shstep09,9,1,633,10,2
ABM29,ABM,asee_shstep11,11,0,454,10,6
ABM29,ABM,asee_shstep13,13,0,613,10,0
ABM29,ABM,asee_shstep15,15,0,554,10,1
ABM29,ABM,asee_shstep17,17,0,624,10,4
ABM30,ABM,asee_shstep05,5,1,931,1,1
ABM30,ABM,asee_shstep07,7,1,1963,1,6
ABM30,ABM,asee_shstep09,9,1,879,1,3
ABM30,ABM,asee_shstep11,11,1,922,1,5
ABM30,ABM,asee_shstep13,13,0,843,1,4
ABM30,ABM,asee_shstep15,15,1,1183,1,0
ABM30,ABM,asee_shstep17,17,0,1029,1,2
ABM30,ABM,asee_shstep05,5,1,658,2,4
ABM30,ABM,asee_shstep07,7,1,772,2,6
ABM30,ABM,asee_shstep09,9,1,694,2,5
ABM30,ABM,asee_shstep11,11,0,668,2,3
ABM30,ABM,asee_shstep13,13,1,1568,2,1
ABM30,ABM,asee_shstep15,15,0,872,2,0
ABM30,ABM,asee_shstep17,17,0,880,2,2
ABM30,ABM,asee_shstep05,5,1,627,3,6
ABM30,ABM,asee_shstep07,7,1,603,3,5
ABM30,ABM,asee_shstep09,9,1,788,3,0
ABM30,ABM,asee_shstep11,11,0,710,3,3
ABM30,ABM,asee_shstep13,13,1,739,3,4
ABM30,ABM,asee_shstep15,15,0,667,3,2
ABM30,ABM,asee_shstep17,17,0,739,3,1
ABM30,ABM,asee_shstep05,5,1,598,4,0
ABM30,ABM,asee_shstep07,7,1,559,4,1
ABM30,ABM,asee_shstep09,9,0,795,4,4
ABM30,ABM,asee_shstep11,11,0,623,4,2
ABM30,ABM,asee_shstep13,13,0,656,4,3
ABM30,ABM,asee_shstep15,15,0,549,4,6
ABM30,ABM,asee_shstep17,17,0,698,4,5
ABM30,ABM,asee_shstep05,5,1,638,5,1
ABM30,ABM,asee_shstep07,7,1,598,5,2
ABM30,ABM,asee_shstep09,9,1,561,5,3
ABM30,ABM,asee_shstep11,11,1,807,5,6
ABM30,ABM,asee_shstep13,13,0,612,5,5
ABM30,ABM,asee_shstep15,15,0,852,5,4
ABM30,ABM,asee_shstep17,17,0,693,5,0
ABM30,ABM,asee_shstep05,5,1,554,6,5
ABM30,ABM,asee_shstep07,7,1,688,6,6
ABM30,ABM,asee_shstep09,9,1,604,6,3
ABM30,ABM,asee_shstep11,11,1,639,6,0
ABM30,ABM,asee_shstep13,13,0,551,6,4
ABM30,ABM,asee_shstep15,15,0,580,6,2
ABM30,ABM,asee_shstep17,17,0,583,6,1
ABM30,ABM,asee_shstep05,5,1,601,7,6
ABM30,ABM,asee_shstep07,7,1,663,7,0
ABM30,ABM,asee_shstep09,9,1,586,7,1
ABM30,ABM,asee_shstep11,11,1,571,7,5
ABM30,ABM,asee_shstep13,13,0,611,7,2
ABM30,ABM,asee_shstep15,15,0,623,7,4
ABM30,ABM,asee_shstep17,17,0,639,7,3
ABM30,ABM,asee_shstep05,5,1,598,8,0
ABM30,ABM,asee_shstep07,7,1,511,8,6
ABM30,ABM,asee_shstep09,9,1,536,8,4
ABM30,ABM,asee_shstep11,11,1,461,8,2
ABM30,ABM,asee_shstep13,13,0,513,8,1
ABM30,ABM,asee_shstep15,15,0,552,8,3
ABM30,ABM,asee_shstep17,17,0,571,8,5
ABM30,ABM,asee_shstep05,5,1,544,9,0
ABM30,ABM,asee_shstep07,7,1,509,9,6
ABM30,ABM,asee_shstep09,9,1,572,9,1
ABM30,ABM,asee_shstep11,11,1,640,9,2
ABM30,ABM,asee_shstep13,13,0,525,9,5
ABM30,ABM,asee_shstep15,15,0,504,9,4
ABM30,ABM,asee_shstep17,17,0,565,9,3
ABM30,ABM,asee_shstep05,5,1,612,10,5
ABM30,ABM,asee_shstep07,7,1,585,10,3
ABM30,ABM,asee_shstep09,9,1,597,10,2
ABM30,ABM,asee_shstep11,11,1,557,10,6
ABM30,ABM,asee_shstep13,13,0,607,10,0
ABM30,ABM,asee_shstep15,15,0,541,10,1
ABM30,ABM,asee_shstep17,17,0,637,10,4
ABM31,ABM,asee_shstep05,5,1,744,1,1
ABM31,ABM,asee_shstep07,7,1,1819,1,6
ABM31,ABM,asee_shstep09,9,1,1128,1,3
ABM31,ABM,asee_shstep11,11,0,834,1,5
ABM31,ABM,asee_shstep13,13,0,728,1,4
ABM31,ABM,asee_shstep15,15,0,741,1,0
ABM31,ABM,asee_shstep17,17,0,760,1,2
ABM31,ABM,asee_shstep05,5,1,780,2,4
ABM31,ABM,asee_shstep07,7,1,799,2,6
ABM31,ABM,asee_shstep09,9,1,641,2,5
ABM31,ABM,asee_shstep11,11,0,673,2,3
ABM31,ABM,asee_shstep13,13,0,637,2,1
ABM31,ABM,asee_shstep15,15,0,705,2,0
ABM31,ABM,asee_shstep17,17,0,719,2,2
ABM31,ABM,asee_shstep05,5,1,693,3,6
ABM31,ABM,asee_shstep07,7,1,682,3,5
ABM31,ABM,asee_shstep09,9,1,883,3,0
ABM31,ABM,asee_shstep11,11,0,1022,3,3
ABM31,ABM,asee_shstep13,13,0,611,3,4
ABM31,ABM,asee_shstep15,15,0,590,3,2
ABM31,ABM,asee_shstep17,17,0,552,3,1
ABM31,ABM,asee_shstep05,5,1,687,4,0
ABM31,ABM,asee_shstep07,7,1,591,4,1
ABM31,ABM,asee_shstep09,9,0,529,4,4
ABM31,ABM,asee_shstep11,11,0,729,4,2
ABM31,ABM,asee_shstep13,13,0,660,4,3
ABM31,ABM,asee_shstep15,15,0,672,4,6
ABM31,ABM,asee_shstep17,17,0,722,4,5
ABM31,ABM,asee_shstep05,5,1,601,5,1
ABM31,ABM,asee_shstep07,7,1,616,5,2
ABM31,ABM,asee_shstep09,9,1,691,5,3
ABM31,ABM,asee_shstep11,11,1,759,5,6
ABM31,ABM,asee_shstep13,13,0,540,5,5
ABM31,ABM,asee_shstep15,15,0,595,5,4
ABM31,ABM,asee_shstep17,17,0,622,5,0
ABM31,ABM,asee_shstep05,5,1,595,6,5
ABM31,ABM,asee_shstep07,7,1,742,6,6
ABM31,ABM,asee_shstep09,9,1,843,6,3
ABM31,ABM,asee_shstep11,11,0,710,6,0
ABM31,ABM,asee_shstep13,13,0,769,6,4
ABM31,ABM,asee_shstep15,15,0,622,6,2
ABM31,ABM,asee_shstep17,17,0,638,6,1
ABM31,ABM,asee_shstep05,5,1,671,7,6
ABM31,ABM,asee_shstep07,7,1,670,7,0
ABM31,ABM,asee_shstep09,9,1,830,7,1
ABM31,ABM,asee_shstep11,11,0,706,7,5
ABM31,ABM,asee_shstep13,13,0,665,7,2
ABM31,ABM,asee_shstep15,15,0,652,7,4
ABM31,ABM,asee_shstep17,17,0,678,7,3
ABM31,ABM,asee_shstep05,5,1,597,8,0
ABM31,ABM,asee_shstep07,7,1,816,8,6
ABM31,ABM,asee_shstep09,9,1,659,8,4
ABM31,ABM,asee_shstep11,11,0,917,8,2
ABM31,ABM,asee_shstep13,13,0,721,8,1
ABM31,ABM,asee_shstep15,15,0,703,8,3
ABM31,ABM,asee_shstep17,17,0,704,8,5
ABM31,ABM,asee_shstep05,5,1,650,9,0
ABM31,ABM,asee_shstep07,7,1,619,9,6
ABM31,ABM,asee_shstep09,9,1,716,9,1
ABM31,ABM,asee_shstep11,11,0,716,9,2
ABM31,ABM,asee_shstep13,13,0,683,9,5
ABM31,ABM,asee_shstep15,15,0,561,9,4
ABM31,ABM,asee_shstep17,17,0,608,9,3
ABM31,ABM,asee_shstep05,5,1,583,10,5
ABM31,ABM,asee_shstep07,7,1,770,10,3
ABM31,ABM,asee_shstep09,9,0,680,10,2
ABM31,ABM,asee_shstep11,11,0,616,10,6
ABM31,ABM,asee_shstep13,13,0,518,10,0
ABM31,ABM,asee_shstep15,15,0,609,10,1
ABM31,ABM,asee_shstep17,17,0,672,10,4
ABM32,ABM,asee_shstep05,5,1,2096,1,2
ABM32,ABM,asee_shstep07,7,1,1213,1,0
ABM32,ABM,asee_shstep09,9,1,2294,1,5
ABM32,ABM,asee_shstep11,11,0,505,1,1
ABM32,ABM,asee_shstep13,13,0,864,1,4
ABM32,ABM,asee_shstep15,15,0,1093,1,6
ABM32,ABM,asee_shstep17,17,0,597,1,3
ABM32,ABM,asee_shstep05,5,1,1639,2,0
ABM32,ABM,asee_shstep07,7,1,1120,2,3
ABM32,ABM,asee_shstep09,9,1,919,2,1
ABM32,ABM,asee_shstep11,11,0,691,2,2
ABM32,ABM,asee_shstep13,13,0,592,2,6
ABM32,ABM,asee_shstep15,15,0,563,2,5
ABM32,ABM,asee_shstep17,17,0,604,2,4
ABM32,ABM,asee_shstep05,5,1,573,3,3
ABM32,ABM,asee_shstep07,7,1,1506,3,0
ABM32,ABM,asee_shstep09,9,0,608,3,4
ABM32,ABM,asee_shstep11,11,0,641,3,2
ABM32,ABM,asee_shstep13,13,0,589,3,5
ABM32,ABM,asee_shstep15,15,0,577,3,6
ABM32,ABM,asee_shstep17,17,0,536,3,1
ABM32,ABM,asee_shstep05,5,1,816,4,2
ABM32,ABM,asee_shstep07,7,1,2354,4,5
ABM32,ABM,asee_shstep09,9,1,2144,4,4
ABM32,ABM,asee_shstep11,11,0,953,4,0
ABM32,ABM,asee_shstep13,13,0,471,4,6
ABM32,ABM,asee_shstep15,15,0,1074,4,1
ABM32,ABM,asee_shstep17,17,0,663,4,3
ABM32,ABM,asee_shstep05,5,1,717,5,1
ABM32,ABM,asee_shstep07,7,1,1114,5,0
ABM32,ABM,asee_shstep09,9,1,791,5,6
ABM32,ABM,asee_shstep11,11,0,781,5,4
ABM32,ABM,asee_shstep13,13,0,929,5,5
ABM32,ABM,asee_shstep15,15,0,1225,5,2
ABM32,ABM,asee_shstep17,17,0,778,5,3
ABM32,ABM,asee_shstep05,5,1,930,6,0
ABM32,ABM,asee_shstep07,7,1,668,6,4
ABM32,ABM,asee_shstep09,9,0,692,6,6
ABM32,ABM,asee_shstep11,11,0,789,6,5
ABM32,ABM,asee_shstep13,13,0,761,6,1
ABM32,ABM,asee_shstep15,15,0,804,6,2
ABM32,ABM,asee_shstep17,17,0,707,6,3
ABM32,ABM,asee_shstep05,5,1,816,7,3
ABM32,ABM,asee_shstep07,7,1,642,7,4
ABM32,ABM,asee_shstep09,9,1,746,7,5
ABM32,ABM,asee_shstep11,11,0,724,7,2
ABM32,ABM,asee_shstep13,13,0,732,7,0
ABM32,ABM,asee_shstep15,15,0,849,7,1
ABM32,ABM,asee_shstep17,17,0,730,7,6
ABM32,ABM,asee_shstep05,5,1,651,8,3
ABM32,ABM,asee_shstep07,7,1,636,8,2
ABM32,ABM,asee_shstep09,9,1,949,8,1
ABM32,ABM,asee_shstep11,11,0,741,8,0
ABM32,ABM,asee_shstep13,13,0,821,8,4
ABM32,ABM,asee_shstep15,15,0,820,8,5
ABM32,ABM,asee_shstep17,17,0,962,8,6
ABM32,ABM,asee_shstep05,5,1,704,9,4
ABM32,ABM,asee_shstep07,7,1,643,9,1
ABM32,ABM,asee_shstep09,9,1,1024,9,0
ABM32,ABM,asee_shstep11,11,0,1954,9,3
ABM32,ABM,asee_shstep13,13,0,747,9,5
ABM32,ABM,asee_shstep15,15,0,836,9,2
ABM32,ABM,asee_shstep17,17,0,1094,9,6
ABM32,ABM,asee_shstep05,5,0,603,10,2
ABM32,ABM,asee_shstep07,7,1,1009,10,3
ABM32,ABM,asee_shstep09,9,1,734,10,5
ABM32,ABM,asee_shstep11,11,1,968,10,6
ABM32,ABM,asee_shstep13,13,0,896,10,4
ABM32,ABM,asee_shstep15,15,0,770,10,1
ABM32,ABM,asee_shstep17,17,0,601,10,0
ABM33,ABM,asee_shstep05,5,1,1053,1,4
ABM33,ABM,asee_shstep07,7,1,859,1,6
ABM33,ABM,asee_shstep09,9,1,903,1,0
ABM33,ABM,asee_shstep11,11,1,1738,1,5
ABM33,ABM,asee_shstep13,13,0,3523,1,2
ABM33,ABM,asee_shstep15,15,0,801,1,3
ABM33,ABM,asee_shstep17,17,1,2726,1,1
ABM33,ABM,asee_shstep05,5,1,700,2,0
ABM33,ABM,asee_shstep07,7,1,692,2,1
ABM33,ABM,asee_shstep09,9,0,631,2,6
ABM33,ABM,asee_shstep11,11,0,660,2,4
ABM33,ABM,asee_shstep13,13,0,712,2,5
ABM33,ABM,asee_shstep15,15,0,694,2,3
ABM33,ABM,asee_shstep17,17,0,999,2,2
ABM33,ABM,asee_shstep05,5,1,574,3,6
ABM33,ABM,asee_shstep07,7,1,832,3,5
ABM33,ABM,asee_shstep09,9,0,1516,3,2
ABM33,ABM,asee_shstep11,11,1,1099,3,1
ABM33,ABM,asee_shstep13,13,1,1071,3,0
ABM33,ABM,asee_shstep15,15,0,443,3,3
ABM33,ABM,asee_shstep17,17,0,647,3,4
ABM33,ABM,asee_shstep05,5,1,969,4,2
ABM33,ABM,asee_shstep07,7,1,812,4,0
ABM33,ABM,asee_shstep09,9,1,791,4,6
ABM33,ABM,asee_shstep11,11,1,1273,4,5
ABM33,ABM,asee_shstep13,13,1,1603,4,1
ABM33,ABM,asee_shstep15,15,0,920,4,3
ABM33,ABM,asee_shstep17,17,0,808,4,4
ABM33,ABM,asee_shstep05,5,1,850,5,5
ABM33,ABM,asee_shstep07,7,1,780,5,6
ABM33,ABM,asee_shstep09,9,1,699,5,4
ABM33,ABM,asee_shstep11,11,1,1292,5,2
ABM33,ABM,asee_shstep13,13,0,947,5,0
ABM33,ABM,asee_shstep15,15,0,865,5,1
ABM33,ABM,asee_shstep17,17,0,870,5,3
ABM33,ABM,asee_shstep05,5,1,718,6,6
ABM33,ABM,asee_shstep07,7,1,1069,6,4
ABM33,ABM,asee_shstep09,9,0,719,6,3
ABM33,ABM,asee_shstep11,11,0,652,6,1
ABM33,ABM,asee_shstep13,13,0,632,6,0
ABM33,ABM,asee_shstep15,15,0,694,6,5
ABM33,ABM,asee_shstep17,17,0,642,6,2
ABM33,ABM,asee_shstep05,5,1,689,7,2
ABM33,ABM,asee_shstep07,7,1,784,7,1
ABM33,ABM,asee_shstep09,9,0,605,7,5
ABM33,ABM,asee_shstep11,11,0,2299,7,4
ABM33,ABM,asee_shstep13,13,0,642,7,6
ABM33,ABM,asee_shstep15,15,0,758,7,0
ABM33,ABM,asee_shstep17,17,0,757,7,3
ABM33,ABM,asee_shstep05,5,1,837,8,6
ABM33,ABM,asee_shstep07,7,1,712,8,4
ABM33,ABM,asee_shstep09,9,1,834,8,3
ABM33,ABM,asee_shstep11,11,0,891,8,2
ABM33,ABM,asee_shstep13,13,0,583,8,0
ABM33,ABM,asee_shstep15,15,0,687,8,5
ABM33,ABM,asee_shstep17,17,0,687,8,1
ABM33,ABM,asee_shstep05,5,1,1022,9,0
ABM33,ABM,asee_shstep07,7,1,1064,9,5
ABM33,ABM,asee_shstep09,9,1,685,9,1
ABM33,ABM,asee_shstep11,11,1,862,9,6
ABM33,ABM,asee_shstep13,13,1,879,9,3
ABM33,ABM,asee_shstep15,15,0,628,9,4
ABM33,ABM,asee_shstep17,17,0,863,9,2
ABM33,ABM,asee_shstep05,5,1,647,10,1
ABM33,ABM,asee_shstep07,7,1,611,10,2
ABM33,ABM,asee_shstep09,9,1,676,10,4
ABM33,ABM,asee_shstep11,11,1,757,10,0
ABM33,ABM,asee_shstep13,13,0,658,10,5
ABM33,ABM,asee_shstep15,15,0,678,10,6
ABM33,ABM,asee_shstep17,17,0,740,10,3
ABM34,ABM,asee_shstep05,5,1,1209,1,4
ABM34,ABM,asee_shstep07,7,1,979,1,6
ABM34,ABM,asee_shstep09,9,0,2212,1,0
ABM34,ABM,asee_shstep11,11,0,1310,1,5
ABM34,ABM,asee_shstep13,13,0,1916,1,2
ABM34,ABM,asee_shstep15,15,0,1286,1,3
ABM34,ABM,asee_shstep17,17,0,1131,1,1
ABM34,ABM,asee_shstep05,5,1,892,2,0
ABM34,ABM,asee_shstep07,7,1,850,2,1
ABM34,ABM,asee_shstep09,9,1,817,2,6
ABM34,ABM,asee_shstep11,11,0,1250,2,4
ABM34,ABM,asee_shstep13,13,0,1099,2,5
ABM34,ABM,asee_shstep15,15,0,1014,2,3
ABM34,ABM,asee_shstep17,17,0,902,2,2
ABM34,ABM,asee_shstep05,5,1,986,3,6
ABM34,ABM,asee_shstep07,7,1,1117,3,5
ABM34,ABM,asee_shstep09,9,NA,0,3,2
ABM34,ABM,asee_shstep11,11,0,1054,3,1
ABM34,ABM,asee_shstep13,13,0,955,3,0
ABM34,ABM,asee_shstep15,15,0,841,3,3
ABM34,ABM,asee_shstep17,17,0,956,3,4
ABM34,ABM,asee_shstep05,5,1,832,4,2
ABM34,ABM,asee_shstep07,7,1,1014,4,0
ABM34,ABM,asee_shstep09,9,1,911,4,6
ABM34,ABM,asee_shstep11,11,1,1358,4,5
ABM34,ABM,asee_shstep13,13,0,710,4,1
ABM34,ABM,asee_shstep15,15,0,857,4,3
ABM34,ABM,asee_shstep17,17,0,839,4,4
ABM34,ABM,asee_shstep05,5,1,794,5,5
ABM34,ABM,asee_shstep07,7,1,926,5,6
ABM34,ABM,asee_shstep09,9,1,789,5,4
ABM34,ABM,asee_shstep11,11,0,1042,5,2
ABM34,ABM,asee_shstep13,13,0,1150,5,0
ABM34,ABM,asee_shstep15,15,0,954,5,1
ABM34,ABM,asee_shstep17,17,0,1055,5,3
ABM34,ABM,asee_shstep05,5,1,767,6,6
ABM34,ABM,asee_shstep07,7,1,838,6,4
ABM34,ABM,asee_shstep09,9,1,790,6,3
ABM34,ABM,asee_shstep11,11,0,510,6,1
ABM34,ABM,asee_shstep13,13,0,658,6,0
ABM34,ABM,asee_shstep15,15,0,983,6,5
ABM34,ABM,asee_shstep17,17,0,704,6,2
ABM34,ABM,asee_shstep05,5,1,778,7,2
ABM34,ABM,asee_shstep07,7,NA,0,7,1
ABM34,ABM,asee_shstep09,9,1,855,7,5
ABM34,ABM,asee_shstep11,11,0,1662,7,4
ABM34,ABM,asee_shstep13,13,0,913,7,6
ABM34,ABM,asee_shstep15,15,0,1189,7,0
ABM34,ABM,asee_shstep17,17,0,770,7,3
ABM34,ABM,asee_shstep05,5,1,718,8,6
ABM34,ABM,asee_shstep07,7,1,595,8,4
ABM34,ABM,asee_shstep09,9,1,648,8,3
ABM34,ABM,asee_shstep11,11,1,960,8,2
ABM34,ABM,asee_shstep13,13,0,1004,8,0
ABM34,ABM,asee_shstep15,15,0,698,8,5
ABM34,ABM,asee_shstep17,17,0,981,8,1
ABM34,ABM,asee_shstep05,5,1,695,9,0
ABM34,ABM,asee_shstep07,7,1,623,9,5
ABM34,ABM,asee_shstep09,9,1,735,9,1
ABM34,ABM,asee_shstep11,11,1,918,9,6
ABM34,ABM,asee_shstep13,13,0,617,9,3
