subject,condition,word,wordType,grammarType,trial,nounAnswer,nounAnswer2,rt
Subject101,abm,grapple,filler,notnoun,65,0,notnoun,1650
Subject101,abm,relate,filler,notnoun,66,0,notnoun,1266
Subject101,abm,animal,filler,noun,67,1,noun,1098
Subject101,abm,embody,filler,notnoun,68,0,notnoun,1183
Subject101,abm,wrinkle,filler,noun,69,0,notnoun,1523
Subject101,abm,grammatical,filler,notnoun,7,0,notnoun,1155
Subject101,abm,garden,filler,noun,70,1,noun,1232
Subject101,abm,become,filler,notnoun,71,0,notnoun,1203
Subject101,abm,surrenderstep0,critical,notnoun,72,0,notnoun,1377
Subject101,abm,human,filler,noun,73,1,noun,1025
Subject101,abm,secondstep20,critical,noun,74,0,notnoun,1598
Subject101,abm,omelet,filler,noun,75,1,noun,1142
Subject101,abm,acerbicstep20,critical,notnoun,76,0,notnoun,3253
Subject101,abm,degree,filler,noun,77,1,noun,1030
Subject101,abm,anemia,filler,noun,78,1,noun,1561
Subject101,abm,gullible,filler,notnoun,79,0,notnoun,1132
Subject101,abm,appear,filler,notnoun,8,0,notnoun,1401
Subject101,abm,yoghurt,filler,noun,80,1,noun,1128
Subject101,abm,recovery,filler,noun,81,0,notnoun,1090
Subject101,abm,parable,filler,noun,82,1,noun,1624
Subject101,abm,basementstep20,critical,noun,83,1,noun,1379
Subject101,abm,image,filler,noun,84,1,noun,1078
Subject101,abm,remedial,filler,notnoun,85,0,notnoun,1326
Subject101,abm,severalstep20,critical,notnoun,86,0,notnoun,1366
Subject101,abm,mineral,filler,noun,87,1,noun,1066
Subject101,abm,bakery,filler,noun,88,1,noun,1424
Subject101,abm,felony,filler,noun,89,1,noun,1469
Subject101,abm,royalty,filler,noun,9,0,notnoun,1681
Subject101,abm,annoying,filler,notnoun,90,0,notnoun,1884
Subject101,abm,energy,filler,noun,91,1,noun,2007
Subject101,abm,harmful,filler,notnoun,92,0,notnoun,1461
Subject101,abm,develop,filler,notnoun,93,0,notnoun,1216
Subject101,abm,hidden,filler,notnoun,94,0,notnoun,1278
Subject101,abm,opaque,filler,notnoun,95,0,notnoun,1526
Subject101,abm,alone,filler,notnoun,96,0,notnoun,1361
Subject101,abm,ballerina,filler,noun,97,1,noun,1249
Subject101,abm,ironic,filler,notnoun,98,0,notnoun,1216
Subject101,abm,dragon,filler,noun,99,1,noun,1154
Subject101,abm,parrot,filler,noun,0,1,noun,1446
Subject103,bam,embody,filler,notnoun,1,0,notnoun,1818
Subject103,bam,pineapple,filler,noun,10,1,noun,1044
Subject103,bam,remind,filler,notnoun,11,0,notnoun,1801
Subject103,bam,relate,filler,notnoun,12,0,notnoun,1740
Subject103,bam,parrot,filler,noun,13,1,noun,994
Subject103,bam,engine,filler,noun,14,1,noun,1092
Subject103,bam,arkansasstep10,critical,noun,15,1,noun,2186
Subject103,bam,degree,filler,noun,16,1,noun,1711
Subject103,bam,fumble,filler,notnoun,17,0,notnoun,2651
Subject103,bam,malpracticestep10,critical,noun,18,1,noun,4357
Subject103,bam,bakery,filler,noun,19,1,noun,1382
Subject103,bam,ironic,filler,notnoun,2,0,notnoun,1553
Subject103,bam,hamburger,filler,noun,20,1,noun,985
Subject103,bam,document,filler,noun,21,1,noun,1231
Subject103,bam,weekly,filler,notnoun,22,0,notnoun,1734
Subject103,bam,immoral,filler,notnoun,23,0,notnoun,1244
Subject103,bam,opaque,filler,notnoun,24,0,notnoun,1224
Subject103,bam,energy,filler,noun,25,1,noun,1626
Subject103,bam,rehearsalstep8,critical,noun,26,1,noun,1828
Subject103,bam,ballerina,filler,noun,27,1,noun,982
Subject103,bam,america,filler,noun,28,1,noun,970
Subject103,bam,regular,filler,notnoun,29,0,notnoun,2467
Subject103,bam,failure,filler,noun,3,1,noun,2497
Subject103,bam,around,filler,notnoun,30,0,notnoun,1761
Subject103,bam,freeze,filler,notnoun,31,0,notnoun,1737
Subject103,bam,human,filler,noun,32,1,noun,910
Subject103,bam,umbrella,filler,noun,33,1,noun,1163
Subject103,bam,unique,filler,notnoun,34,0,notnoun,1118
Subject103,bam,parable,filler,noun,35,1,noun,1475
Subject103,bam,tobacco,filler,noun,36,1,noun,1234
Subject103,bam,remedial,filler,notnoun,37,0,notnoun,1282
Subject103,bam,appear,filler,notnoun,38,0,notnoun,1340
Subject103,bam,marina,filler,noun,39,1,noun,1182
Subject103,bam,kidnap,filler,notnoun,4,0,notnoun,2097
Subject103,bam,tutorial,filler,noun,40,1,noun,1233
Subject103,bam,image,filler,noun,41,1,noun,1095
Subject103,bam,overcome,filler,notnoun,42,0,notnoun,1390
Subject103,bam,become,filler,notnoun,43,0,notnoun,1640
Subject103,bam,immune,filler,notnoun,44,0,notnoun,2242
Subject103,bam,honeymoon,filler,noun,45,1,noun,1174
Subject103,bam,embassystep11,critical,noun,46,1,noun,1176
Subject103,bam,beauty,filler,noun,47,0,notnoun,1705
Subject103,bam,totally,filler,notnoun,48,0,notnoun,1174
Subject103,bam,mineral,filler,noun,49,1,noun,1166
Subject103,bam,recover,filler,notnoun,5,0,notnoun,1559
Subject103,bam,harmful,filler,notnoun,50,0,notnoun,1395
Subject103,bam,ignore,filler,notnoun,51,0,notnoun,2193
Subject103,bam,omelet,filler,noun,52,1,noun,909
Subject103,bam,homogeneousstep11,critical,notnoun,53,0,notnoun,1151
Subject103,bam,pregnancystep8,critical,noun,54,0,notnoun,1228
Subject103,bam,vibrant,filler,notnoun,55,0,notnoun,2925
Subject103,bam,camera,filler,noun,56,1,noun,908
Subject103,bam,typical,filler,notnoun,57,0,notnoun,1733
Subject103,bam,alone,filler,notnoun,58,0,notnoun,1493
Subject103,bam,family,filler,noun,59,1,noun,1174
Subject103,bam,garden,filler,noun,6,1,noun,1052
Subject103,bam,embarassingstep9,critical,notnoun,60,0,notnoun,2263
Subject103,bam,animal,filler,noun,61,1,noun,882
Subject103,bam,tennesseestep11,critical,noun,62,1,noun,1041
Subject103,bam,grammatical,filler,notnoun,63,0,notnoun,4034
Subject103,bam,nervousstep13,critical,notnoun,64,0,notnoun,1483
Subject103,bam,enroll,filler,notnoun,65,0,notnoun,1102
Subject103,bam,announcementstep8,critical,noun,66,1,noun,1184
Subject103,bam,global,filler,notnoun,67,0,notnoun,1118
Subject103,bam,guilty,filler,notnoun,68,0,notnoun,1605
Subject103,bam,eraserstep8,critical,noun,69,1,noun,1123
Subject103,bam,peninsulastep11,critical,noun,7,1,noun,1064
Subject103,bam,warrantee,filler,noun,70,1,noun,2174
Subject103,bam,yoghurt,filler,noun,71,1,noun,1280
Subject103,bam,royal,filler,notnoun,72,0,notnoun,1345
Subject103,bam,eternal,filler,notnoun,73,0,notnoun,1323
Subject103,bam,hidden,filler,notnoun,74,0,notnoun,1062
Subject103,bam,dragon,filler,noun,75,1,noun,934
Subject103,bam,annoying,filler,notnoun,76,0,notnoun,1638
Subject103,bam,evolve,filler,notnoun,77,0,notnoun,1664
Subject103,bam,hallucinatestep8,critical,notnoun,78,0,notnoun,1654
Subject103,bam,miraculousstep10,critical,notnoun,79,0,notnoun,1830
Subject103,bam,avenue,filler,noun,8,1,noun,1203
Subject103,bam,occupy,filler,notnoun,80,0,notnoun,2199
Subject103,bam,utensilstep10,critical,noun,81,1,noun,976
Subject103,bam,anemia,filler,noun,82,1,noun,2933
Subject103,bam,dinosaurstep8,critical,noun,83,1,noun,946
Subject103,bam,yell,filler,notnoun,84,0,notnoun,1251
Subject103,bam,arthritisstep8,critical,noun,86,1,noun,1364
Subject103,bam,addressstep12,critical,noun,87,1,noun,1344
Subject103,bam,momentary,filler,notnoun,88,0,notnoun,1360
Subject103,bam,develop,filler,notnoun,89,0,notnoun,1280
Subject103,bam,military,filler,noun,9,1,noun,1023
Subject103,bam,gullible,filler,notnoun,90,0,notnoun,1189
Subject103,bam,lawyer,filler,noun,91,1,noun,1052
Subject103,bam,depend,filler,notnoun,92,0,notnoun,1833
Subject103,bam,wrinkle,filler,noun,93,1,noun,3309
Subject103,bam,embracestep9,critical,notnoun,94,0,notnoun,1179
Subject103,bam,coliseumstep9,critical,noun,95,1,noun,1889
Subject103,bam,grapple,filler,notnoun,96,0,notnoun,1111
Subject103,bam,manually,filler,notnoun,97,0,notnoun,1228
Subject103,bam,felony,filler,noun,98,1,noun,1189
Subject103,bam,brain,filler,noun,99,1,noun,857
Subject103,bam,romantic,filler,notnoun,0,0,notnoun,1941
Subject106,abm,lawyer,filler,noun,1,1,noun,1786
Subject106,abm,omelet,filler,noun,10,1,noun,1739
Subject106,abm,guilty,filler,notnoun,11,0,notnoun,1187
Subject106,abm,immune,filler,notnoun,12,0,notnoun,1427
Subject106,abm,america,filler,noun,13,1,noun,3083
Subject106,abm,enroll,filler,notnoun,14,0,notnoun,2049
Subject106,abm,tobacco,filler,noun,15,1,noun,1553
Subject106,abm,superpowerstep0,critical,noun,16,0,notnoun,2347
Subject106,abm,regular,filler,notnoun,17,0,notnoun,3032
Subject106,abm,weekly,filler,notnoun,18,0,notnoun,1449
Subject106,abm,parable,filler,noun,19,0,notnoun,1485
Subject106,abm,family,filler,noun,2,1,noun,3068
Subject106,abm,honeymoon,filler,noun,20,1,noun,4007
Subject106,abm,relate,filler,notnoun,22,0,notnoun,1534
Subject106,abm,felony,filler,noun,23,0,notnoun,1573
Subject106,abm,ironic,filler,notnoun,24,0,notnoun,2328
Subject106,abm,annoying,filler,notnoun,25,0,notnoun,1497
Subject106,abm,camera,filler,noun,26,1,noun,1235
Subject106,abm,appear,filler,notnoun,27,0,notnoun,1488
Subject106,abm,casserolestep0,critical,noun,28,1,noun,3455
Subject106,abm,umbrella,filler,noun,29,1,noun,1429
Subject106,abm,failure,filler,noun,3,0,notnoun,1579
Subject106,abm,energy,filler,noun,30,0,notnoun,1107
Subject106,abm,alone,filler,notnoun,31,0,notnoun,1348
Subject106,abm,hidden,filler,notnoun,32,0,notnoun,1728
Subject106,abm,evolve,filler,notnoun,33,0,notnoun,1552
Subject106,abm,human,filler,noun,34,1,noun,2983
Subject106,abm,dragon,filler,noun,35,1,noun,1250
Subject106,abm,embody,filler,notnoun,36,0,notnoun,1287
Subject106,abm,wrinkle,filler,noun,37,1,noun,3082
Subject106,abm,manually,filler,notnoun,38,0,notnoun,2968
Subject106,abm,hamburger,filler,noun,39,1,noun,1279
Subject106,abm,fumble,filler,notnoun,4,0,notnoun,1827
Subject106,abm,tutorial,filler,noun,40,1,noun,2530
Subject106,abm,yoghurt,filler,noun,41,1,noun,1239
Subject106,abm,image,filler,noun,42,1,noun,1378
Subject106,abm,solidstep0,critical,notnoun,43,1,noun,4155
Subject106,abm,submarinestep0,critical,noun,44,1,noun,1658
Subject106,abm,momentary,filler,notnoun,45,0,notnoun,1665
Subject106,abm,gullible,filler,notnoun,46,0,notnoun,1368
Subject106,abm,severalstep20,critical,notnoun,47,1,noun,2788
Subject106,abm,vibrant,filler,notnoun,48,0,notnoun,1666
Subject106,abm,mineral,filler,noun,49,1,noun,1421
Subject106,abm,become,filler,notnoun,5,0,notnoun,1858
Subject106,abm,typical,filler,notnoun,50,0,notnoun,1308
Subject106,abm,ballerina,filler,noun,51,1,noun,1098
Subject106,abm,remind,filler,notnoun,52,0,notnoun,1379
Subject106,abm,depend,filler,notnoun,53,0,notnoun,2003
Subject106,abm,ciderstep0,critical,noun,54,1,noun,4047
Subject106,abm,totally,filler,notnoun,55,0,notnoun,1346
Subject106,abm,seaweedstep20,critical,noun,56,1,noun,1423
Subject106,abm,engine,filler,noun,57,1,noun,1267
Subject106,abm,harmful,filler,notnoun,58,0,notnoun,1306
Subject106,abm,orbital,filler,notnoun,59,0,notnoun,1118
Subject106,abm,immoral,filler,notnoun,6,0,notnoun,2642
Subject106,abm,marina,filler,noun,60,1,noun,3834
Subject106,abm,avenue,filler,noun,61,1,noun,2047
Subject106,abm,basementstep20,critical,noun,62,1,noun,1309
Subject106,abm,parrot,filler,noun,63,1,noun,1113
Subject106,abm,sabrestep20,critical,noun,64,1,noun,3408
Subject106,abm,bakery,filler,noun,65,1,noun,1150
Subject106,abm,brain,filler,noun,67,1,noun,1419
Subject106,abm,yell,filler,notnoun,68,0,notnoun,1468
Subject106,abm,gasolinestep0,critical,noun,69,1,noun,1345
Subject106,abm,sidewalkstep0,critical,noun,7,1,noun,1759
Subject106,abm,remedial,filler,notnoun,70,0,notnoun,1229
Subject106,abm,anemia,filler,noun,71,0,notnoun,1427
Subject106,abm,pineapple,filler,noun,73,1,noun,1279
Subject106,abm,animal,filler,noun,74,1,noun,971
Subject106,abm,document,filler,noun,75,1,noun,1593
Subject106,abm,surrenderstep0,critical,notnoun,76,0,notnoun,1530
Subject106,abm,unique,filler,notnoun,77,0,notnoun,1337
Subject106,abm,grammatical,filler,notnoun,78,0,notnoun,1108
Subject106,abm,kidnap,filler,notnoun,79,0,notnoun,1222
Subject106,abm,freeze,filler,notnoun,8,0,notnoun,1898
Subject106,abm,around,filler,notnoun,80,0,notnoun,1445
Subject106,abm,sufferstep0,critical,notnoun,81,0,notnoun,1328
Subject106,abm,beauty,filler,noun,82,0,notnoun,1326
Subject106,abm,garden,filler,noun,83,1,noun,1215
Subject106,abm,sandalstep20,critical,noun,84,1,noun,2041
Subject106,abm,secludedstep20,critical,notnoun,85,0,notnoun,1528
Subject106,abm,ignore,filler,notnoun,86,0,notnoun,1409
Subject106,abm,eternal,filler,notnoun,87,0,notnoun,1283
Subject106,abm,recovery,filler,noun,88,0,notnoun,1959
Subject106,abm,occupy,filler,notnoun,89,0,notnoun,2581
Subject106,abm,saltystep20,critical,notnoun,9,0,notnoun,3087
Subject106,abm,overcome,filler,notnoun,90,0,notnoun,1539
Subject106,abm,romantic,filler,notnoun,91,0,notnoun,2270
Subject106,abm,develop,filler,notnoun,92,0,notnoun,1699
Subject106,abm,military,filler,noun,93,1,noun,1914
Subject106,abm,warrantee,filler,noun,94,0,notnoun,1312
Subject106,abm,silverstep0,critical,noun,95,0,notnoun,3844
Subject106,abm,acerbicstep20,critical,notnoun,96,0,notnoun,3729
Subject106,abm,secondstep20,critical,noun,97,0,notnoun,1641
Subject106,abm,similarstep0,critical,notnoun,98,0,notnoun,1779
Subject106,abm,grapple,filler,notnoun,99,0,notnoun,1748
Subject106,abm,opaque,filler,notnoun,0,0,notnoun,2388
Subject108,abm,annoying,filler,notnoun,1,0,notnoun,1545
Subject108,abm,solidstep0,critical,notnoun,10,1,noun,3982
Subject108,abm,remind,filler,notnoun,11,0,notnoun,1482
Subject108,abm,parable,filler,noun,12,1,noun,2950
Subject108,abm,failure,filler,noun,13,0,notnoun,1926
Subject108,abm,omelet,filler,noun,14,1,noun,1513
Subject108,abm,hamburger,filler,noun,15,1,noun,1264
Subject108,abm,similarstep0,critical,notnoun,16,0,notnoun,2454
Subject108,abm,embody,filler,notnoun,17,0,notnoun,1646
Subject108,abm,energy,filler,noun,18,1,noun,2624
Subject108,abm,fumble,filler,notnoun,19,0,notnoun,1481
Subject108,abm,manually,filler,notnoun,2,0,notnoun,1802
Subject108,abm,severalstep20,critical,notnoun,20,1,noun,3282
Subject108,abm,weekly,filler,notnoun,21,0,notnoun,3432
Subject108,abm,animal,filler,noun,22,1,noun,1546
Subject108,abm,acerbicstep20,critical,notnoun,23,1,noun,2278
Subject108,abm,become,filler,notnoun,24,0,notnoun,1648
Subject108,abm,freeze,filler,notnoun,25,0,notnoun,3147
Subject108,abm,enroll,filler,notnoun,26,0,notnoun,1449
Subject108,abm,opaque,filler,notnoun,27,1,noun,1931
Subject108,abm,secondstep20,critical,noun,28,1,noun,3078
Subject108,abm,saltystep20,critical,notnoun,29,0,notnoun,1981
Subject108,abm,tobacco,filler,noun,3,1,noun,1616
Subject108,abm,lawyer,filler,noun,30,1,noun,2042
Subject108,abm,orbital,filler,notnoun,31,0,notnoun,2387
Subject108,abm,image,filler,noun,32,1,noun,1624
Subject108,abm,depend,filler,notnoun,33,0,notnoun,1424
Subject108,abm,eternal,filler,notnoun,34,0,notnoun,1839
Subject108,abm,romantic,filler,notnoun,35,0,notnoun,1479
Subject108,abm,yell,filler,notnoun,36,0,notnoun,1903
Subject108,abm,immoral,filler,notnoun,37,0,notnoun,1783
Subject108,abm,casserolestep0,critical,noun,38,0,notnoun,1698
Subject108,abm,brain,filler,noun,39,1,noun,1257
Subject108,abm,develop,filler,notnoun,4,0,notnoun,1759
Subject108,abm,relate,filler,notnoun,40,0,notnoun,1457
Subject108,abm,vibrant,filler,notnoun,41,0,notnoun,1556
Subject108,abm,family,filler,noun,42,1,noun,1544
Subject108,abm,gasolinestep0,critical,noun,43,1,noun,1667
Subject108,abm,basementstep20,critical,noun,44,1,noun,1521
Subject108,abm,silverstep0,critical,noun,45,1,noun,1657
Subject108,abm,superpowerstep0,critical,noun,46,1,noun,1986
Subject108,abm,avenue,filler,noun,47,1,noun,1365
Subject108,abm,mineral,filler,noun,48,1,noun,1319
Subject108,abm,sufferstep0,critical,notnoun,49,0,notnoun,1814
Subject108,abm,alone,filler,notnoun,5,0,notnoun,1654
Subject108,abm,surrenderstep0,critical,notnoun,50,0,notnoun,1537
Subject108,abm,ironic,filler,notnoun,51,0,notnoun,1678
Subject108,abm,military,filler,noun,52,1,noun,1905
Subject108,abm,gullible,filler,notnoun,53,0,notnoun,1246
Subject108,abm,sandalstep20,critical,noun,54,1,noun,1832
Subject108,abm,engine,filler,noun,55,1,noun,1191
Subject108,abm,yoghurt,filler,noun,56,1,noun,1840
Subject108,abm,warrantee,filler,noun,57,1,noun,1857
Subject108,abm,ciderstep0,critical,noun,58,1,noun,2043
Subject108,abm,unique,filler,notnoun,59,0,notnoun,1520
Subject108,abm,america,filler,noun,6,1,noun,2277
Subject108,abm,parrot,filler,noun,60,1,noun,1294
Subject108,abm,submarinestep0,critical,noun,61,1,noun,1503
Subject108,abm,degree,filler,noun,62,1,noun,1466
Subject108,abm,immune,filler,notnoun,63,0,notnoun,1465
Subject108,abm,camera,filler,noun,64,1,noun,1302
Subject108,abm,global,filler,notnoun,65,1,noun,2638
Subject108,abm,human,filler,noun,66,1,noun,1215
Subject108,abm,typical,filler,notnoun,67,0,notnoun,1456
Subject108,abm,royalty,filler,noun,68,1,noun,1703
Subject108,abm,honeymoon,filler,noun,69,1,noun,1544
Subject108,abm,document,filler,noun,7,1,noun,2290
Subject108,abm,tutorial,filler,noun,70,1,noun,1632
Subject108,abm,grammatical,filler,notnoun,71,0,notnoun,1339
Subject108,abm,evolve,filler,notnoun,72,0,notnoun,1499
Subject108,abm,appear,filler,notnoun,73,0,notnoun,1333
Subject108,abm,marina,filler,noun,74,1,noun,1335
Subject108,abm,hidden,filler,notnoun,75,0,notnoun,1225
Subject108,abm,sabrestep20,critical,noun,76,1,noun,1845
Subject108,abm,wrinkle,filler,noun,77,1,noun,1991
Subject108,abm,kidnap,filler,notnoun,78,1,noun,1727
Subject108,abm,umbrella,filler,noun,79,1,noun,1366
Subject108,abm,pineapple,filler,noun,8,1,noun,1728
Subject108,abm,felony,filler,noun,80,1,noun,1809
Subject108,abm,guilty,filler,notnoun,81,0,notnoun,1814
Subject108,abm,regular,filler,notnoun,82,0,notnoun,1242
Subject108,abm,momentary,filler,notnoun,83,0,notnoun,1329
Subject108,abm,garden,filler,noun,84,1,noun,1337
Subject108,abm,remedial,filler,notnoun,85,0,notnoun,1349
Subject108,abm,secludedstep20,critical,notnoun,86,0,notnoun,1542
Subject108,abm,around,filler,notnoun,87,0,notnoun,2183
Subject108,abm,harmful,filler,notnoun,88,0,notnoun,1305
Subject108,abm,totally,filler,notnoun,89,0,notnoun,1408
Subject108,abm,occupy,filler,notnoun,9,0,notnoun,1654
Subject108,abm,grapple,filler,notnoun,90,0,notnoun,1122
Subject108,abm,bakery,filler,noun,91,1,noun,1297
Subject108,abm,overcome,filler,notnoun,92,0,notnoun,1675
Subject108,abm,ignore,filler,notnoun,93,0,notnoun,1963
Subject108,abm,beauty,filler,noun,94,1,noun,1802
Subject108,abm,seaweedstep20,critical,noun,95,1,noun,1519
Subject108,abm,ballerina,filler,noun,96,1,noun,2161
Subject108,abm,recovery,filler,noun,97,0,notnoun,1443
Subject108,abm,sidewalkstep0,critical,noun,98,1,noun,1602
Subject108,abm,anemia,filler,noun,99,1,noun,3897
Subject108,abm,dragon,filler,noun,0,1,noun,2606
Subject109,abm,yoghurt,filler,noun,1,1,noun,1447
Subject109,abm,immune,filler,notnoun,10,0,notnoun,2005
Subject109,abm,secludedstep20,critical,notnoun,11,0,notnoun,2429
Subject109,abm,acerbicstep20,critical,notnoun,12,0,notnoun,1473
Subject109,abm,depend,filler,notnoun,13,0,notnoun,1523
Subject109,abm,eternal,filler,notnoun,14,0,notnoun,1606
Subject109,abm,avenue,filler,noun,15,1,noun,2746
Subject109,abm,gasolinestep0,critical,noun,16,1,noun,2231
Subject109,abm,fumble,filler,notnoun,17,0,notnoun,3049
Subject109,abm,regular,filler,notnoun,18,0,notnoun,2523
Subject109,abm,appear,filler,notnoun,19,0,notnoun,2512
Subject109,abm,gullible,filler,notnoun,2,0,notnoun,1291
Subject109,abm,warrantee,filler,noun,20,1,noun,1487
Subject109,abm,ballerina,filler,noun,21,1,noun,4825
Subject109,abm,anemia,filler,noun,22,1,noun,2094
Subject109,abm,beauty,filler,noun,23,0,notnoun,2233
Subject109,abm,unique,filler,notnoun,24,0,notnoun,2107
Subject109,abm,energy,filler,noun,25,1,noun,1821
Subject109,abm,annoying,filler,notnoun,26,0,notnoun,2591
Subject109,abm,remedial,filler,notnoun,27,0,notnoun,1764
Subject109,abm,superpowerstep0,critical,noun,28,1,noun,1787
Subject109,abm,hidden,filler,notnoun,29,0,notnoun,2268
Subject109,abm,image,filler,noun,3,1,noun,1392
Subject109,abm,engine,filler,noun,30,1,noun,1849
Subject109,abm,hamburger,filler,noun,31,1,noun,1478
Subject109,abm,america,filler,noun,32,1,noun,1326
Subject109,abm,garden,filler,noun,33,1,noun,1315
Subject109,abm,typical,filler,notnoun,34,0,notnoun,1336
Subject109,abm,manually,filler,notnoun,35,0,notnoun,1666
Subject109,abm,human,filler,noun,36,1,noun,1516
Subject109,abm,relate,filler,notnoun,37,0,notnoun,1949
Subject109,abm,weekly,filler,notnoun,38,0,notnoun,1741
Subject109,abm,surrenderstep0,critical,notnoun,39,0,notnoun,2590
Subject109,abm,around,filler,notnoun,4,0,notnoun,2354
Subject109,abm,royalty,filler,noun,40,1,noun,2192
Subject109,abm,sufferstep0,critical,notnoun,41,0,notnoun,1409
Subject109,abm,honeymoon,filler,noun,42,1,noun,2905
Subject109,abm,recovery,filler,noun,43,0,notnoun,1688
Subject109,abm,bakery,filler,noun,44,1,noun,1300
Subject109,abm,dragon,filler,noun,45,1,noun,1302
Subject109,abm,orbital,filler,notnoun,46,1,noun,1392
Subject109,abm,ironic,filler,notnoun,47,0,notnoun,1714
Subject109,abm,similarstep0,critical,notnoun,48,0,notnoun,1751
Subject109,abm,tobacco,filler,noun,49,1,noun,1275
Subject109,abm,sidewalkstep0,critical,noun,5,1,noun,1574
Subject109,abm,seaweedstep20,critical,noun,50,1,noun,1671
Subject109,abm,wrinkle,filler,noun,51,1,noun,1219
Subject109,abm,secondstep20,critical,noun,52,0,notnoun,2266
Subject109,abm,parable,filler,noun,53,0,notnoun,1520
Subject109,abm,ignore,filler,notnoun,54,1,noun,1255
Subject109,abm,camera,filler,noun,55,1,noun,1559
Subject109,abm,severalstep20,critical,notnoun,56,0,notnoun,1985
Subject109,abm,family,filler,noun,57,1,noun,1553
Subject109,abm,kidnap,filler,notnoun,58,0,notnoun,1811
Subject109,abm,romantic,filler,notnoun,59,0,notnoun,1723
Subject109,abm,animal,filler,noun,6,1,noun,1598
Subject109,abm,enroll,filler,notnoun,60,0,notnoun,1739
Subject109,abm,grapple,filler,notnoun,61,0,notnoun,1534
Subject109,abm,basementstep20,critical,noun,62,1,noun,1396
Subject109,abm,grammatical,filler,notnoun,63,0,notnoun,1598
Subject109,abm,alone,filler,notnoun,64,0,notnoun,1907
Subject109,abm,submarinestep0,critical,noun,65,1,noun,1774
Subject109,abm,occupy,filler,notnoun,66,0,notnoun,1888
Subject109,abm,casserolestep0,critical,noun,67,1,noun,1582
Subject109,abm,guilty,filler,notnoun,68,0,notnoun,1486
Subject109,abm,brain,filler,noun,69,1,noun,1513
Subject109,abm,saltystep20,critical,notnoun,7,0,notnoun,1865
Subject109,abm,become,filler,notnoun,70,0,notnoun,1669
Subject109,abm,military,filler,noun,71,1,noun,2065
Subject109,abm,marina,filler,noun,72,1,noun,1651
Subject109,abm,sabrestep20,critical,noun,73,1,noun,2776
Subject109,abm,solidstep0,critical,notnoun,74,0,notnoun,1779
Subject109,abm,vibrant,filler,notnoun,75,0,notnoun,1503
Subject109,abm,sandalstep20,critical,noun,76,0,notnoun,1390
Subject109,abm,pineapple,filler,noun,77,1,noun,1454
Subject109,abm,ciderstep0,critical,noun,78,1,noun,1811
Subject109,abm,omelet,filler,noun,79,1,noun,1644
Subject109,abm,immoral,filler,notnoun,8,0,notnoun,1900
Subject109,abm,umbrella,filler,noun,80,1,noun,1387
Subject109,abm,overcome,filler,notnoun,81,0,notnoun,1589
Subject109,abm,global,filler,notnoun,82,0,notnoun,1672
Subject109,abm,felony,filler,noun,83,0,notnoun,1692
Subject109,abm,remind,filler,notnoun,84,0,notnoun,3423
Subject109,abm,document,filler,noun,85,1,noun,1422
Subject109,abm,opaque,filler,notnoun,86,0,notnoun,2401
Subject109,abm,tutorial,filler,noun,87,1,noun,1791
Subject109,abm,totally,filler,notnoun,88,0,notnoun,1350
Subject109,abm,silverstep0,critical,noun,89,0,notnoun,1585
Subject109,abm,embody,filler,notnoun,9,0,notnoun,2259
Subject109,abm,degree,filler,noun,90,1,noun,1237
Subject109,abm,develop,filler,notnoun,91,1,noun,904
Subject109,abm,freeze,filler,notnoun,92,0,notnoun,1486
Subject109,abm,parrot,filler,noun,93,1,noun,1442
Subject109,abm,momentary,filler,notnoun,94,0,notnoun,1667
Subject109,abm,mineral,filler,noun,95,1,noun,1419
Subject109,abm,lawyer,filler,noun,96,1,noun,1905
Subject109,abm,evolve,filler,notnoun,97,0,notnoun,1937
Subject109,abm,harmful,filler,notnoun,98,0,notnoun,2262
Subject109,abm,failure,filler,noun,99,1,noun,2249
Subject109,abm,yell,filler,notnoun,0,0,notnoun,2251
Subject110,aam,embody,filler,notnoun,1,0,notnoun,1886
Subject110,aam,felony,filler,noun,10,0,notnoun,2375
Subject110,aam,remedial,filler,notnoun,11,0,notnoun,2127
Subject110,aam,recovery,filler,noun,12,0,notnoun,1956
Subject110,aam,dragon,filler,noun,13,1,noun,1567
Subject110,aam,silverstep10,critical,noun,14,1,noun,2060
Subject110,aam,around,filler,notnoun,15,0,notnoun,2524
Subject110,aam,global,filler,notnoun,16,0,notnoun,1838
Subject110,aam,hamburger,filler,noun,17,1,noun,1518
Subject110,aam,kidnap,filler,notnoun,18,0,notnoun,2916
Subject110,aam,lawyer,filler,noun,19,1,noun,1865
Subject110,aam,wrinkle,filler,noun,2,1,noun,2705
Subject110,aam,tutorial,filler,noun,20,1,noun,2613
Subject110,aam,human,filler,noun,21,1,noun,1601
Subject110,aam,immune,filler,notnoun,22,1,noun,2849
Subject110,aam,gasolinestep11,critical,noun,23,1,noun,1572
Subject110,aam,image,filler,noun,24,0,notnoun,3007
Subject110,aam,eternal,filler,notnoun,25,0,notnoun,3494
Subject110,aam,evolve,filler,notnoun,26,0,notnoun,2759
Subject110,aam,hidden,filler,notnoun,27,0,notnoun,2287
Subject110,aam,acerbicstep12,critical,notnoun,28,1,noun,2430
Subject110,aam,camera,filler,noun,29,1,noun,1693
Subject110,aam,become,filler,notnoun,3,0,notnoun,1895
Subject110,aam,umbrella,filler,noun,30,1,noun,1928
