subject,condition,word,step,sAnswer,rt,trial,pass,phase
Subject026,aam,asee_shstep17.wav,17,0,642,62,8,Late
Subject026,aam,asee_shstep17.wav,17,0,1066,63,9,Late
Subject026,aam,asee_shstep17.wav,17,0,823,65,10,Late
Subject026,aam,asee_shstep9.wav,9,1,690,66,10,Late
Subject026,aam,asee_shstep11.wav,11,0,2565,1,1,Early
Subject026,aam,asee_shstep11.wav,11,0,832,4,2,Early
Subject026,aam,asee_shstep11.wav,11,0,316,7,3,Early
Subject026,aam,asee_shstep11.wav,11,0,295,11,4,Early
Subject026,aam,asee_shstep11.wav,11,0,933,15,5,Early
Subject026,aam,asee_shstep11.wav,11,0,707,25,6,Late
Subject026,aam,asee_shstep11.wav,11,0,837,32,7,Late
Subject026,aam,asee_shstep11.wav,11,0,988,33,8,Late
Subject026,aam,asee_shstep11.wav,11,1,1089,45,9,Late
Subject026,aam,asee_shstep7.wav,7,0,1803,22,3,Early
Subject026,aam,asee_shstep7.wav,7,1,1167,31,4,Early
Subject026,aam,asee_shstep7.wav,7,1,866,37,5,Early
Subject026,aam,asee_shstep7.wav,7,1,885,38,6,Late
Subject026,aam,asee_shstep7.wav,7,1,851,42,7,Late
Subject026,aam,asee_shstep7.wav,7,0,1065,46,8,Late
Subject026,aam,asee_shstep7.wav,7,1,753,52,9,Late
Subject026,aam,asee_shstep7.wav,7,1,626,61,10,Late
Subject026,aam,asee_shstep9.wav,9,0,527,5,1,Early
Subject026,aam,asee_shstep9.wav,9,0,527,6,2,Early
Subject026,aam,asee_shstep5.wav,5,1,742,57,10,Late
Subject026,aam,asee_shstep7.wav,7,0,363,9,1,Early
Subject026,aam,asee_shstep7.wav,7,0,218,10,2,Early
Subject026,aam,asee_shstep9.wav,9,1,1074,34,6,Late
Subject026,aam,asee_shstep9.wav,9,1,942,49,7,Late
Subject026,aam,asee_shstep9.wav,9,1,906,54,8,Late
Subject026,aam,asee_shstep9.wav,9,0,3028,21,4,Early
Subject026,aam,asee_shstep9.wav,9,0,621,24,5,Early
Subject026,aam,asee_shstep9.wav,9,0,293,8,3,Early
Subject027,aam,asee_shstep7.wav,7,1,1229,50,7,Late
Subject027,aam,asee_shstep7.wav,7,1,1129,45,5,Early
Subject027,aam,asee_shstep7.wav,7,1,989,46,6,Late
Subject027,aam,asee_shstep9.wav,9,1,1188,3,1,Early
Subject027,aam,asee_shstep7.wav,7,1,1902,53,8,Late
Subject027,aam,asee_shstep7.wav,7,1,1097,62,9,Late
Subject027,aam,asee_shstep7.wav,7,1,1101,66,10,Late
Subject027,aam,asee_shstep7.wav,7,1,1260,19,2,Early
Subject027,aam,asee_shstep7.wav,7,1,1323,26,3,Early
Subject027,aam,asee_shstep7.wav,7,1,1031,44,4,Early
Subject027,aam,asee_shstep5.wav,5,1,3824,0,1,Early
Subject027,aam,asee_shstep5.wav,5,1,1068,9,2,Early
Subject027,aam,asee_shstep5.wav,5,1,1145,11,3,Early
Subject027,aam,asee_shstep5.wav,5,1,1121,15,4,Early
Subject027,aam,asee_shstep5.wav,5,1,1272,20,5,Early
Subject027,aam,asee_shstep5.wav,5,1,1163,27,6,Late
Subject027,aam,asee_shstep5.wav,5,1,1083,36,7,Late
Subject027,aam,asee_shstep5.wav,5,0,1676,39,8,Late
Subject027,aam,asee_shstep5.wav,5,1,975,48,9,Late
Subject027,aam,asee_shstep5.wav,5,1,1374,49,10,Late
Subject027,aam,asee_shstep7.wav,7,1,1281,17,1,Early
Subject027,aam,asee_shstep15.wav,15,0,1169,10,1,Early
Subject027,aam,asee_shstep15.wav,15,0,1096,23,2,Early
Subject027,aam,asee_shstep15.wav,15,0,1650,29,3,Early
Subject027,aam,asee_shstep15.wav,15,0,975,32,4,Early
Subject027,aam,asee_shstep15.wav,15,0,1164,33,5,Early
Subject027,aam,asee_shstep15.wav,15,0,1288,43,6,Late
Subject027,aam,asee_shstep15.wav,15,1,1075,55,7,Late
Subject027,aam,asee_shstep15.wav,15,0,1778,56,8,Late
Subject027,aam,asee_shstep15.wav,15,0,1170,63,9,Late
Subject027,aam,asee_shstep15.wav,15,0,1122,65,10,Late
Subject027,aam,asee_shstep17.wav,17,0,1258,1,1,Early
Subject027,aam,asee_shstep9.wav,9,1,1101,6,2,Early
Subject027,aam,asee_shstep9.wav,9,1,1044,34,3,Early
Subject027,aam,asee_shstep9.wav,9,1,992,37,4,Early
Subject027,aam,asee_shstep9.wav,9,1,1149,40,5,Early
Subject027,aam,asee_shstep9.wav,9,1,1047,41,6,Late
Subject027,aam,asee_shstep9.wav,9,1,1152,51,7,Late
Subject027,aam,asee_shstep9.wav,9,1,1098,57,8,Late
Subject027,aam,asee_shstep9.wav,9,1,958,58,9,Late
Subject027,aam,asee_shstep9.wav,9,1,1114,68,10,Late
Subject027,aam,asee_shstep11.wav,11,1,1287,2,1,Early
Subject027,aam,asee_shstep11.wav,11,1,2122,5,2,Early
Subject027,aam,asee_shstep11.wav,11,1,1916,28,3,Early
Subject027,aam,asee_shstep11.wav,11,1,1033,31,4,Early
Subject027,aam,asee_shstep11.wav,11,1,1135,38,5,Early
Subject027,aam,asee_shstep11.wav,11,1,2417,42,6,Late
Subject027,aam,asee_shstep11.wav,11,1,1196,47,7,Late
Subject027,aam,asee_shstep11.wav,11,1,1208,54,8,Late
Subject027,aam,asee_shstep11.wav,11,1,1034,59,9,Late
Subject027,aam,asee_shstep11.wav,11,1,1096,67,10,Late
Subject027,aam,asee_shstep13.wav,13,0,1194,8,1,Early
Subject027,aam,asee_shstep13.wav,13,0,902,13,2,Early
Subject027,aam,asee_shstep13.wav,13,0,1722,16,3,Early
Subject027,aam,asee_shstep13.wav,13,0,1975,18,4,Early
Subject027,aam,asee_shstep13.wav,13,0,1746,22,5,Early
Subject027,aam,asee_shstep13.wav,13,0,989,24,6,Late
Subject027,aam,asee_shstep13.wav,13,0,1086,25,7,Late
Subject027,aam,asee_shstep13.wav,13,1,1230,35,8,Late
Subject027,aam,asee_shstep13.wav,13,0,1168,60,9,Late
Subject027,aam,asee_shstep13.wav,13,0,1198,69,10,Late
Subject027,aam,asee_shstep17.wav,17,0,1153,12,4,Early
Subject027,aam,asee_shstep17.wav,17,0,970,14,5,Early
Subject027,aam,asee_shstep17.wav,17,0,1061,21,6,Late
Subject027,aam,asee_shstep17.wav,17,0,966,30,7,Late
Subject027,aam,asee_shstep17.wav,17,0,1100,52,8,Late
Subject027,aam,asee_shstep17.wav,17,0,1046,61,9,Late
Subject027,aam,asee_shstep17.wav,17,0,1257,64,10,Late
Subject027,aam,asee_shstep17.wav,17,0,1012,4,2,Early
Subject027,aam,asee_shstep17.wav,17,0,1771,7,3,Early
Subject029,abm,asee_shstep5.wav,5,1,799,13,1,Early
Subject029,abm,asee_shstep5.wav,5,1,835,21,2,Early
Subject029,abm,asee_shstep11.wav,11,1,1087,11,2,Early
Subject029,abm,asee_shstep11.wav,11,0,700,16,3,Early
Subject029,abm,asee_shstep11.wav,11,1,992,28,4,Early
Subject029,abm,asee_shstep11.wav,11,1,667,42,5,Early
Subject029,abm,asee_shstep11.wav,11,1,788,44,6,Late
Subject029,abm,asee_shstep11.wav,11,0,1030,47,7,Late
Subject029,abm,asee_shstep11.wav,11,0,1786,54,8,Late
Subject029,abm,asee_shstep11.wav,11,1,744,59,9,Late
Subject029,abm,asee_shstep11.wav,11,0,656,61,10,Late
Subject029,abm,asee_shstep13.wav,13,0,836,8,1,Early
Subject029,abm,asee_shstep13.wav,13,0,684,12,2,Early
Subject029,abm,asee_shstep5.wav,5,1,709,32,3,Early
Subject029,abm,asee_shstep5.wav,5,1,661,33,4,Early
Subject029,abm,asee_shstep5.wav,5,1,736,35,5,Early
Subject029,abm,asee_shstep5.wav,5,1,718,50,6,Late
Subject029,abm,asee_shstep5.wav,5,1,620,56,7,Late
Subject029,abm,asee_shstep5.wav,5,1,660,58,8,Late
Subject029,abm,asee_shstep5.wav,5,1,738,60,9,Late
Subject029,abm,asee_shstep5.wav,5,1,680,63,10,Late
Subject029,abm,asee_shstep7.wav,7,1,1697,0,1,Early
Subject029,abm,asee_shstep7.wav,7,1,751,10,2,Early
Subject029,abm,asee_shstep7.wav,7,1,900,14,3,Early
Subject029,abm,asee_shstep7.wav,7,1,722,17,4,Early
Subject029,abm,asee_shstep7.wav,7,1,1004,23,5,Early
Subject029,abm,asee_shstep7.wav,7,1,961,24,6,Late
Subject029,abm,asee_shstep7.wav,7,1,703,45,7,Late
Subject029,abm,asee_shstep7.wav,7,1,754,49,8,Late
Subject029,abm,asee_shstep7.wav,7,1,757,52,9,Late
Subject029,abm,asee_shstep7.wav,7,1,938,66,10,Late
Subject029,abm,asee_shstep9.wav,9,1,750,4,1,Early
Subject029,abm,asee_shstep9.wav,9,1,755,7,2,Early
Subject029,abm,asee_shstep9.wav,9,1,713,9,3,Early
Subject029,abm,asee_shstep9.wav,9,1,852,15,4,Early
Subject029,abm,asee_shstep9.wav,9,1,776,20,5,Early
Subject029,abm,asee_shstep9.wav,9,1,717,27,6,Late
Subject029,abm,asee_shstep9.wav,9,1,613,41,7,Late
Subject029,abm,asee_shstep9.wav,9,1,664,57,8,Late
Subject029,abm,asee_shstep9.wav,9,1,830,64,9,Late
Subject029,abm,asee_shstep9.wav,9,1,939,67,10,Late
Subject029,abm,asee_shstep11.wav,11,1,1819,1,1,Early
Subject029,abm,asee_shstep13.wav,13,0,608,30,5,Early
Subject029,abm,asee_shstep13.wav,13,0,608,31,6,Late
Subject029,abm,asee_shstep13.wav,13,0,659,43,7,Late
Subject029,abm,asee_shstep13.wav,13,0,692,51,8,Late
Subject029,abm,asee_shstep13.wav,13,0,765,55,9,Late
Subject029,abm,asee_shstep13.wav,13,0,750,65,10,Late
Subject029,abm,asee_shstep15.wav,15,0,743,3,1,Early
Subject029,abm,asee_shstep15.wav,15,0,656,6,2,Early
Subject029,abm,asee_shstep15.wav,15,0,654,26,3,Early
Subject029,abm,asee_shstep15.wav,15,0,614,37,4,Early
Subject029,abm,asee_shstep15.wav,15,0,638,38,5,Early
Subject029,abm,asee_shstep13.wav,13,0,453,18,3,Early
Subject029,abm,asee_shstep13.wav,13,0,599,25,4,Early
Subject029,abm,asee_shstep15.wav,15,0,676,48,8,Late
Subject029,abm,asee_shstep15.wav,15,0,739,62,9,Late
Subject029,abm,asee_shstep15.wav,15,0,711,68,10,Late
Subject029,abm,asee_shstep17.wav,17,0,795,2,1,Early
Subject029,abm,asee_shstep17.wav,17,0,699,5,2,Early
Subject029,abm,asee_shstep17.wav,17,0,631,19,3,Early
Subject029,abm,asee_shstep17.wav,17,0,633,22,4,Early
Subject029,abm,asee_shstep17.wav,17,0,607,29,5,Early
Subject029,abm,asee_shstep17.wav,17,0,739,34,6,Late
Subject029,abm,asee_shstep17.wav,17,0,634,36,7,Late
Subject029,abm,asee_shstep17.wav,17,0,554,40,8,Late
Subject029,abm,asee_shstep15.wav,15,0,566,39,6,Late
Subject029,abm,asee_shstep15.wav,15,0,648,46,7,Late
Subject029,abm,asee_shstep17.wav,17,0,717,69,10,Late
Subject029,abm,asee_shstep17.wav,17,0,686,53,9,Late
Subject031,aam,asee_shstep15.wav,15,0,1174,47,7,Late
Subject031,aam,asee_shstep15.wav,15,0,1118,52,9,Late
Subject031,aam,asee_shstep17.wav,17,0,1272,6,1,Early
Subject031,aam,asee_shstep15.wav,15,0,1330,49,8,Late
Subject031,aam,asee_shstep17.wav,17,0,1083,11,3,Early
Subject031,aam,asee_shstep17.wav,17,0,701,29,4,Early
Subject031,aam,asee_shstep17.wav,17,0,657,32,5,Early
Subject031,aam,asee_shstep17.wav,17,0,1084,10,2,Early
Subject031,aam,asee_shstep15.wav,15,0,941,34,4,Early
Subject031,aam,asee_shstep15.wav,15,0,1118,40,5,Early
Subject031,aam,asee_shstep15.wav,15,0,1174,42,6,Late
Subject031,aam,asee_shstep5.wav,5,0,1364,1,1,Early
Subject031,aam,asee_shstep5.wav,5,1,1790,4,2,Early
Subject031,aam,asee_shstep5.wav,5,1,1265,9,3,Early
Subject031,aam,asee_shstep5.wav,5,1,1185,21,4,Early
Subject031,aam,asee_shstep5.wav,5,1,1040,53,5,Early
Subject031,aam,asee_shstep5.wav,5,1,1151,54,6,Late
Subject031,aam,asee_shstep7.wav,7,1,1510,14,1,Early
Subject031,aam,asee_shstep7.wav,7,1,1376,15,2,Early
Subject031,aam,asee_shstep7.wav,7,1,1061,20,3,Early
Subject031,aam,asee_shstep7.wav,7,1,1253,22,4,Early
Subject031,aam,asee_shstep7.wav,7,0,612,33,5,Early
Subject031,aam,asee_shstep7.wav,7,1,1117,45,6,Late
Subject031,aam,asee_shstep7.wav,7,1,1275,48,7,Late
Subject031,aam,asee_shstep7.wav,7,0,1331,60,8,Late
Subject031,aam,asee_shstep7.wav,7,0,724,62,9,Late
Subject031,aam,asee_shstep7.wav,7,1,427,69,10,Late
Subject031,aam,asee_shstep9.wav,9,1,1455,17,1,Early
Subject031,aam,asee_shstep9.wav,9,1,1399,19,2,Early
Subject031,aam,asee_shstep9.wav,9,1,781,23,3,Early
Subject031,aam,asee_shstep17.wav,17,0,1308,39,6,Late
Subject031,aam,asee_shstep17.wav,17,0,1050,43,7,Late
Subject031,aam,asee_shstep17.wav,17,0,1195,57,8,Late
Subject031,aam,asee_shstep17.wav,17,0,1769,59,9,Late
Subject031,aam,asee_shstep9.wav,9,1,1400,41,9,Late
Subject031,aam,asee_shstep9.wav,9,1,1129,58,10,Late
Subject031,aam,asee_shstep11.wav,11,1,1596,0,1,Early
Subject031,aam,asee_shstep11.wav,11,1,2490,3,2,Early
Subject031,aam,asee_shstep11.wav,11,0,1152,7,3,Early
Subject031,aam,asee_shstep11.wav,11,0,1152,12,4,Early
Subject031,aam,asee_shstep11.wav,11,0,1241,13,5,Early
Subject031,aam,asee_shstep11.wav,11,0,815,26,6,Late
Subject031,aam,asee_shstep11.wav,11,0,770,28,7,Late
Subject031,aam,asee_shstep11.wav,11,0,1129,37,8,Late
Subject031,aam,asee_shstep11.wav,11,0,1320,50,9,Late
Subject031,aam,asee_shstep11.wav,11,1,1174,55,10,Late
Subject031,aam,asee_shstep13.wav,13,0,1259,5,1,Early
Subject031,aam,asee_shstep13.wav,13,0,1275,8,2,Early
Subject031,aam,asee_shstep13.wav,13,0,1310,18,3,Early
Subject031,aam,asee_shstep13.wav,13,1,802,24,4,Early
Subject031,aam,asee_shstep13.wav,13,0,680,30,5,Early
Subject031,aam,asee_shstep13.wav,13,0,1164,44,6,Late
Subject031,aam,asee_shstep13.wav,13,0,1151,46,7,Late
Subject031,aam,asee_shstep13.wav,13,0,1152,51,8,Late
Subject031,aam,asee_shstep13.wav,13,1,1141,56,9,Late
Subject031,aam,asee_shstep13.wav,13,0,1039,61,10,Late
Subject031,aam,asee_shstep15.wav,15,1,1084,2,1,Early
Subject031,aam,asee_shstep15.wav,15,1,1017,16,2,Early
Subject031,aam,asee_shstep15.wav,15,0,746,27,3,Early
Subject031,aam,asee_shstep9.wav,9,0,1117,36,7,Late
Subject031,aam,asee_shstep9.wav,9,1,1299,38,8,Late
Subject031,aam,asee_shstep9.wav,9,0,982,25,4,Early
Subject031,aam,asee_shstep9.wav,9,0,678,31,5,Early
Subject031,aam,asee_shstep9.wav,9,1,1115,35,6,Late
Subject032,abm,asee_shstep11.wav,11,0,1593,7,1,Early
Subject032,abm,asee_shstep9.wav,9,1,1040,50,8,Late
Subject032,abm,asee_shstep9.wav,9,1,1079,56,9,Late
Subject032,abm,asee_shstep9.wav,9,0,1822,67,10,Late
Subject032,abm,asee_shstep11.wav,11,0,792,39,5,Early
Subject032,abm,asee_shstep11.wav,11,0,869,16,2,Early
Subject032,abm,asee_shstep11.wav,11,1,1962,28,3,Early
Subject032,abm,asee_shstep11.wav,11,0,961,29,4,Early
Subject032,abm,asee_shstep9.wav,9,1,1325,34,6,Late
Subject032,abm,asee_shstep9.wav,9,0,1440,44,7,Late
Subject032,abm,asee_shstep5.wav,5,1,4296,1,1,Early
Subject032,abm,asee_shstep5.wav,5,1,2177,6,2,Early
Subject032,abm,asee_shstep5.wav,5,1,1171,10,3,Early
Subject032,abm,asee_shstep5.wav,5,1,1279,11,4,Early
Subject032,abm,asee_shstep5.wav,5,1,1745,13,5,Early
Subject032,abm,asee_shstep5.wav,5,1,1392,19,6,Late
Subject032,abm,asee_shstep5.wav,5,1,1587,48,7,Late
Subject032,abm,asee_shstep5.wav,5,1,973,53,8,Late
Subject032,abm,asee_shstep5.wav,5,1,1001,54,9,Late
Subject032,abm,asee_shstep5.wav,5,1,902,64,10,Late
Subject032,abm,asee_shstep7.wav,7,0,4827,0,1,Early
Subject032,abm,asee_shstep7.wav,7,1,3456,4,2,Early
Subject032,abm,asee_shstep7.wav,7,1,2953,5,3,Early
Subject032,abm,asee_shstep7.wav,7,1,1553,9,4,Early
Subject032,abm,asee_shstep7.wav,7,1,1115,12,5,Early
Subject032,abm,asee_shstep7.wav,7,1,1998,15,6,Late
Subject032,abm,asee_shstep7.wav,7,0,2003,22,7,Late
Subject032,abm,asee_shstep7.wav,7,1,1003,31,8,Late
Subject032,abm,asee_shstep7.wav,7,1,991,46,9,Late
Subject032,abm,asee_shstep7.wav,7,1,1059,55,10,Late
Subject032,abm,asee_shstep9.wav,9,0,2022,21,1,Early
Subject032,abm,asee_shstep9.wav,9,1,1035,26,2,Early
Subject032,abm,asee_shstep9.wav,9,1,1075,27,3,Early
Subject032,abm,asee_shstep9.wav,9,1,1660,30,4,Early
Subject032,abm,asee_shstep9.wav,9,1,1792,32,5,Early
Subject032,abm,asee_shstep17.wav,17,0,1080,49,5,Early
Subject032,abm,asee_shstep17.wav,17,0,986,51,6,Late
Subject032,abm,asee_shstep17.wav,17,0,854,59,7,Late
Subject032,abm,asee_shstep17.wav,17,0,873,63,8,Late
Subject032,abm,asee_shstep17.wav,17,0,1278,66,9,Late
Subject032,abm,asee_shstep17.wav,17,0,988,68,10,Late
Subject032,abm,asee_shstep13.wav,13,0,1048,25,4,Early
Subject032,abm,asee_shstep13.wav,13,0,1291,36,5,Early
Subject032,abm,asee_shstep13.wav,13,0,1426,41,6,Late
Subject032,abm,asee_shstep13.wav,13,0,1056,45,7,Late
Subject032,abm,asee_shstep13.wav,13,0,798,57,8,Late
Subject032,abm,asee_shstep11.wav,11,0,1610,42,6,Late
Subject032,abm,asee_shstep11.wav,11,0,967,52,7,Late
Subject032,abm,asee_shstep11.wav,11,0,1049,58,8,Late
Subject032,abm,asee_shstep11.wav,11,0,3207,60,9,Late
Subject032,abm,asee_shstep11.wav,11,0,895,69,10,Late
Subject032,abm,asee_shstep13.wav,13,0,1759,2,1,Early
Subject032,abm,asee_shstep13.wav,13,0,1216,3,2,Early
Subject032,abm,asee_shstep13.wav,13,0,1201,8,3,Early
Subject032,abm,asee_shstep15.wav,15,0,1373,40,7,Late
Subject032,abm,asee_shstep15.wav,15,0,1255,43,8,Late
Subject032,abm,asee_shstep15.wav,15,0,1970,47,9,Late
Subject032,abm,asee_shstep15.wav,15,0,1218,62,10,Late
Subject032,abm,asee_shstep17.wav,17,0,2846,14,1,Early
Subject032,abm,asee_shstep13.wav,13,0,1505,61,9,Late
Subject032,abm,asee_shstep13.wav,13,0,1091,65,10,Late
Subject032,abm,asee_shstep15.wav,15,0,1410,17,1,Early
Subject032,abm,asee_shstep15.wav,15,0,1047,20,2,Early
Subject032,abm,asee_shstep15.wav,15,0,1654,23,3,Early
Subject032,abm,asee_shstep15.wav,15,0,1040,33,4,Early
Subject032,abm,asee_shstep15.wav,15,0,1622,37,5,Early
Subject032,abm,asee_shstep15.wav,15,0,1012,38,6,Late
Subject032,abm,asee_shstep17.wav,17,0,1180,18,2,Early
Subject032,abm,asee_shstep17.wav,17,0,985,24,3,Early
Subject032,abm,asee_shstep17.wav,17,0,986,35,4,Early
Subject036,aam,asee_shstep9.wav,9,0,728,50,8,Late
Subject036,aam,asee_shstep9.wav,9,0,866,55,9,Late
Subject036,aam,asee_shstep9.wav,9,0,1199,66,10,Late
Subject036,aam,asee_shstep11.wav,11,0,1526,1,1,Early
Subject036,aam,asee_shstep11.wav,11,0,3295,3,2,Early
Subject036,aam,asee_shstep11.wav,11,1,1117,4,3,Early
Subject036,aam,asee_shstep11.wav,11,0,857,6,4,Early
Subject036,aam,asee_shstep11.wav,11,0,853,13,5,Early
Subject036,aam,asee_shstep11.wav,11,0,765,16,6,Late
Subject036,aam,asee_shstep11.wav,11,0,796,23,7,Late
Subject036,aam,asee_shstep17.wav,17,0,632,59,8,Late
Subject036,aam,asee_shstep17.wav,17,0,775,60,9,Late
Subject036,aam,asee_shstep17.wav,17,0,897,63,10,Late
Subject036,aam,asee_shstep5.wav,5,1,959,12,1,Early
Subject036,aam,asee_shstep5.wav,5,1,910,15,2,Early
Subject036,aam,asee_shstep5.wav,5,1,767,18,3,Early
Subject036,aam,asee_shstep5.wav,5,1,870,32,4,Early
Subject036,aam,asee_shstep5.wav,5,1,969,38,5,Early
Subject036,aam,asee_shstep5.wav,5,1,856,42,6,Late
Subject036,aam,asee_shstep5.wav,5,1,477,49,7,Late
Subject036,aam,asee_shstep5.wav,5,1,1099,52,8,Late
Subject036,aam,asee_shstep5.wav,5,1,733,58,9,Late
Subject036,aam,asee_shstep5.wav,5,1,751,67,10,Late
Subject036,aam,asee_shstep7.wav,7,0,2133,11,1,Early
Subject036,aam,asee_shstep7.wav,7,1,1019,22,2,Early
Subject036,aam,asee_shstep7.wav,7,1,964,28,3,Early
Subject036,aam,asee_shstep7.wav,7,0,852,34,4,Early
Subject036,aam,asee_shstep7.wav,7,0,1211,43,5,Early
Subject036,aam,asee_shstep7.wav,7,1,848,45,6,Late
Subject036,aam,asee_shstep7.wav,7,1,818,47,7,Late
Subject036,aam,asee_shstep7.wav,7,1,1077,53,8,Late
Subject036,aam,asee_shstep7.wav,7,1,607,64,9,Late
Subject036,aam,asee_shstep7.wav,7,0,678,68,10,Late
Subject036,aam,asee_shstep9.wav,9,0,2581,2,1,Early
Subject036,aam,asee_shstep9.wav,9,0,2652,8,2,Early
Subject036,aam,asee_shstep9.wav,9,0,773,14,3,Early
Subject036,aam,asee_shstep9.wav,9,0,1234,21,4,Early
Subject036,aam,asee_shstep9.wav,9,0,1229,25,5,Early
Subject036,aam,asee_shstep9.wav,9,0,1013,41,6,Late
Subject036,aam,asee_shstep9.wav,9,0,1009,48,7,Late
Subject036,aam,asee_shstep13.wav,13,0,1104,10,1,Early
Subject036,aam,asee_shstep13.wav,13,0,850,17,2,Early
Subject036,aam,asee_shstep13.wav,13,0,1506,27,3,Early
Subject036,aam,asee_shstep13.wav,13,0,1110,30,4,Early
Subject036,aam,asee_shstep13.wav,13,0,1037,37,5,Early
Subject036,aam,asee_shstep13.wav,13,0,765,44,6,Late
Subject036,aam,asee_shstep13.wav,13,0,1036,46,7,Late
Subject036,aam,asee_shstep13.wav,13,0,853,56,8,Late
Subject036,aam,asee_shstep13.wav,13,0,1938,61,9,Late
Subject036,aam,asee_shstep13.wav,13,0,751,69,10,Late
Subject036,aam,asee_shstep11.wav,11,0,849,29,8,Late
Subject036,aam,asee_shstep11.wav,11,0,857,33,9,Late
Subject036,aam,asee_shstep11.wav,11,0,1052,65,10,Late
Subject036,aam,asee_shstep15.wav,15,0,1059,19,4,Early
Subject036,aam,asee_shstep15.wav,15,0,1026,24,5,Early
Subject036,aam,asee_shstep15.wav,15,1,762,35,6,Late
Subject036,aam,asee_shstep15.wav,15,0,802,40,7,Late
Subject036,aam,asee_shstep15.wav,15,1,548,51,8,Late
Subject036,aam,asee_shstep15.wav,15,0,761,54,9,Late
Subject036,aam,asee_shstep15.wav,15,0,935,62,10,Late
Subject036,aam,asee_shstep17.wav,17,0,2994,9,1,Early
Subject036,aam,asee_shstep17.wav,17,0,783,20,2,Early
Subject036,aam,asee_shstep17.wav,17,0,1043,26,3,Early
Subject036,aam,asee_shstep15.wav,15,0,3767,0,1,Early
Subject036,aam,asee_shstep15.wav,15,0,950,5,2,Early
Subject036,aam,asee_shstep15.wav,15,0,2480,7,3,Early
Subject036,aam,asee_shstep17.wav,17,0,1255,57,7,Late
Subject036,aam,asee_shstep17.wav,17,0,874,31,4,Early
Subject036,aam,asee_shstep17.wav,17,0,845,36,5,Early
Subject036,aam,asee_shstep17.wav,17,0,844,39,6,Late
Subject037,bbm,asee_shstep5.wav,5,1,1059,17,2,Early
Subject037,bbm,asee_shstep5.wav,5,1,1207,43,6,Late
Subject037,bbm,asee_shstep5.wav,5,1,1189,18,3,Early
Subject037,bbm,asee_shstep5.wav,5,1,926,20,4,Early
Subject037,bbm,asee_shstep5.wav,5,1,1126,38,5,Early
Subject037,bbm,asee_shstep5.wav,5,1,879,65,10,Late
Subject037,bbm,asee_shstep5.wav,5,1,1795,49,7,Late
Subject037,bbm,asee_shstep5.wav,5,1,1138,50,8,Late
Subject037,bbm,asee_shstep5.wav,5,1,899,55,9,Late
Subject037,bbm,asee_shstep5.wav,5,1,1935,2,1,Early
Subject037,bbm,asee_shstep13.wav,13,0,1431,1,1,Early
Subject037,bbm,asee_shstep13.wav,13,0,930,7,2,Early
Subject037,bbm,asee_shstep13.wav,13,0,1302,14,3,Early
Subject037,bbm,asee_shstep13.wav,13,1,668,34,4,Early
Subject037,bbm,asee_shstep13.wav,13,0,1405,44,5,Early
Subject037,bbm,asee_shstep13.wav,13,0,1092,54,6,Late
Subject037,bbm,asee_shstep13.wav,13,0,3277,59,7,Late
Subject037,bbm,asee_shstep13.wav,13,0,1098,60,8,Late
Subject037,bbm,asee_shstep13.wav,13,0,1295,61,9,Late
Subject037,bbm,asee_shstep13.wav,13,0,924,62,10,Late
Subject037,bbm,asee_shstep7.wav,7,1,1144,13,2,Early
Subject037,bbm,asee_shstep7.wav,7,1,984,15,3,Early
Subject037,bbm,asee_shstep7.wav,7,1,987,19,4,Early
Subject037,bbm,asee_shstep7.wav,7,1,1379,23,5,Early
Subject037,bbm,asee_shstep7.wav,7,1,1044,24,6,Late
Subject037,bbm,asee_shstep7.wav,7,1,976,32,7,Late
Subject037,bbm,asee_shstep7.wav,7,1,915,36,8,Late
Subject037,bbm,asee_shstep7.wav,7,1,1073,40,9,Late
Subject037,bbm,asee_shstep7.wav,7,1,1036,58,10,Late
Subject037,bbm,asee_shstep9.wav,9,0,2669,0,1,Early
Subject037,bbm,asee_shstep9.wav,9,1,905,26,2,Early
Subject037,bbm,asee_shstep9.wav,9,1,1027,27,3,Early
Subject037,bbm,asee_shstep9.wav,9,1,1027,30,4,Early
Subject037,bbm,asee_shstep9.wav,9,1,978,31,5,Early
Subject037,bbm,asee_shstep9.wav,9,1,856,33,6,Late
Subject037,bbm,asee_shstep9.wav,9,1,948,42,7,Late
Subject037,bbm,asee_shstep9.wav,9,1,1227,51,8,Late
Subject037,bbm,asee_shstep9.wav,9,1,960,64,9,Late
Subject037,bbm,asee_shstep9.wav,9,1,1055,69,10,Late
Subject037,bbm,asee_shstep11.wav,11,0,1164,8,1,Early
Subject037,bbm,asee_shstep11.wav,11,1,1405,22,2,Early
Subject037,bbm,asee_shstep11.wav,11,1,990,25,3,Early
Subject037,bbm,asee_shstep11.wav,11,1,1002,37,4,Early
Subject037,bbm,asee_shstep11.wav,11,1,1010,39,5,Early
Subject037,bbm,asee_shstep11.wav,11,1,921,48,6,Late
Subject037,bbm,asee_shstep11.wav,11,1,1024,53,7,Late
Subject037,bbm,asee_shstep11.wav,11,1,948,56,8,Late
Subject037,bbm,asee_shstep11.wav,11,1,896,63,9,Late
Subject037,bbm,asee_shstep11.wav,11,1,2019,67,10,Late
Subject037,bbm,asee_shstep15.wav,15,0,918,11,3,Early
Subject037,bbm,asee_shstep15.wav,15,0,938,12,4,Early
