subject,condition,word,step,sAnswer,rt,trial,pass,phase
ABM04,abm,asee_shstep15,15,0,748,4,2,Early
ABM04,abm,asee_shstep17,17,0,639,3,2,Early
ABM04,abm,asee_shstep05,5,1,940,4,3,Early
ABM04,abm,asee_shstep07,7,0,674,2,3,Early
ABM04,abm,asee_shstep09,9,0,349,5,3,Early
ABM04,abm,asee_shstep11,11,0,902,1,3,Early
ABM04,abm,asee_shstep13,13,0,524,0,3,Early
ABM04,abm,asee_shstep15,15,0,602,3,3,Early
ABM04,abm,asee_shstep17,17,0,739,6,3,Early
ABM04,abm,asee_shstep05,5,1,756,4,4,Early
ABM04,abm,asee_shstep07,7,1,1076,1,4,Early
ABM04,abm,asee_shstep09,9,1,764,5,4,Early
ABM04,abm,asee_shstep11,11,1,863,0,4,Early
ABM04,abm,asee_shstep13,13,0,615,2,4,Early
ABM04,abm,asee_shstep15,15,0,750,6,4,Early
ABM04,abm,asee_shstep17,17,0,720,3,4,Early
ABM04,abm,asee_shstep05,5,1,863,0,5,Early
ABM04,abm,asee_shstep07,7,1,763,6,5,Early
ABM04,abm,asee_shstep09,9,1,1113,3,5,Early
ABM04,abm,asee_shstep11,11,0,902,5,5,Early
ABM04,abm,asee_shstep13,13,0,957,4,5,Early
ABM04,abm,asee_shstep15,15,0,751,2,5,Early
ABM04,abm,asee_shstep17,17,0,631,1,5,Early
ABM04,abm,asee_shstep05,5,1,892,2,6,Late
ABM04,abm,asee_shstep07,7,1,922,0,6,Late
ABM04,abm,asee_shstep09,9,1,693,5,6,Late
ABM04,abm,asee_shstep11,11,1,717,4,6,Late
ABM04,abm,asee_shstep13,13,0,872,1,6,Late
ABM04,abm,asee_shstep15,15,0,875,3,6,Late
ABM04,abm,asee_shstep17,17,0,835,6,6,Late
ABM04,abm,asee_shstep05,5,1,793,1,7,Late
ABM04,abm,asee_shstep07,7,1,735,4,7,Late
ABM04,abm,asee_shstep09,9,1,812,3,7,Late
ABM04,abm,asee_shstep11,11,0,1283,5,7,Late
ABM04,abm,asee_shstep13,13,0,779,2,7,Late
ABM04,abm,asee_shstep15,15,0,1058,6,7,Late
ABM04,abm,asee_shstep17,17,0,854,0,7,Late
ABM04,abm,asee_shstep05,5,1,826,5,8,Late
ABM04,abm,asee_shstep07,7,1,639,0,8,Late
ABM04,abm,asee_shstep09,9,1,783,4,8,Late
ABM04,abm,asee_shstep11,11,0,832,3,8,Late
ABM04,abm,asee_shstep13,13,0,778,2,8,Late
ABM04,abm,asee_shstep15,15,0,787,1,8,Late
ABM04,abm,asee_shstep17,17,0,710,6,8,Late
ABM04,abm,asee_shstep05,5,1,705,5,9,Late
ABM04,abm,asee_shstep07,7,1,712,0,9,Late
ABM04,abm,asee_shstep09,9,1,1176,6,9,Late
ABM04,abm,asee_shstep11,11,1,825,4,9,Late
ABM04,abm,asee_shstep13,13,0,974,2,9,Late
ABM04,abm,asee_shstep15,15,1,843,1,9,Late
ABM04,abm,asee_shstep17,17,0,736,3,9,Late
ABM04,abm,asee_shstep05,5,1,645,0,10,Late
ABM04,abm,asee_shstep07,7,1,749,5,10,Late
ABM04,abm,asee_shstep09,9,1,727,1,10,Late
ABM04,abm,asee_shstep11,11,1,737,4,10,Late
ABM04,abm,asee_shstep13,13,1,983,3,10,Late
ABM04,abm,asee_shstep15,15,0,882,6,10,Late
ABM04,abm,asee_shstep17,17,0,767,2,10,Late
ABM05,abm,asee_shstep05,5,1,830,2,1,Early
ABM05,abm,asee_shstep07,7,1,878,4,1,Early
ABM05,abm,asee_shstep09,9,1,2313,5,1,Early
ABM05,abm,asee_shstep11,11,1,1169,6,1,Early
ABM05,abm,asee_shstep13,13,0,1153,0,1,Early
ABM05,abm,asee_shstep15,15,0,1680,1,1,Early
ABM05,abm,asee_shstep17,17,0,1233,3,1,Early
ABM05,abm,asee_shstep05,5,1,773,6,2,Early
ABM05,abm,asee_shstep07,7,1,765,5,2,Early
ABM05,abm,asee_shstep09,9,1,871,0,2,Early
ABM05,abm,asee_shstep11,11,1,977,4,2,Early
ABM05,abm,asee_shstep13,13,0,1007,1,2,Early
ABM05,abm,asee_shstep15,15,0,824,3,2,Early
ABM05,abm,asee_shstep17,17,0,762,2,2,Early
ABM05,abm,asee_shstep05,5,1,824,5,3,Early
ABM05,abm,asee_shstep07,7,1,761,3,3,Early
ABM05,abm,asee_shstep09,9,1,731,0,3,Early
ABM05,abm,asee_shstep11,11,1,1152,4,3,Early
ABM05,abm,asee_shstep13,13,0,737,1,3,Early
ABM05,abm,asee_shstep15,15,0,873,6,3,Early
ABM05,abm,asee_shstep17,17,0,712,2,3,Early
ABM05,abm,asee_shstep05,5,1,749,4,4,Early
ABM05,abm,asee_shstep07,7,1,788,0,4,Early
ABM05,abm,asee_shstep09,9,1,637,1,4,Early
ABM05,abm,asee_shstep11,11,1,1019,6,4,Early
ABM05,abm,asee_shstep13,13,0,755,3,4,Early
ABM05,abm,asee_shstep15,15,0,721,5,4,Early
ABM05,abm,asee_shstep17,17,0,852,2,4,Early
ABM05,abm,asee_shstep05,5,1,767,2,5,Early
ABM05,abm,asee_shstep07,7,1,705,1,5,Early
ABM05,abm,asee_shstep09,9,1,695,4,5,Early
ABM05,abm,asee_shstep11,11,1,853,5,5,Early
ABM05,abm,asee_shstep13,13,1,886,6,5,Early
ABM05,abm,asee_shstep15,15,0,1029,3,5,Early
ABM05,abm,asee_shstep17,17,0,981,0,5,Early
ABM05,abm,asee_shstep05,5,1,678,5,6,Late
ABM05,abm,asee_shstep07,7,1,723,6,6,Late
ABM05,abm,asee_shstep09,9,1,695,3,6,Late
ABM05,abm,asee_shstep11,11,1,725,4,6,Late
ABM05,abm,asee_shstep13,13,1,776,2,6,Late
ABM05,abm,asee_shstep15,15,0,798,1,6,Late
ABM05,abm,asee_shstep17,17,0,921,0,6,Late
ABM05,abm,asee_shstep05,5,1,704,4,7,Late
ABM05,abm,asee_shstep07,7,1,624,5,7,Late
ABM05,abm,asee_shstep09,9,1,651,3,7,Late
ABM05,abm,asee_shstep11,11,1,755,6,7,Late
ABM05,abm,asee_shstep13,13,1,932,1,7,Late
ABM05,abm,asee_shstep15,15,0,736,2,7,Late
ABM05,abm,asee_shstep17,17,0,732,0,7,Late
ABM05,abm,asee_shstep05,5,1,553,3,8,Late
ABM05,abm,asee_shstep07,7,1,619,4,8,Late
ABM05,abm,asee_shstep09,9,1,731,1,8,Late
ABM05,abm,asee_shstep11,11,1,686,6,8,Late
ABM05,abm,asee_shstep13,13,0,772,5,8,Late
ABM05,abm,asee_shstep15,15,0,684,0,8,Late
ABM05,abm,asee_shstep17,17,0,613,2,8,Late
ABM05,abm,asee_shstep05,5,1,666,4,9,Late
ABM05,abm,asee_shstep07,7,1,680,1,9,Late
ABM05,abm,asee_shstep09,9,1,737,0,9,Late
ABM05,abm,asee_shstep11,11,1,768,3,9,Late
ABM05,abm,asee_shstep13,13,1,1024,5,9,Late
ABM05,abm,asee_shstep15,15,0,639,6,9,Late
ABM05,abm,asee_shstep17,17,0,647,2,9,Late
ABM05,abm,asee_shstep05,5,1,537,3,10,Late
ABM05,abm,asee_shstep07,7,1,513,6,10,Late
ABM05,abm,asee_shstep09,9,1,612,0,10,Late
ABM05,abm,asee_shstep11,11,1,730,2,10,Late
ABM05,abm,asee_shstep13,13,1,713,5,10,Late
ABM05,abm,asee_shstep15,15,0,679,1,10,Late
ABM05,abm,asee_shstep17,17,0,590,4,10,Late
ABM07,abm,asee_shstep05,5,1,2520,0,1,Early
ABM07,abm,asee_shstep07,7,1,1649,2,1,Early
ABM07,abm,asee_shstep09,9,0,1923,3,1,Early
ABM07,abm,asee_shstep11,11,0,1300,1,1,Early
ABM07,abm,asee_shstep13,13,0,841,6,1,Early
ABM07,abm,asee_shstep15,15,0,884,5,1,Early
ABM07,abm,asee_shstep17,17,0,1035,4,1,Early
ABM07,abm,asee_shstep05,5,1,1093,1,2,Early
ABM07,abm,asee_shstep07,7,1,1564,6,2,Early
ABM07,abm,asee_shstep09,9,1,1146,3,2,Early
ABM07,abm,asee_shstep11,11,0,961,2,2,Early
ABM07,abm,asee_shstep13,13,0,852,0,2,Early
ABM07,abm,asee_shstep15,15,0,705,5,2,Early
ABM07,abm,asee_shstep17,17,0,956,4,2,Early
ABM07,abm,asee_shstep05,5,1,1043,1,3,Early
ABM07,abm,asee_shstep07,7,1,1193,6,3,Early
ABM07,abm,asee_shstep09,9,1,926,2,3,Early
ABM07,abm,asee_shstep11,11,0,859,0,3,Early
ABM07,abm,asee_shstep13,13,0,607,3,3,Early
ABM07,abm,asee_shstep15,15,0,600,4,3,Early
ABM07,abm,asee_shstep17,17,0,667,5,3,Early
ABM07,abm,asee_shstep05,5,1,874,4,4,Early
ABM07,abm,asee_shstep07,7,1,913,0,4,Early
ABM07,abm,asee_shstep09,9,1,1027,3,4,Early
ABM07,abm,asee_shstep11,11,0,860,6,4,Early
ABM07,abm,asee_shstep13,13,0,608,5,4,Early
ABM07,abm,asee_shstep15,15,0,711,1,4,Early
ABM07,abm,asee_shstep17,17,0,861,2,4,Early
ABM07,abm,asee_shstep05,5,1,874,2,5,Early
ABM07,abm,asee_shstep07,7,1,964,1,5,Early
ABM07,abm,asee_shstep09,9,1,994,4,5,Early
ABM07,abm,asee_shstep11,11,1,1060,3,5,Early
ABM07,abm,asee_shstep13,13,0,772,6,5,Early
ABM07,abm,asee_shstep15,15,0,901,5,5,Early
ABM07,abm,asee_shstep17,17,0,770,0,5,Early
ABM07,abm,asee_shstep05,5,1,844,4,6,Late
ABM07,abm,asee_shstep07,7,1,856,3,6,Late
ABM07,abm,asee_shstep09,9,1,911,6,6,Late
ABM07,abm,asee_shstep11,11,0,880,0,6,Late
ABM07,abm,asee_shstep13,13,0,796,2,6,Late
ABM07,abm,asee_shstep15,15,0,631,1,6,Late
ABM07,abm,asee_shstep17,17,0,713,5,6,Late
ABM07,abm,asee_shstep05,5,1,743,1,7,Late
ABM07,abm,asee_shstep07,7,1,883,3,7,Late
ABM07,abm,asee_shstep09,9,0,849,0,7,Late
ABM07,abm,asee_shstep11,11,0,802,2,7,Late
ABM07,abm,asee_shstep13,13,0,657,4,7,Late
ABM07,abm,asee_shstep15,15,0,639,6,7,Late
ABM07,abm,asee_shstep17,17,0,646,5,7,Late
ABM07,abm,asee_shstep05,5,1,830,1,8,Late
ABM07,abm,asee_shstep07,7,1,817,6,8,Late
ABM07,abm,asee_shstep09,9,1,1061,4,8,Late
ABM07,abm,asee_shstep11,11,1,1066,5,8,Late
ABM07,abm,asee_shstep13,13,0,887,3,8,Late
ABM07,abm,asee_shstep15,15,0,801,2,8,Late
ABM07,abm,asee_shstep17,17,0,821,0,8,Late
ABM07,abm,asee_shstep05,5,1,847,4,9,Late
ABM07,abm,asee_shstep07,7,1,816,0,9,Late
ABM07,abm,asee_shstep09,9,1,842,5,9,Late
ABM07,abm,asee_shstep11,11,0,772,2,9,Late
ABM07,abm,asee_shstep13,13,0,670,1,9,Late
ABM07,abm,asee_shstep15,15,0,714,6,9,Late
ABM07,abm,asee_shstep17,17,0,695,3,9,Late
ABM07,abm,asee_shstep05,5,1,757,0,10,Late
ABM07,abm,asee_shstep07,7,1,839,5,10,Late
ABM07,abm,asee_shstep09,9,0,908,6,10,Late
ABM07,abm,asee_shstep11,11,0,714,1,10,Late
ABM07,abm,asee_shstep13,13,0,677,4,10,Late
ABM07,abm,asee_shstep15,15,0,692,3,10,Late
ABM07,abm,asee_shstep17,17,0,877,2,10,Late
ABM08,abm,asee_shstep05,5,1,1941,0,1,Early
ABM08,abm,asee_shstep07,7,1,1457,2,1,Early
ABM08,abm,asee_shstep09,9,1,1815,3,1,Early
ABM08,abm,asee_shstep11,11,1,1619,1,1,Early
ABM08,abm,asee_shstep13,13,0,820,6,1,Early
ABM08,abm,asee_shstep15,15,0,815,5,1,Early
ABM08,abm,asee_shstep17,17,0,1161,4,1,Early
ABM08,abm,asee_shstep05,5,1,899,1,2,Early
ABM08,abm,asee_shstep07,7,1,998,6,2,Early
ABM08,abm,asee_shstep09,9,1,851,3,2,Early
ABM08,abm,asee_shstep11,11,1,985,2,2,Early
ABM08,abm,asee_shstep13,13,0,809,0,2,Early
ABM08,abm,asee_shstep15,15,0,802,5,2,Early
ABM08,abm,asee_shstep17,17,0,859,4,2,Early
ABM08,abm,asee_shstep05,5,1,777,1,3,Early
ABM08,abm,asee_shstep07,7,1,868,6,3,Early
ABM08,abm,asee_shstep09,9,1,659,2,3,Early
ABM08,abm,asee_shstep11,11,1,788,0,3,Early
ABM08,abm,asee_shstep13,13,0,889,3,3,Early
ABM08,abm,asee_shstep15,15,0,726,4,3,Early
ABM08,abm,asee_shstep17,17,0,839,5,3,Early
ABM08,abm,asee_shstep05,5,1,762,4,4,Early
ABM08,abm,asee_shstep07,7,1,847,0,4,Early
ABM08,abm,asee_shstep09,9,1,679,3,4,Early
ABM08,abm,asee_shstep11,11,0,799,6,4,Early
ABM08,abm,asee_shstep13,13,0,780,5,4,Early
ABM08,abm,asee_shstep15,15,0,793,1,4,Early
ABM08,abm,asee_shstep17,17,0,827,2,4,Early
ABM08,abm,asee_shstep05,5,1,744,2,5,Early
ABM08,abm,asee_shstep07,7,1,755,1,5,Early
ABM08,abm,asee_shstep09,9,1,579,4,5,Early
ABM08,abm,asee_shstep11,11,1,684,3,5,Early
ABM08,abm,asee_shstep13,13,0,915,6,5,Early
ABM08,abm,asee_shstep15,15,0,773,5,5,Early
ABM08,abm,asee_shstep17,17,0,728,0,5,Early
ABM08,abm,asee_shstep05,5,1,769,4,6,Late
ABM08,abm,asee_shstep07,7,1,761,3,6,Late
ABM08,abm,asee_shstep09,9,1,758,6,6,Late
ABM08,abm,asee_shstep11,11,1,824,0,6,Late
ABM08,abm,asee_shstep13,13,0,1141,2,6,Late
ABM08,abm,asee_shstep15,15,0,609,1,6,Late
ABM08,abm,asee_shstep17,17,0,747,5,6,Late
ABM08,abm,asee_shstep05,5,1,649,1,7,Late
ABM08,abm,asee_shstep07,7,1,651,3,7,Late
ABM08,abm,asee_shstep09,9,1,779,0,7,Late
ABM08,abm,asee_shstep11,11,1,950,2,7,Late
ABM08,abm,asee_shstep13,13,0,604,4,7,Late
ABM08,abm,asee_shstep15,15,0,940,6,7,Late
ABM08,abm,asee_shstep17,17,0,779,5,7,Late
ABM08,abm,asee_shstep05,5,1,645,1,8,Late
ABM08,abm,asee_shstep07,7,1,822,6,8,Late
ABM08,abm,asee_shstep09,9,1,736,4,8,Late
ABM08,abm,asee_shstep11,11,0,987,5,8,Late
ABM08,abm,asee_shstep13,13,1,892,3,8,Late
ABM08,abm,asee_shstep15,15,0,797,2,8,Late
ABM08,abm,asee_shstep17,17,0,684,0,8,Late
ABM08,abm,asee_shstep05,5,1,793,4,9,Late
ABM08,abm,asee_shstep07,7,1,838,0,9,Late
ABM08,abm,asee_shstep09,9,1,906,5,9,Late
ABM08,abm,asee_shstep11,11,1,880,2,9,Late
ABM08,abm,asee_shstep13,13,0,688,1,9,Late
ABM08,abm,asee_shstep15,15,0,848,6,9,Late
ABM08,abm,asee_shstep17,17,0,673,3,9,Late
ABM08,abm,asee_shstep05,5,1,780,0,10,Late
ABM08,abm,asee_shstep07,7,1,678,5,10,Late
ABM08,abm,asee_shstep09,9,1,771,6,10,Late
ABM08,abm,asee_shstep11,11,1,771,1,10,Late
ABM08,abm,asee_shstep13,13,0,852,4,10,Late
ABM08,abm,asee_shstep15,15,0,699,3,10,Late
ABM08,abm,asee_shstep17,17,0,749,2,10,Late
ABM09,abm,asee_shstep05,5,1,2171,0,1,Early
ABM09,abm,asee_shstep07,7,1,1169,2,1,Early
ABM09,abm,asee_shstep09,9,1,1472,3,1,Early
ABM09,abm,asee_shstep11,11,1,1138,1,1,Early
ABM09,abm,asee_shstep13,13,0,857,6,1,Early
ABM09,abm,asee_shstep15,15,0,864,5,1,Early
ABM09,abm,asee_shstep17,17,0,1066,4,1,Early
ABM09,abm,asee_shstep05,5,1,973,1,2,Early
ABM09,abm,asee_shstep07,7,0,930,6,2,Early
ABM09,abm,asee_shstep09,9,0,1091,3,2,Early
ABM09,abm,asee_shstep11,11,1,919,2,2,Early
ABM09,abm,asee_shstep13,13,0,816,0,2,Early
ABM09,abm,asee_shstep15,15,0,849,5,2,Early
ABM09,abm,asee_shstep17,17,0,881,4,2,Early
ABM09,abm,asee_shstep05,5,1,801,1,3,Early
ABM09,abm,asee_shstep07,7,1,815,6,3,Early
ABM09,abm,asee_shstep09,9,1,948,2,3,Early
ABM09,abm,asee_shstep11,11,0,632,0,3,Early
ABM09,abm,asee_shstep13,13,0,759,3,3,Early
ABM09,abm,asee_shstep15,15,0,881,4,3,Early
ABM09,abm,asee_shstep17,17,0,769,5,3,Early
ABM09,abm,asee_shstep05,5,1,547,4,4,Early
ABM09,abm,asee_shstep07,7,1,724,0,4,Early
ABM09,abm,asee_shstep09,9,1,900,3,4,Early
ABM09,abm,asee_shstep11,11,1,760,6,4,Early
ABM09,abm,asee_shstep13,13,0,698,5,4,Early
ABM09,abm,asee_shstep15,15,0,690,1,4,Early
ABM09,abm,asee_shstep17,17,0,692,2,4,Early
ABM09,abm,asee_shstep05,5,1,653,2,5,Early
ABM09,abm,asee_shstep07,7,1,1188,1,5,Early
ABM09,abm,asee_shstep09,9,1,828,4,5,Early
ABM09,abm,asee_shstep11,11,0,685,3,5,Early
ABM09,abm,asee_shstep13,13,0,559,6,5,Early
ABM09,abm,asee_shstep15,15,0,597,5,5,Early
ABM09,abm,asee_shstep17,17,0,778,0,5,Early
ABM09,abm,asee_shstep05,5,1,722,4,6,Late
ABM09,abm,asee_shstep07,7,1,590,3,6,Late
ABM09,abm,asee_shstep09,9,1,636,6,6,Late
ABM09,abm,asee_shstep11,11,0,952,0,6,Late
ABM09,abm,asee_shstep13,13,0,838,2,6,Late
ABM09,abm,asee_shstep15,15,0,754,1,6,Late
ABM09,abm,asee_shstep17,17,0,829,5,6,Late
ABM09,abm,asee_shstep05,5,1,916,1,7,Late
ABM09,abm,asee_shstep07,7,1,763,3,7,Late
ABM09,abm,asee_shstep09,9,1,891,0,7,Late
ABM09,abm,asee_shstep11,11,0,615,2,7,Late
ABM09,abm,asee_shstep13,13,0,691,4,7,Late
ABM09,abm,asee_shstep15,15,0,674,6,7,Late
ABM09,abm,asee_shstep17,17,0,702,5,7,Late
ABM09,abm,asee_shstep05,5,1,651,1,8,Late
ABM09,abm,asee_shstep07,7,1,854,6,8,Late
ABM09,abm,asee_shstep09,9,1,1014,4,8,Late
ABM09,abm,asee_shstep11,11,0,816,5,8,Late
ABM09,abm,asee_shstep13,13,0,581,3,8,Late
ABM09,abm,asee_shstep15,15,0,927,2,8,Late
ABM09,abm,asee_shstep17,17,0,759,0,8,Late
ABM09,abm,asee_shstep05,5,1,791,4,9,Late
ABM09,abm,asee_shstep07,7,1,939,0,9,Late
ABM09,abm,asee_shstep09,9,1,921,5,9,Late
ABM09,abm,asee_shstep11,11,0,655,2,9,Late
ABM09,abm,asee_shstep13,13,0,688,1,9,Late
ABM09,abm,asee_shstep15,15,0,606,6,9,Late
ABM09,abm,asee_shstep17,17,0,699,3,9,Late
ABM09,abm,asee_shstep05,5,1,617,0,10,Late
ABM09,abm,asee_shstep07,7,1,832,5,10,Late
ABM09,abm,asee_shstep09,9,1,849,6,10,Late
ABM09,abm,asee_shstep11,11,0,945,1,10,Late
ABM09,abm,asee_shstep13,13,0,842,4,10,Late
ABM09,abm,asee_shstep15,15,0,698,3,10,Late
ABM09,abm,asee_shstep17,17,0,919,2,10,Late
ABM10,abm,asee_shstep05,5,1,1711,0,1,Early
ABM10,abm,asee_shstep07,7,0,991,5,1,Early
ABM10,abm,asee_shstep09,9,0,1451,6,1,Early
ABM10,abm,asee_shstep11,11,0,1357,1,1,Early
ABM10,abm,asee_shstep13,13,0,1116,3,1,Early
ABM10,abm,asee_shstep15,15,0,1141,2,1,Early
ABM10,abm,asee_shstep17,17,0,1030,4,1,Early
ABM10,abm,asee_shstep05,5,1,839,1,2,Early
ABM10,abm,asee_shstep07,7,0,1225,3,2,Early
ABM10,abm,asee_shstep09,9,0,1156,6,2,Early
ABM10,abm,asee_shstep11,11,0,1052,0,2,Early
ABM10,abm,asee_shstep13,13,0,1316,5,2,Early
ABM10,abm,asee_shstep15,15,0,687,4,2,Early
ABM10,abm,asee_shstep17,17,0,1266,2,2,Early
ABM10,abm,asee_shstep05,5,1,738,0,3,Early
ABM10,abm,asee_shstep07,7,1,658,2,3,Early
ABM10,abm,asee_shstep09,9,1,832,4,3,Early
ABM10,abm,asee_shstep11,11,0,652,3,3,Early
ABM10,abm,asee_shstep13,13,0,1379,5,3,Early
ABM10,abm,asee_shstep15,15,0,535,6,3,Early
ABM10,abm,asee_shstep17,17,0,546,1,3,Early
ABM10,abm,asee_shstep05,5,0,600,5,4,Early
ABM10,abm,asee_shstep07,7,0,512,4,4,Early
ABM10,abm,asee_shstep09,9,1,1060,1,4,Early
ABM10,abm,asee_shstep11,11,1,1145,6,4,Early
ABM10,abm,asee_shstep13,13,0,797,3,4,Early
ABM10,abm,asee_shstep15,15,0,613,0,4,Early
ABM10,abm,asee_shstep17,17,1,617,2,4,Early
ABM10,abm,asee_shstep05,5,1,676,4,5,Early
ABM10,abm,asee_shstep07,7,1,757,5,5,Early
ABM10,abm,asee_shstep09,9,0,1187,3,5,Early
ABM10,abm,asee_shstep11,11,0,838,0,5,Early
ABM10,abm,asee_shstep13,13,0,769,6,5,Early
ABM10,abm,asee_shstep15,15,0,753,2,5,Early
ABM10,abm,asee_shstep17,17,0,781,1,5,Early
ABM10,abm,asee_shstep05,5,1,642,4,6,Late
ABM10,abm,asee_shstep07,7,1,715,6,6,Late
ABM10,abm,asee_shstep09,9,0,872,1,6,Late
ABM10,abm,asee_shstep11,11,0,681,0,6,Late
ABM10,abm,asee_shstep13,13,0,647,2,6,Late
ABM10,abm,asee_shstep15,15,1,734,3,6,Late
ABM10,abm,asee_shstep17,17,1,750,5,6,Late
ABM10,abm,asee_shstep05,5,1,769,3,7,Late
ABM10,abm,asee_shstep07,7,1,638,5,7,Late
ABM10,abm,asee_shstep09,9,1,941,1,7,Late
ABM10,abm,asee_shstep11,11,0,736,2,7,Late
ABM10,abm,asee_shstep13,13,0,786,6,7,Late
ABM10,abm,asee_shstep15,15,0,880,0,7,Late
ABM10,abm,asee_shstep17,17,0,1184,4,7,Late
ABM10,abm,asee_shstep05,5,1,704,6,8,Late
ABM10,abm,asee_shstep07,7,1,814,3,8,Late
ABM10,abm,asee_shstep09,9,1,696,1,8,Late
ABM10,abm,asee_shstep11,11,0,571,0,8,Late
ABM10,abm,asee_shstep13,13,0,548,2,8,Late
ABM10,abm,asee_shstep15,15,0,679,5,8,Late
ABM10,abm,asee_shstep17,17,0,639,4,8,Late
ABM10,abm,asee_shstep05,5,1,698,1,9,Late
ABM10,abm,asee_shstep07,7,1,717,6,9,Late
ABM10,abm,asee_shstep09,9,1,568,3,9,Late
ABM10,abm,asee_shstep11,11,0,873,4,9,Late
ABM10,abm,asee_shstep13,13,0,555,0,9,Late
ABM10,abm,asee_shstep15,15,0,560,2,9,Late
ABM10,abm,asee_shstep17,17,0,928,5,9,Late
ABM10,abm,asee_shstep05,5,1,676,6,10,Late
ABM10,abm,asee_shstep07,7,1,600,0,10,Late
ABM10,abm,asee_shstep09,9,1,1015,4,10,Late
ABM10,abm,asee_shstep11,11,1,899,1,10,Late
ABM10,abm,asee_shstep13,13,0,773,5,10,Late
ABM10,abm,asee_shstep15,15,0,549,3,10,Late
ABM10,abm,asee_shstep17,17,0,1319,2,10,Late
ABM11,abm,asee_shstep05,5,1,1162,0,1,Early
ABM11,abm,asee_shstep07,7,1,1020,5,1,Early
ABM11,abm,asee_shstep09,9,0,1168,6,1,Early
ABM11,abm,asee_shstep11,11,0,1056,1,1,Early
ABM11,abm,asee_shstep13,13,0,1420,3,1,Early
ABM11,abm,asee_shstep15,15,0,970,2,1,Early
ABM11,abm,asee_shstep17,17,0,948,4,1,Early
ABM11,abm,asee_shstep05,5,1,902,1,2,Early
ABM11,abm,asee_shstep07,7,1,904,3,2,Early
ABM11,abm,asee_shstep09,9,0,784,6,2,Early
ABM11,abm,asee_shstep11,11,0,1061,0,2,Early
ABM11,abm,asee_shstep13,13,0,844,5,2,Early
ABM11,abm,asee_shstep15,15,0,1040,4,2,Early
ABM11,abm,asee_shstep17,17,0,937,2,2,Early
ABM11,abm,asee_shstep05,5,1,772,0,3,Early
ABM11,abm,asee_shstep07,7,1,886,2,3,Early
ABM11,abm,asee_shstep09,9,1,1015,4,3,Early
ABM11,abm,asee_shstep11,11,0,1017,3,3,Early
ABM11,abm,asee_shstep13,13,0,924,5,3,Early
ABM11,abm,asee_shstep15,15,0,939,6,3,Early
ABM11,abm,asee_shstep17,17,0,908,1,3,Early
ABM11,abm,asee_shstep05,5,1,1032,5,4,Early
ABM11,abm,asee_shstep07,7,1,900,4,4,Early
ABM11,abm,asee_shstep09,9,1,987,1,4,Early
ABM11,abm,asee_shstep11,11,1,987,6,4,Early
ABM11,abm,asee_shstep13,13,0,924,3,4,Early
ABM11,abm,asee_shstep15,15,0,1130,0,4,Early
ABM11,abm,asee_shstep17,17,0,1030,2,4,Early
ABM11,abm,asee_shstep05,5,1,890,4,5,Early
ABM11,abm,asee_shstep07,7,1,1023,5,5,Early
ABM11,abm,asee_shstep09,9,1,1063,3,5,Early
ABM11,abm,asee_shstep11,11,1,980,0,5,Early
ABM11,abm,asee_shstep13,13,0,966,6,5,Early
ABM11,abm,asee_shstep15,15,0,944,2,5,Early
ABM11,abm,asee_shstep17,17,0,933,1,5,Early
ABM11,abm,asee_shstep05,5,1,922,4,6,Late
ABM11,abm,asee_shstep07,7,1,906,6,6,Late
ABM11,abm,asee_shstep09,9,1,874,1,6,Late
ABM11,abm,asee_shstep11,11,1,995,0,6,Late
ABM11,abm,asee_shstep13,13,0,982,2,6,Late
ABM11,abm,asee_shstep15,15,0,854,3,6,Late
ABM11,abm,asee_shstep17,17,0,943,5,6,Late
ABM11,abm,asee_shstep05,5,1,915,3,7,Late
ABM11,abm,asee_shstep07,7,1,994,5,7,Late
ABM11,abm,asee_shstep09,9,1,898,1,7,Late
ABM11,abm,asee_shstep11,11,1,935,2,7,Late
ABM11,abm,asee_shstep13,13,0,906,6,7,Late
ABM11,abm,asee_shstep15,15,0,860,0,7,Late
ABM11,abm,asee_shstep17,17,0,962,4,7,Late
ABM11,abm,asee_shstep05,5,1,875,6,8,Late
ABM11,abm,asee_shstep07,7,1,956,3,8,Late
ABM11,abm,asee_shstep09,9,1,784,1,8,Late
ABM11,abm,asee_shstep11,11,1,946,0,8,Late
ABM11,abm,asee_shstep13,13,0,941,2,8,Late
ABM11,abm,asee_shstep15,15,0,996,5,8,Late
ABM11,abm,asee_shstep17,17,0,911,4,8,Late
ABM11,abm,asee_shstep05,5,1,811,1,9,Late
ABM11,abm,asee_shstep07,7,1,814,6,9,Late
ABM11,abm,asee_shstep09,9,1,859,3,9,Late
ABM11,abm,asee_shstep11,11,1,881,4,9,Late
ABM11,abm,asee_shstep13,13,0,855,0,9,Late
ABM11,abm,asee_shstep15,15,0,847,2,9,Late
ABM11,abm,asee_shstep17,17,0,814,5,9,Late
ABM11,abm,asee_shstep05,5,1,791,6,10,Late
ABM11,abm,asee_shstep07,7,1,691,0,10,Late
ABM11,abm,asee_shstep09,9,1,1005,4,10,Late
ABM11,abm,asee_shstep11,11,1,967,1,10,Late
ABM11,abm,asee_shstep13,13,0,726,5,10,Late
ABM11,abm,asee_shstep15,15,0,840,3,10,Late
ABM11,abm,asee_shstep17,17,0,801,2,10,Late
ABM12,abm,asee_shstep05,5,1,1115,5,1,Early
