subject,id,condition,word,trial,nounAnswer,rt,grammarType,wordType,sex,hearing,lang,equip
Subject133,828subject760,aam,ironic,90,0,2696,notnoun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,secondstep11,91,1,2353,noun,critical,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,solidstep12,92,1,3184,notnoun,critical,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,alone,93,0,2223,notnoun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,ignore,94,0,1611,notnoun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,grammatical,95,0,2581,notnoun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,animal,96,1,1346,noun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,wrinkle,97,1,3659,noun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,family,98,1,1530,noun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,brain,99,1,1309,noun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject133,828subject760,aam,immoral,0,1,2156,notnoun,filler,Male,no,english,External speakers (cost between $30 and $100)
Subject134,912subject432,abm,silverstep0,1,0,2453,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,sabrestep20,10,0,1691,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,immune,11,0,2142,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,immoral,12,0,3943,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,military,13,1,2678,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,saltystep20,14,0,1924,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,severalstep20,15,0,1532,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,relate,16,0,2134,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,opaque,17,0,2149,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,brain,18,1,1901,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,global,19,1,2007,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,sidewalkstep0,2,0,2402,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,weekly,20,0,2247,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,wrinkle,21,1,1725,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,royalty,22,1,3832,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,sandalstep20,23,0,2698,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,casserolestep0,24,0,1844,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,honeymoon,25,1,1232,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,typical,26,1,1381,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,enroll,27,1,1757,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,lawyer,28,1,1739,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,warrantee,29,0,1960,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,grapple,3,0,2409,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,image,30,1,1763,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,felony,31,0,1344,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,appear,32,0,1372,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,overcome,33,0,1482,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,develop,34,1,1261,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,depend,35,0,1198,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,evolve,36,1,1222,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,marina,37,0,1348,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,sufferstep0,38,0,1028,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,hamburger,39,1,1134,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,ballerina,4,1,3174,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,alone,40,0,1616,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,hidden,41,1,1293,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,omelet,42,1,1519,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,tutorial,43,1,1683,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,animal,44,0,1525,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,embody,45,0,1686,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,harmful,46,1,1538,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,unique,47,0,1150,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,yoghurt,48,0,1051,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,superpowerstep0,49,1,1310,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,parable,5,0,2444,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,romantic,50,1,1196,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,similarstep0,51,1,1175,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,garden,52,0,1192,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,eternal,53,1,807,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,remedial,54,0,781,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,fumble,55,1,1121,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,pineapple,56,0,782,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,remind,57,1,1078,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,ciderstep0,58,1,966,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,grammatical,59,1,943,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,document,6,1,1770,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,vibrant,60,1,710,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,basementstep20,61,0,526,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,secludedstep20,62,0,650,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,dragon,63,0,1709,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,failure,64,1,1172,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,recovery,65,0,615,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,kidnap,66,1,435,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,avenue,67,0,527,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,yell,68,1,416,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,totally,69,0,424,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,human,7,1,1532,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,orbital,70,1,267,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,gullible,71,0,475,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,mineral,72,1,615,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,america,73,0,409,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,beauty,74,0,121,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,manually,75,0,1157,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,bakery,76,0,1118,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,become,77,0,693,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,tobacco,78,0,2075,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,freeze,79,0,1084,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,ignore,8,0,2088,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,anemia,80,1,871,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,engine,81,1,1118,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,momentary,82,0,450,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,solidstep0,83,1,877,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,umbrella,84,0,694,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,ironic,85,1,962,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,family,86,0,620,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,gasolinestep0,87,1,1017,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,regular,88,1,798,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,surrenderstep0,89,1,922,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,energy,9,0,1750,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,guilty,90,1,929,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,acerbicstep20,91,0,507,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,camera,92,0,4815,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,around,93,1,1464,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,occupy,94,0,1447,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,submarinestep0,95,1,1341,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,seaweedstep20,96,0,1323,noun,critical,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,annoying,97,1,1147,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,degree,98,0,1073,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,parrot,99,1,966,noun,filler,Female,yes,english,Laptop/pc speakers
Subject134,912subject432,abm,secondstep20,0,0,5964,noun,critical,Female,yes,english,Laptop/pc speakers
Subject135,912subject443,aam,submarinestep10,1,1,2195,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,solidstep12,10,1,2325,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,depend,11,0,1513,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,mineral,12,1,1448,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,energy,13,1,3581,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,garden,14,1,1980,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,vibrant,15,0,3951,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,surrenderstep8,16,0,2861,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,human,17,1,1376,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,omelet,18,1,1448,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,animal,19,1,1152,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,sidewalkstep8,2,1,2253,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,freeze,20,0,1714,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,appear,21,0,1392,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,family,22,1,1531,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,superpowerstep12,23,0,2044,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,saltystep14,24,0,1471,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,embody,25,0,1645,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,manually,26,0,1528,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,military,27,1,4796,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,orbital,28,0,1897,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,fumble,29,0,1413,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,recovery,3,0,2292,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,ballerina,30,1,1546,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,degree,31,1,1361,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,ignore,32,0,1350,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,felony,33,0,1764,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,lawyer,34,1,1774,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,sabrestep10,35,1,1926,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,enroll,36,0,1469,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,alone,37,0,1863,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,grammatical,38,0,1442,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,eternal,39,0,1283,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,harmful,4,0,2474,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,similarstep10,40,0,1333,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,immune,41,0,1235,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,sufferstep8,42,0,1197,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,ciderstep9,43,1,3375,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,grapple,44,0,1427,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,hidden,45,0,1186,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,romantic,46,0,1316,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,kidnap,47,0,1183,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,occupy,48,0,1192,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,document,49,1,1463,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,casserolestep12,5,1,1706,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,silverstep10,50,0,1447,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,image,51,1,3062,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,ironic,52,0,1249,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,royalty,53,1,4068,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,yoghurt,54,1,1793,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,tutorial,55,1,1456,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,global,56,0,1382,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,hamburger,57,1,1327,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,around,58,0,1420,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,warrantee,59,1,1275,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,basementstep11,6,1,1677,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,honeymoon,60,0,1923,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,tobacco,61,1,1566,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,totally,62,0,1549,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,unique,63,0,1468,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,regular,64,0,1584,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,umbrella,65,1,1370,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,severalstep9,66,0,1601,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,wrinkle,67,1,1443,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,parrot,68,1,1242,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,weekly,69,0,1430,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,yell,7,1,5020,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,secludedstep10,70,0,1566,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,gullible,71,0,1345,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,remind,72,0,1408,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,marina,73,1,3050,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,anemia,74,0,1716,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,dragon,75,1,1654,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,become,76,0,1416,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,develop,77,0,1516,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,remedial,78,0,1638,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,camera,79,1,1404,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,guilty,8,0,1526,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,immoral,80,0,1455,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,seaweedstep12,81,1,1529,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,bakery,82,1,1866,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,brain,83,1,1358,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,relate,84,0,1573,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,sandalstep11,85,1,1609,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,secondstep11,86,0,5268,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,pineapple,87,0,1196,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,america,88,1,1671,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,engine,89,1,1220,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,momentary,9,0,1535,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,parable,90,1,2015,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,acerbicstep12,91,0,2647,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,opaque,92,0,1543,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,overcome,93,0,1349,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,annoying,94,0,1276,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,failure,95,0,1269,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,typical,96,0,1441,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,beauty,97,0,1213,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,avenue,98,0,0,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,evolve,99,0,1,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject135,912subject443,aam,gasolinestep11,0,1,2083,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost between $30 and $100)
Subject136,912subject471,abm,alone,1,0,2172,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,ballerina,10,1,1653,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,grapple,11,0,2689,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,parable,12,0,1624,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,garden,13,1,1879,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,document,14,1,1692,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,yoghurt,15,1,1230,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,kidnap,16,0,1625,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,unique,17,0,1345,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,appear,18,0,1818,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,eternal,19,0,1336,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,around,2,0,1807,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,weekly,20,0,1774,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,mineral,21,1,2064,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,camera,22,1,1225,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,anemia,23,0,1589,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,hidden,24,0,2646,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,immune,25,0,1499,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,animal,26,1,1418,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,gullible,27,0,1428,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,bakery,28,1,1313,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,america,29,1,1284,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,saltystep20,3,0,5321,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,acerbicstep20,30,0,1758,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,lawyer,31,1,2261,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,image,32,1,1604,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,secondstep20,33,0,1680,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,engine,34,1,1852,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,occupy,35,0,1556,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,romantic,36,0,1576,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,military,37,1,1842,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject136,912subject471,abm,harmful,38,0,1512,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
