subject,id,condition,word,trial,nounAnswer,rt,grammarType,wordType,sex,hearing,lang,equip
Subject076,1030subject787,bbm,homogeneousstep20,52,1,2699,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,wrinkle,53,1,3549,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,camera,54,1,1679,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,military,55,1,2366,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,embracestep20,56,0,2197,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,immune,57,0,2841,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,annoying,58,0,2450,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,ignore,59,0,2344,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,embarassingstep0,6,0,1749,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,addressstep0,60,1,2056,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,develop,61,0,1818,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,umbrella,62,1,2617,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,momentary,63,1,2911,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,regular,64,1,2782,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,depend,65,0,2798,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,felony,66,1,1812,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,ironic,67,0,3676,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,recover,68,0,3509,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,hallucinatestep20,69,0,2547,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,beauty,7,1,1320,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,weekly,70,0,2664,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,vibrant,71,0,2834,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,anemia,72,1,2176,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,hidden,73,0,1901,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,pregnancystep20,74,0,3013,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,miraculousstep20,75,0,2258,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,opaque,76,0,2766,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,manually,77,0,2486,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,guilty,78,0,2094,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,arthritisstep20,79,1,2000,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,coliseumstep20,8,1,1745,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,freeze,80,0,2443,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,rehearsalstep20,81,1,2959,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,overcome,82,0,1870,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,peninsulastep20,83,1,2134,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,avenue,84,1,2024,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,totally,85,0,3459,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,omelet,86,1,1873,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,bakery,87,1,1667,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,harmful,88,0,2143,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,mineral,89,1,1689,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,eraserstep20,9,1,1876,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,royal,90,1,2723,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,alone,91,0,1604,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,malpracticestep20,92,1,3442,noun,critical,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,enroll,93,0,2874,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,lawyer,94,1,2054,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,embody,95,0,2260,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,hamburger,96,1,1953,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,family,97,1,2011,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,animal,98,1,1599,noun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,typical,99,0,1748,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject076,1030subject787,bbm,america,0,1,1742,noun,filler,Female,yes,english,Laptop/pc speakers
Subject077,103subject234,aam,casserolestep12,1,1,2808,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,garden,10,0,4022,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,sidewalkstep8,11,1,1957,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,remind,12,0,1480,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,degree,13,1,1530,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,seaweedstep12,14,1,3041,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,brain,15,1,2475,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,romantic,16,0,1746,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,umbrella,17,0,793,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,unique,18,0,2734,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,energy,19,0,4605,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,silverstep10,2,0,3324,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,yell,20,0,1948,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,sandalstep11,21,1,1855,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,eternal,22,0,1991,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,kidnap,23,0,1602,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,image,24,1,1259,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,solidstep12,25,1,1678,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,embody,26,0,117,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,grapple,27,0,3545,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,gullible,28,0,1504,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,manually,29,0,2489,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,ignore,3,0,1555,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,gasolinestep11,30,1,2474,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,military,31,1,1553,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,royalty,32,1,1484,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,tobacco,33,1,1091,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,typical,34,0,1259,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,surrenderstep8,35,0,1694,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,occupy,36,0,1512,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,superpowerstep12,37,1,1817,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,tutorial,38,1,1921,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,parable,39,0,2116,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,overcome,4,0,1313,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,hamburger,40,1,1992,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,warrantee,41,0,1805,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,around,42,0,3811,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,regular,43,0,1687,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,submarinestep10,44,1,1597,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,animal,45,1,1544,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,failure,46,1,2262,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,hidden,47,1,2196,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,evolve,48,0,1676,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,fumble,49,0,1554,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,immune,5,1,2354,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,alone,50,0,1673,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,dragon,51,1,1530,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,vibrant,52,0,1756,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,yoghurt,53,1,2580,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,orbital,54,0,2079,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,saltystep14,55,0,1535,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,totally,56,0,2669,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,depend,57,0,1566,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,america,58,1,1326,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,ironic,59,0,1974,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,global,6,0,2433,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,appear,60,0,1679,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,engine,61,1,1466,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,enroll,62,0,1778,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,beauty,63,1,1366,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,harmful,64,0,2508,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,wrinkle,65,0,1901,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,human,66,1,1361,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,opaque,67,1,1754,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,annoying,68,0,1640,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,omelet,69,1,1605,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,anemia,7,1,1777,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,severalstep9,70,0,3217,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,recovery,71,1,3610,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,remedial,72,0,3780,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,similarstep10,73,0,1386,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,ciderstep9,74,1,1755,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,guilty,75,0,1594,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,felony,76,1,1974,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,lawyer,77,1,3656,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,mineral,78,1,1804,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,marina,79,1,1980,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,avenue,8,1,2546,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,honeymoon,80,1,1915,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,weekly,81,0,1888,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,become,82,0,1469,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,sabrestep10,83,0,3264,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,pineapple,84,1,1176,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,secondstep11,85,1,2475,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,bakery,86,1,2912,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,parrot,87,1,2742,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,acerbicstep12,88,0,6212,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,basementstep11,89,1,1398,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,document,9,0,2027,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,momentary,90,0,12538,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,family,91,1,2172,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,camera,92,1,1799,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,develop,93,0,2902,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,relate,94,0,1608,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,freeze,95,0,4008,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,immoral,96,0,1536,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,ballerina,97,1,1488,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,grammatical,98,0,2730,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,secludedstep10,99,0,1610,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject077,103subject234,aam,sufferstep8,0,0,2138,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject078,103subject483,bbm,addressstep0,1,0,1078,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,become,10,0,1303,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,tutorial,11,0,1074,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,immune,12,0,955,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,pineapple,13,1,815,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,brain,14,1,1294,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,honeymoon,15,1,1298,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,eraserstep20,16,0,1079,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,ignore,17,0,1339,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,embracestep20,18,0,1405,notnoun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,embody,19,0,1131,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,parable,2,0,942,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,animal,20,1,813,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,enroll,21,0,928,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,fumble,22,0,983,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,appear,23,0,963,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,bakery,24,0,876,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,image,25,1,841,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,mineral,26,0,975,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,marina,27,1,1395,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,momentary,28,0,921,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,nervousstep20,29,0,986,notnoun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,miraculousstep20,3,0,1063,notnoun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,parrot,30,1,924,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,annoying,31,0,1017,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,tennesseestep0,32,0,1347,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,garden,33,0,1082,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,human,34,1,908,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,felony,35,0,1087,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,beauty,36,0,1067,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,utensilstep0,37,1,1096,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,regular,38,0,985,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,dinosaurstep20,39,1,1672,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,unique,4,0,1699,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,develop,40,0,1117,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,ballerina,41,1,1033,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,wrinkle,42,0,950,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,peninsulastep20,43,0,1186,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,vibrant,44,0,1588,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,arthritisstep20,45,0,1167,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,pregnancystep20,46,0,1148,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,lawyer,47,1,907,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,alone,48,0,771,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,grammatical,49,0,880,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,eternal,5,0,929,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,gullible,50,0,982,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,yoghurt,51,0,1108,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,around,52,0,1140,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,omelet,53,1,1123,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,hallucinatestep20,54,0,1171,notnoun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,immoral,55,0,1498,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,hamburger,56,1,967,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,weekly,57,0,1216,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,relate,58,0,986,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,engine,59,1,945,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,evolve,6,0,1049,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,announcementstep20,60,0,965,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,remind,61,0,914,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,recover,62,0,1102,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,orbital,63,0,1080,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,anemia,64,1,1214,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,typical,65,0,1057,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,hidden,66,0,877,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,dragon,67,1,975,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,depend,68,0,1032,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,avenue,69,0,919,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,america,7,0,997,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,arkansasstep20,70,1,1421,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,yell,71,1,1110,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,energy,72,0,1034,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,coliseumstep20,73,1,1518,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,totally,74,0,1231,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,opaque,75,0,1939,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,degree,76,0,1715,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,camera,77,1,990,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,tobacco,78,1,1097,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,embassystep0,79,1,1042,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,freeze,8,1,1437,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,occupy,80,0,977,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,romantic,81,0,1197,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,warrantee,82,0,983,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,military,83,1,1220,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,ironic,84,0,876,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,overcome,85,0,2154,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,remedial,86,0,1082,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,royal,87,0,841,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,family,88,0,1311,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,global,89,0,1160,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,malpracticestep20,9,0,1425,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,rehearsalstep20,90,0,1129,noun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,grapple,91,0,1142,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,kidnap,92,0,1116,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,failure,93,0,856,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,document,94,0,1087,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,guilty,95,0,892,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,umbrella,96,1,1200,noun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,embarassingstep0,97,0,1255,notnoun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,homogeneousstep20,98,0,1044,notnoun,critical,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,harmful,99,0,1302,notnoun,filler,Male,yes,english,Laptop/pc speakers
Subject078,103subject483,bbm,manually,0,0,1741,notnoun,filler,Male,yes,english,Laptop/pc speakers
